Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9946,9187,7637,8522.23
"Revenue 9946 9187 7637 8522.23  Other Revenue, Total - - - -","Revenue 9946 9187 7637 8522.23  Other Revenue, Total - - - -","Revenue 9946 9187 7637 8522.23  Other Revenue, Total - - - -","Revenue 9946 9187 7637 8522.23  Other Revenue, Total - - - -","Revenue 9946 9187 7637 8522.23  Other Revenue, Total - - - -"
Revenue,9946,9187,7637,8522.23
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8279,7455,6031,6761.84
Gross Profit,1667,1732,1606,1760.38
Total Operating Expenses,9791,8949,7440,8368.05
"Selling/General/Admin. Expenses, Total 1512 1494 1409 1558.47  Research & Development - 8 15 -  Depreciation / Amortization 195 220 189 -  Interest Expense (Income) - Net Operating -11 -11 -12 -  Unusual Expense (Income) - -48.74 7.72 47.73  Other Operating Expenses, Total -184 -217 -192 -","Selling/General/Admin. Expenses, Total 1512 1494 1409 1558.47  Research & Development - 8 15 -  Depreciation / Amortization 195 220 189 -  Interest Expense (Income) - Net Operating -11 -11 -12 -  Unusual Expense (Income) - -48.74 7.72 47.73  Other Operating Expenses, Total -184 -217 -192 -","Selling/General/Admin. Expenses, Total 1512 1494 1409 1558.47  Research & Development - 8 15 -  Depreciation / Amortization 195 220 189 -  Interest Expense (Income) - Net Operating -11 -11 -12 -  Unusual Expense (Income) - -48.74 7.72 47.73  Other Operating Expenses, Total -184 -217 -192 -","Selling/General/Admin. Expenses, Total 1512 1494 1409 1558.47  Research & Development - 8 15 -  Depreciation / Amortization 195 220 189 -  Interest Expense (Income) - Net Operating -11 -11 -12 -  Unusual Expense (Income) - -48.74 7.72 47.73  Other Operating Expenses, Total -184 -217 -192 -","Selling/General/Admin. Expenses, Total 1512 1494 1409 1558.47  Research & Development - 8 15 -  Depreciation / Amortization 195 220 189 -  Interest Expense (Income) - Net Operating -11 -11 -12 -  Unusual Expense (Income) - -48.74 7.72 47.73  Other Operating Expenses, Total -184 -217 -192 -"
"Selling/General/Admin. Expenses, Total",1512,1494,1409,1558.47
Research & Development,-,8,15,-
Depreciation / Amortization,195,220,189,-
Interest Expense (Income) - Net Operating,-11,-11,-12,-
Unusual Expense (Income),-,-48.74,7.72,47.73
"Other Operating Expenses, Total",-184,-217,-192,-
Operating Income,155,238,197,154.18
"Interest Income (Expense), Net Non-Operating",-,80.49,12.05,42.52
Gain (Loss) on Sale of Assets,52,60,2,61.01
"Other, Net",150,-235,-87,-0.76
Net Income Before Taxes,-47,413,282,256.96
Provision for Income Taxes,21,132,94,72.01
Net Income After Taxes,-68,281,188,184.94
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-68,281,188,184.94
Total Extraordinary Items,-,-,-,-
Net Income,-68,281,188,184.94
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-68,281,188,184.94
Dilution Adjustment,-,-,-,-
Diluted Net Income,-68,281,188,184.94
Diluted Weighted Average Shares,1.15,3.44,3.43,3.42
Diluted EPS Excluding Extraordinary Items,-59.3,81.8,54.83,53.75
DPS - Common Stock Primary Issue,-,16.67,16.67,16.67
Diluted Normalized EPS,111.19,54.77,51.04,39.26
