Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,88664,82468,87579.72,94422.95
"Revenue 88664 82468 87579.72 94422.95  Other Revenue, Total - - - -","Revenue 88664 82468 87579.72 94422.95  Other Revenue, Total - - - -","Revenue 88664 82468 87579.72 94422.95  Other Revenue, Total - - - -","Revenue 88664 82468 87579.72 94422.95  Other Revenue, Total - - - -","Revenue 88664 82468 87579.72 94422.95  Other Revenue, Total - - - -"
Revenue,88664,82468,87579.72,94422.95
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",82075,75872,80534.89,86964.62
Gross Profit,6589,6596,7044.83,7458.33
Total Operating Expenses,86395,80052,84808.34,91222.32
"Selling/General/Admin. Expenses, Total 4320 4180 4103.85 3970.79  Research & Development - - - -  Depreciation / Amortization 502 589 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 162 169.59 286.91  Other Operating Expenses, Total -490 -577 - -","Selling/General/Admin. Expenses, Total 4320 4180 4103.85 3970.79  Research & Development - - - -  Depreciation / Amortization 502 589 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 162 169.59 286.91  Other Operating Expenses, Total -490 -577 - -","Selling/General/Admin. Expenses, Total 4320 4180 4103.85 3970.79  Research & Development - - - -  Depreciation / Amortization 502 589 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 162 169.59 286.91  Other Operating Expenses, Total -490 -577 - -","Selling/General/Admin. Expenses, Total 4320 4180 4103.85 3970.79  Research & Development - - - -  Depreciation / Amortization 502 589 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 162 169.59 286.91  Other Operating Expenses, Total -490 -577 - -","Selling/General/Admin. Expenses, Total 4320 4180 4103.85 3970.79  Research & Development - - - -  Depreciation / Amortization 502 589 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 162 169.59 286.91  Other Operating Expenses, Total -490 -577 - -"
"Selling/General/Admin. Expenses, Total",4320,4180,4103.85,3970.79
Research & Development,-,-,-,-
Depreciation / Amortization,502,589,-,-
Interest Expense (Income) - Net Operating,-12,-12,-,-
Unusual Expense (Income),-,162,169.59,286.91
"Other Operating Expenses, Total",-490,-577,-,-
Operating Income,2269,2416,2771.38,3200.63
"Interest Income (Expense), Net Non-Operating",-,416,386.97,454.98
Gain (Loss) on Sale of Assets,-98,130,-,-
"Other, Net",-197,-460,90.42,63.05
Net Income Before Taxes,2564,2746,3248.77,3718.66
Provision for Income Taxes,862,954,996.73,1159.54
Net Income After Taxes,1702,1792,2252.03,2559.12
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1702,1792,2252.03,2559.12
Total Extraordinary Items,-,-,-,-
Net Income,1702,1792,2252.03,2559.12
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1702,1792,2252.03,2559.12
Dilution Adjustment,-,-,-,-
Diluted Net Income,1702,1792,2252.03,2559.12
Diluted Weighted Average Shares,29.61,30.41,30.52,30.52
Diluted EPS Excluding Extraordinary Items,57.48,58.92,73.79,83.85
DPS - Common Stock Primary Issue,-,16,16,16
Diluted Normalized EPS,57.01,57.09,77.64,90.32
