Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,44008,47003,42231,46699
"Revenue 44008 47003 42231 46699  Other Revenue, Total - - - -","Revenue 44008 47003 42231 46699  Other Revenue, Total - - - -","Revenue 44008 47003 42231 46699  Other Revenue, Total - - - -","Revenue 44008 47003 42231 46699  Other Revenue, Total - - - -","Revenue 44008 47003 42231 46699  Other Revenue, Total - - - -"
Revenue,44008,47003,42231,46699
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31394,32859,29115,32838
Gross Profit,12614,14144,13116,13861
Total Operating Expenses,-,45203,40216,44305
"Selling/General/Admin. Expenses, Total - 10951 8844 9401  Research & Development - - 1883 1902  Depreciation / Amortization 1991 - - -  Interest Expense (Income) - Net Operating -80 - - -  Unusual Expense (Income) - 1392 373 163  Other Operating Expenses, Total -1911 1 1 1","Selling/General/Admin. Expenses, Total - 10951 8844 9401  Research & Development - - 1883 1902  Depreciation / Amortization 1991 - - -  Interest Expense (Income) - Net Operating -80 - - -  Unusual Expense (Income) - 1392 373 163  Other Operating Expenses, Total -1911 1 1 1","Selling/General/Admin. Expenses, Total - 10951 8844 9401  Research & Development - - 1883 1902  Depreciation / Amortization 1991 - - -  Interest Expense (Income) - Net Operating -80 - - -  Unusual Expense (Income) - 1392 373 163  Other Operating Expenses, Total -1911 1 1 1","Selling/General/Admin. Expenses, Total - 10951 8844 9401  Research & Development - - 1883 1902  Depreciation / Amortization 1991 - - -  Interest Expense (Income) - Net Operating -80 - - -  Unusual Expense (Income) - 1392 373 163  Other Operating Expenses, Total -1911 1 1 1","Selling/General/Admin. Expenses, Total - 10951 8844 9401  Research & Development - - 1883 1902  Depreciation / Amortization 1991 - - -  Interest Expense (Income) - Net Operating -80 - - -  Unusual Expense (Income) - 1392 373 163  Other Operating Expenses, Total -1911 1 1 1"
"Selling/General/Admin. Expenses, Total",-,10951,8844,9401
Research & Development,-,-,1883,1902
Depreciation / Amortization,1991,-,-,-
Interest Expense (Income) - Net Operating,-80,-,-,-
Unusual Expense (Income),-,1392,373,163
"Other Operating Expenses, Total",-1911,1,1,1
Operating Income,1262,1800,2015,2394
"Interest Income (Expense), Net Non-Operating",-,717,1196,41
Gain (Loss) on Sale of Assets,90,-,-,-
"Other, Net",-48,110,93,218
Net Income Before Taxes,1220,2627,3304,2653
Provision for Income Taxes,815,506,734,681
Net Income After Taxes,405,2121,2570,1972
Minority Interest,1854,-189,-163,-229
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,332,1932,2407,1743
Total Extraordinary Items,-,-,-,-
Net Income,332,1932,2407,1743
Total Adjustments to Net Income,-,-2,-1,-2
Income Available to Common Excluding Extraordinary Items,332,1930,2406,1741
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,1930,2406,1741
Diluted Weighted Average Shares,9.4,9.14,8.5,8.2
Diluted EPS Excluding Extraordinary Items,35.34,211.1,282.98,212.26
DPS - Common Stock Primary Issue,65,55,40,40
Diluted Normalized EPS,118.68,334.03,317.1,227.04
