Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Revenue,2980,-,1556.59,1544.46
"Revenue 2980 1482.97 1556.59 1544.46  Other Revenue, Total - - - -","Revenue 2980 1482.97 1556.59 1544.46  Other Revenue, Total - - - -","Revenue 2980 1482.97 1556.59 1544.46  Other Revenue, Total - - - -","Revenue 2980 1482.97 1556.59 1544.46  Other Revenue, Total - - - -","Revenue 2980 1482.97 1556.59 1544.46  Other Revenue, Total - - - -"
Revenue,2980,1482.97,1556.59,1544.46
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1634,923.98,851.33,776.99
Gross Profit,1346,558.99,705.26,767.48
Total Operating Expenses,2722,1448.18,1262.41,1125.1
"Selling/General/Admin. Expenses, Total 1088 524.2 376.65 277.11  Research & Development - - 28.3 26.74  Depreciation / Amortization 168 - 6.13 4.54  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - - - 39.71  Other Operating Expenses, Total -163 - - -","Selling/General/Admin. Expenses, Total 1088 524.2 376.65 277.11  Research & Development - - 28.3 26.74  Depreciation / Amortization 168 - 6.13 4.54  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - - - 39.71  Other Operating Expenses, Total -163 - - -","Selling/General/Admin. Expenses, Total 1088 524.2 376.65 277.11  Research & Development - - 28.3 26.74  Depreciation / Amortization 168 - 6.13 4.54  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - - - 39.71  Other Operating Expenses, Total -163 - - -","Selling/General/Admin. Expenses, Total 1088 524.2 376.65 277.11  Research & Development - - 28.3 26.74  Depreciation / Amortization 168 - 6.13 4.54  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - - - 39.71  Other Operating Expenses, Total -163 - - -","Selling/General/Admin. Expenses, Total 1088 524.2 376.65 277.11  Research & Development - - 28.3 26.74  Depreciation / Amortization 168 - 6.13 4.54  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - - - 39.71  Other Operating Expenses, Total -163 - - -"
"Selling/General/Admin. Expenses, Total",1088,524.2,376.65,277.11
Research & Development,-,-,28.3,26.74
Depreciation / Amortization,168,-,6.13,4.54
Interest Expense (Income) - Net Operating,-5,-,-,-
Unusual Expense (Income),-,-,-,39.71
"Other Operating Expenses, Total",-163,-,-,-
Operating Income,258,34.79,294.18,419.37
"Interest Income (Expense), Net Non-Operating",-,49.55,-9.37,-9.44
Gain (Loss) on Sale of Assets,-563,-,-,-
"Other, Net",1248,3.46,1,-45.08
Net Income Before Taxes,-427,87.79,285.81,364.86
Provision for Income Taxes,91,38.39,78.67,109.48
Net Income After Taxes,-518,49.4,207.15,255.38
Minority Interest,205,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-574,49.4,207.15,255.38
Total Extraordinary Items,-,-,-,-
Net Income,-574,49.4,207.15,255.38
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-574,49.4,207.15,255.38
Dilution Adjustment,-,-,-,-
Diluted Net Income,-574,49.4,207.15,255.38
Diluted Weighted Average Shares,15.03,15.15,15.15,14.72
Diluted EPS Excluding Extraordinary Items,-38.2,3.26,13.67,17.35
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,6.13,3.26,13.67,19.24
