Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11774,12769,12280,11932.44
"Revenue 170 148 133 11932.44  Other Revenue, Total 11604 12621 12147 -","Revenue 170 148 133 11932.44  Other Revenue, Total 11604 12621 12147 -","Revenue 170 148 133 11932.44  Other Revenue, Total 11604 12621 12147 -","Revenue 170 148 133 11932.44  Other Revenue, Total 11604 12621 12147 -","Revenue 170 148 133 11932.44  Other Revenue, Total 11604 12621 12147 -"
Revenue,170,148,133,11932.44
"Other Revenue, Total",11604,12621,12147,-
"Cost of Revenue, Total",-,12241.52,1082.42,1017.11
Gross Profit,11774,12769,12280,10915.33
Total Operating Expenses,12525,12241,12063,12403.47
"Selling/General/Admin. Expenses, Total 12525 11964 11682 11081.68  Research & Development - - - -  Depreciation / Amortization 272 261 366 76.8  Interest Expense (Income) - Net Operating -53 -58 -65 -  Unusual Expense (Income) - 11.75 37.84 227.88  Other Operating Expenses, Total -219 74 80 -0","Selling/General/Admin. Expenses, Total 12525 11964 11682 11081.68  Research & Development - - - -  Depreciation / Amortization 272 261 366 76.8  Interest Expense (Income) - Net Operating -53 -58 -65 -  Unusual Expense (Income) - 11.75 37.84 227.88  Other Operating Expenses, Total -219 74 80 -0","Selling/General/Admin. Expenses, Total 12525 11964 11682 11081.68  Research & Development - - - -  Depreciation / Amortization 272 261 366 76.8  Interest Expense (Income) - Net Operating -53 -58 -65 -  Unusual Expense (Income) - 11.75 37.84 227.88  Other Operating Expenses, Total -219 74 80 -0","Selling/General/Admin. Expenses, Total 12525 11964 11682 11081.68  Research & Development - - - -  Depreciation / Amortization 272 261 366 76.8  Interest Expense (Income) - Net Operating -53 -58 -65 -  Unusual Expense (Income) - 11.75 37.84 227.88  Other Operating Expenses, Total -219 74 80 -0","Selling/General/Admin. Expenses, Total 12525 11964 11682 11081.68  Research & Development - - - -  Depreciation / Amortization 272 261 366 76.8  Interest Expense (Income) - Net Operating -53 -58 -65 -  Unusual Expense (Income) - 11.75 37.84 227.88  Other Operating Expenses, Total -219 74 80 -0"
"Selling/General/Admin. Expenses, Total",12525,11964,11682,11081.68
Research & Development,-,-,-,-
Depreciation / Amortization,272,261,366,76.8
Interest Expense (Income) - Net Operating,-53,-58,-65,-
Unusual Expense (Income),-,11.75,37.84,227.88
"Other Operating Expenses, Total",-219,74,80,-0
Operating Income,-751,528,217,-471.02
"Interest Income (Expense), Net Non-Operating",-,-187.84,-179.39,-11.52
Gain (Loss) on Sale of Assets,503,21,212,944.15
"Other, Net",-886,173,-264,151.82
Net Income Before Taxes,-368,334,269,613.42
Provision for Income Taxes,-21,206,138,371.7
Net Income After Taxes,-347,128,131,241.72
Minority Interest,561,569,584,2.18
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-357,127,121,243.9
Total Extraordinary Items,-,-,-,-
Net Income,-357,127,121,243.9
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-357,127,121,243.9
Dilution Adjustment,-,-,-,-
Diluted Net Income,-357,127,121,243.9
Diluted Weighted Average Shares,12.89,12.84,12.8,13.08
Diluted EPS Excluding Extraordinary Items,-27.7,9.89,9.45,18.65
DPS - Common Stock Primary Issue,7,3,3,6
Diluted Normalized EPS,-43.75,15.69,3.81,-16.85
