Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,13823,14503,13846.3,15578.19
"Revenue 13823 14503.42 13846.3 15578.19  Other Revenue, Total - - - -","Revenue 13823 14503.42 13846.3 15578.19  Other Revenue, Total - - - -","Revenue 13823 14503.42 13846.3 15578.19  Other Revenue, Total - - - -","Revenue 13823 14503.42 13846.3 15578.19  Other Revenue, Total - - - -","Revenue 13823 14503.42 13846.3 15578.19  Other Revenue, Total - - - -"
Revenue,13823,14503.42,13846.3,15578.19
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8799,9480.82,9024.26,9810.29
Gross Profit,5024,5022.6,4822.04,5767.91
Total Operating Expenses,13176,13651.98,13096.44,14198.65
"Selling/General/Admin. Expenses, Total 4377 4159.24 4073.32 4384.47  Research & Development 928 - - -  Depreciation / Amortization 560 - - -  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 11.92 -1.14 3.89  Other Operating Expenses, Total -1478 - - -","Selling/General/Admin. Expenses, Total 4377 4159.24 4073.32 4384.47  Research & Development 928 - - -  Depreciation / Amortization 560 - - -  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 11.92 -1.14 3.89  Other Operating Expenses, Total -1478 - - -","Selling/General/Admin. Expenses, Total 4377 4159.24 4073.32 4384.47  Research & Development 928 - - -  Depreciation / Amortization 560 - - -  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 11.92 -1.14 3.89  Other Operating Expenses, Total -1478 - - -","Selling/General/Admin. Expenses, Total 4377 4159.24 4073.32 4384.47  Research & Development 928 - - -  Depreciation / Amortization 560 - - -  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 11.92 -1.14 3.89  Other Operating Expenses, Total -1478 - - -","Selling/General/Admin. Expenses, Total 4377 4159.24 4073.32 4384.47  Research & Development 928 - - -  Depreciation / Amortization 560 - - -  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 11.92 -1.14 3.89  Other Operating Expenses, Total -1478 - - -"
"Selling/General/Admin. Expenses, Total",4377,4159.24,4073.32,4384.47
Research & Development,928,-,-,-
Depreciation / Amortization,560,-,-,-
Interest Expense (Income) - Net Operating,-10,-,-,-
Unusual Expense (Income),-,11.92,-1.14,3.89
"Other Operating Expenses, Total",-1478,-,-,-
Operating Income,647,851.44,749.86,1379.54
"Interest Income (Expense), Net Non-Operating",-,168.2,25.09,38.1
Gain (Loss) on Sale of Assets,50,-,-,-
"Other, Net",-206,40.35,109.36,38.13
Net Income Before Taxes,803,1059.99,884.31,1455.77
Provision for Income Taxes,216,349.34,308.38,529.02
Net Income After Taxes,587,710.65,575.93,926.75
Minority Interest,131,-16.12,-9.25,-2.48
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,576,694.53,566.68,924.27
Total Extraordinary Items,-,-,-,-
Net Income,576,694.53,566.68,924.27
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,576,694.53,566.68,924.27
Dilution Adjustment,-,-,-,-
Diluted Net Income,576,694.53,566.68,924.27
Diluted Weighted Average Shares,27.59,27.62,27.63,27.65
Diluted EPS Excluding Extraordinary Items,20.88,25.14,20.51,33.43
DPS - Common Stock Primary Issue,13,11,10,12
Diluted Normalized EPS,16.66,25.43,20.48,33.51
