Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14293,14171,12984.41,13878.88
"Revenue 14293 14171.95 12984.41 13878.88  Other Revenue, Total - - - -","Revenue 14293 14171.95 12984.41 13878.88  Other Revenue, Total - - - -","Revenue 14293 14171.95 12984.41 13878.88  Other Revenue, Total - - - -","Revenue 14293 14171.95 12984.41 13878.88  Other Revenue, Total - - - -","Revenue 14293 14171.95 12984.41 13878.88  Other Revenue, Total - - - -"
Revenue,14293,14171.95,12984.41,13878.88
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8259,8037.44,7203.07,7611.32
Gross Profit,6034,6134.51,5781.35,6267.56
Total Operating Expenses,13801,13755.59,12690.92,13340.02
"Selling/General/Admin. Expenses, Total 5542 5680.45 5502.51 5684.85  Research & Development - - - -  Depreciation / Amortization 212 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 37.7 -14.66 43.85  Other Operating Expenses, Total -197 - - -","Selling/General/Admin. Expenses, Total 5542 5680.45 5502.51 5684.85  Research & Development - - - -  Depreciation / Amortization 212 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 37.7 -14.66 43.85  Other Operating Expenses, Total -197 - - -","Selling/General/Admin. Expenses, Total 5542 5680.45 5502.51 5684.85  Research & Development - - - -  Depreciation / Amortization 212 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 37.7 -14.66 43.85  Other Operating Expenses, Total -197 - - -","Selling/General/Admin. Expenses, Total 5542 5680.45 5502.51 5684.85  Research & Development - - - -  Depreciation / Amortization 212 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 37.7 -14.66 43.85  Other Operating Expenses, Total -197 - - -","Selling/General/Admin. Expenses, Total 5542 5680.45 5502.51 5684.85  Research & Development - - - -  Depreciation / Amortization 212 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 37.7 -14.66 43.85  Other Operating Expenses, Total -197 - - -"
"Selling/General/Admin. Expenses, Total",5542,5680.45,5502.51,5684.85
Research & Development,-,-,-,-
Depreciation / Amortization,212,-,-,-
Interest Expense (Income) - Net Operating,-15,-,-,-
Unusual Expense (Income),-,37.7,-14.66,43.85
"Other Operating Expenses, Total",-197,-,-,-
Operating Income,492,416.36,293.5,538.86
"Interest Income (Expense), Net Non-Operating",-,39.07,15.1,4.26
Gain (Loss) on Sale of Assets,2,0.48,40.21,21.12
"Other, Net",-44,31.3,33.05,14.61
Net Income Before Taxes,534,487.21,381.86,578.85
Provision for Income Taxes,222,208.68,155.6,210.82
Net Income After Taxes,312,278.53,226.25,368.03
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,312,278.53,226.25,368.03
Total Extraordinary Items,-,-,-,-
Net Income,312,278.53,226.25,368.03
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,312,278.53,226.25,368.03
Dilution Adjustment,-,-,-,-
Diluted Net Income,312,278.53,226.25,368.03
Diluted Weighted Average Shares,5.61,5.57,5.46,5.69
Diluted EPS Excluding Extraordinary Items,55.63,49.99,41.45,64.72
DPS - Common Stock Primary Issue,-,12.5,12.5,12.5
Diluted Normalized EPS,63.3,61.04,39.77,70.35
