Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,23588,24794,24658,23833
"Revenue 23588 24794 24658 23833  Other Revenue, Total - - - -","Revenue 23588 24794 24658 23833  Other Revenue, Total - - - -","Revenue 23588 24794 24658 23833  Other Revenue, Total - - - -","Revenue 23588 24794 24658 23833  Other Revenue, Total - - - -","Revenue 23588 24794 24658 23833  Other Revenue, Total - - - -"
Revenue,23588,24794,24658,23833
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18288,19759,19795,18828
Gross Profit,5300,5035,4863,5005
Total Operating Expenses,22594,23974,23856,23161
"Selling/General/Admin. Expenses, Total 4306 4215 4061 4225  Research & Development - 4 10 -  Depreciation / Amortization 807 834 783 -  Interest Expense (Income) - Net Operating -12 -19 -22 -  Unusual Expense (Income) - - -1 106  Other Operating Expenses, Total -806 -819 -771 2","Selling/General/Admin. Expenses, Total 4306 4215 4061 4225  Research & Development - 4 10 -  Depreciation / Amortization 807 834 783 -  Interest Expense (Income) - Net Operating -12 -19 -22 -  Unusual Expense (Income) - - -1 106  Other Operating Expenses, Total -806 -819 -771 2","Selling/General/Admin. Expenses, Total 4306 4215 4061 4225  Research & Development - 4 10 -  Depreciation / Amortization 807 834 783 -  Interest Expense (Income) - Net Operating -12 -19 -22 -  Unusual Expense (Income) - - -1 106  Other Operating Expenses, Total -806 -819 -771 2","Selling/General/Admin. Expenses, Total 4306 4215 4061 4225  Research & Development - 4 10 -  Depreciation / Amortization 807 834 783 -  Interest Expense (Income) - Net Operating -12 -19 -22 -  Unusual Expense (Income) - - -1 106  Other Operating Expenses, Total -806 -819 -771 2","Selling/General/Admin. Expenses, Total 4306 4215 4061 4225  Research & Development - 4 10 -  Depreciation / Amortization 807 834 783 -  Interest Expense (Income) - Net Operating -12 -19 -22 -  Unusual Expense (Income) - - -1 106  Other Operating Expenses, Total -806 -819 -771 2"
"Selling/General/Admin. Expenses, Total",4306,4215,4061,4225
Research & Development,-,4,10,-
Depreciation / Amortization,807,834,783,-
Interest Expense (Income) - Net Operating,-12,-19,-22,-
Unusual Expense (Income),-,-,-1,106
"Other Operating Expenses, Total",-806,-819,-771,2
Operating Income,994,820,802,672
"Interest Income (Expense), Net Non-Operating",-,36,153,59
Gain (Loss) on Sale of Assets,25,-,154,-31
"Other, Net",-107,-58,-402,60
Net Income Before Taxes,1076,878,1050,760
Provision for Income Taxes,328,276,314,286
Net Income After Taxes,748,602,736,474
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,748,602,736,474
Total Extraordinary Items,-,-,-,-
Net Income,748,602,736,474
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,748,602,736,473
Dilution Adjustment,-,-,-,-
Diluted Net Income,748,602,736,473
Diluted Weighted Average Shares,11.2,11.2,11.2,11.2
Diluted EPS Excluding Extraordinary Items,66.79,53.75,65.72,42.23
DPS - Common Stock Primary Issue,-,14,12,12
Diluted Normalized EPS,58.65,49,49.95,49.86
