Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,59193,14924,12708.32,26595.61
"Revenue 59193 14924 12708.32 26595.61  Other Revenue, Total - - - -","Revenue 59193 14924 12708.32 26595.61  Other Revenue, Total - - - -","Revenue 59193 14924 12708.32 26595.61  Other Revenue, Total - - - -","Revenue 59193 14924 12708.32 26595.61  Other Revenue, Total - - - -","Revenue 59193 14924 12708.32 26595.61  Other Revenue, Total - - - -"
Revenue,59193,14924,12708.32,26595.61
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",40564,3247,4770.69,6146.52
Gross Profit,18629,11677,7937.63,20449.09
Total Operating Expenses,47447,9882,11282.69,12214.34
"Selling/General/Admin. Expenses, Total 6437 5983 6058.31 6016.47  Research & Development - - - -  Depreciation / Amortization 145 138 425.5 -  Interest Expense (Income) - Net Operating -414 -747 - -  Unusual Expense (Income) - 615.48 28.19 51.35  Other Operating Expenses, Total 715 1261 - -","Selling/General/Admin. Expenses, Total 6437 5983 6058.31 6016.47  Research & Development - - - -  Depreciation / Amortization 145 138 425.5 -  Interest Expense (Income) - Net Operating -414 -747 - -  Unusual Expense (Income) - 615.48 28.19 51.35  Other Operating Expenses, Total 715 1261 - -","Selling/General/Admin. Expenses, Total 6437 5983 6058.31 6016.47  Research & Development - - - -  Depreciation / Amortization 145 138 425.5 -  Interest Expense (Income) - Net Operating -414 -747 - -  Unusual Expense (Income) - 615.48 28.19 51.35  Other Operating Expenses, Total 715 1261 - -","Selling/General/Admin. Expenses, Total 6437 5983 6058.31 6016.47  Research & Development - - - -  Depreciation / Amortization 145 138 425.5 -  Interest Expense (Income) - Net Operating -414 -747 - -  Unusual Expense (Income) - 615.48 28.19 51.35  Other Operating Expenses, Total 715 1261 - -","Selling/General/Admin. Expenses, Total 6437 5983 6058.31 6016.47  Research & Development - - - -  Depreciation / Amortization 145 138 425.5 -  Interest Expense (Income) - Net Operating -414 -747 - -  Unusual Expense (Income) - 615.48 28.19 51.35  Other Operating Expenses, Total 715 1261 - -"
"Selling/General/Admin. Expenses, Total",6437,5983,6058.31,6016.47
Research & Development,-,-,-,-
Depreciation / Amortization,145,138,425.5,-
Interest Expense (Income) - Net Operating,-414,-747,-,-
Unusual Expense (Income),-,615.48,28.19,51.35
"Other Operating Expenses, Total",715,1261,-,-
Operating Income,11746,5042,1425.63,14381.27
"Interest Income (Expense), Net Non-Operating",-,322.99,555.16,491.33
Gain (Loss) on Sale of Assets,-92,-286,4.28,-
"Other, Net",-445,789,-289.39,-529.03
Net Income Before Taxes,12283,4539,1695.69,14343.57
Provision for Income Taxes,3844,1588,536.95,4315.27
Net Income After Taxes,8439,2951,1158.73,10028.3
Minority Interest,88,147,-22.62,7.04
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8475,2946,1136.12,10035.34
Total Extraordinary Items,-,-,-,-
Net Income,8475,2946,1136.12,10035.34
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,8475,2946,1136.11,10035.34
Dilution Adjustment,-,-,-,-
Diluted Net Income,8475,2946,1136.11,10035.34
Diluted Weighted Average Shares,85.41,85.38,87.53,88.8
Diluted EPS Excluding Extraordinary Items,99.23,34.5,12.98,113.01
DPS - Common Stock Primary Issue,50,18.5,11.5,53
Diluted Normalized EPS,91.64,34.73,15.2,114.61
