Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,120803,101123,77506,70706
"Revenue 120803 101123 77506 70706  Other Revenue, Total - - - -","Revenue 120803 101123 77506 70706  Other Revenue, Total - - - -","Revenue 120803 101123 77506 70706  Other Revenue, Total - - - -","Revenue 120803 101123 77506 70706  Other Revenue, Total - - - -","Revenue 120803 101123 77506 70706  Other Revenue, Total - - - -"
Revenue,120803,101123,77506,70706
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",89586,75524,60469,56757
Gross Profit,31217,25599,17037,13949
Total Operating Expenses,107381,90233,72757,69663
"Selling/General/Admin. Expenses, Total 17896 11861 9750 10173  Research & Development - 2144 1936 2107  Depreciation / Amortization 6014 5651 5429 772  Interest Expense (Income) - Net Operating -189 -99 -98 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5076 -4848 -4729 -146","Selling/General/Admin. Expenses, Total 17896 11861 9750 10173  Research & Development - 2144 1936 2107  Depreciation / Amortization 6014 5651 5429 772  Interest Expense (Income) - Net Operating -189 -99 -98 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5076 -4848 -4729 -146","Selling/General/Admin. Expenses, Total 17896 11861 9750 10173  Research & Development - 2144 1936 2107  Depreciation / Amortization 6014 5651 5429 772  Interest Expense (Income) - Net Operating -189 -99 -98 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5076 -4848 -4729 -146","Selling/General/Admin. Expenses, Total 17896 11861 9750 10173  Research & Development - 2144 1936 2107  Depreciation / Amortization 6014 5651 5429 772  Interest Expense (Income) - Net Operating -189 -99 -98 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5076 -4848 -4729 -146","Selling/General/Admin. Expenses, Total 17896 11861 9750 10173  Research & Development - 2144 1936 2107  Depreciation / Amortization 6014 5651 5429 772  Interest Expense (Income) - Net Operating -189 -99 -98 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5076 -4848 -4729 -146"
"Selling/General/Admin. Expenses, Total",17896,11861,9750,10173
Research & Development,-,2144,1936,2107
Depreciation / Amortization,6014,5651,5429,772
Interest Expense (Income) - Net Operating,-189,-99,-98,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-5076,-4848,-4729,-146
Operating Income,13422,10890,4749,1043
"Interest Income (Expense), Net Non-Operating",-,785,166,-58
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-803,-895,-246,1
Net Income Before Taxes,14225,11785,4995,986
Provision for Income Taxes,2814,2770,1053,559
Net Income After Taxes,11411,9015,3942,427
Minority Interest,11,9,8,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11410,9015,3942,427
Total Extraordinary Items,-,-,-,-
Net Income,11410,9015,3942,427
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,11410,9015,3942,426
Dilution Adjustment,-,-,-,-
Diluted Net Income,11410,9015,3942,426
Diluted Weighted Average Shares,12.11,12.1,12.1,12.1
Diluted EPS Excluding Extraordinary Items,942.25,744.89,325.69,35.19
DPS - Common Stock Primary Issue,135,115,90,90
Diluted Normalized EPS,734.11,608.61,257.93,35.19
