Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Revenue,13213,11659,8080,8109.97
"Revenue 13213 11659 8080 8109.97  Other Revenue, Total - - - -","Revenue 13213 11659 8080 8109.97  Other Revenue, Total - - - -","Revenue 13213 11659 8080 8109.97  Other Revenue, Total - - - -","Revenue 13213 11659 8080 8109.97  Other Revenue, Total - - - -","Revenue 13213 11659 8080 8109.97  Other Revenue, Total - - - -"
Revenue,13213,11659,8080,8109.97
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10760,8859,6453,6548.34
Gross Profit,2453,2800,1627,1561.62
Total Operating Expenses,12219,10157,7528,7750.58
"Selling/General/Admin. Expenses, Total 1459 1298 1075 1151.92  Research & Development - - - -  Depreciation / Amortization 369 301 323 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 26.81 -33.85 50.32  Other Operating Expenses, Total -369 -301 -323 -","Selling/General/Admin. Expenses, Total 1459 1298 1075 1151.92  Research & Development - - - -  Depreciation / Amortization 369 301 323 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 26.81 -33.85 50.32  Other Operating Expenses, Total -369 -301 -323 -","Selling/General/Admin. Expenses, Total 1459 1298 1075 1151.92  Research & Development - - - -  Depreciation / Amortization 369 301 323 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 26.81 -33.85 50.32  Other Operating Expenses, Total -369 -301 -323 -","Selling/General/Admin. Expenses, Total 1459 1298 1075 1151.92  Research & Development - - - -  Depreciation / Amortization 369 301 323 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 26.81 -33.85 50.32  Other Operating Expenses, Total -369 -301 -323 -","Selling/General/Admin. Expenses, Total 1459 1298 1075 1151.92  Research & Development - - - -  Depreciation / Amortization 369 301 323 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 26.81 -33.85 50.32  Other Operating Expenses, Total -369 -301 -323 -"
"Selling/General/Admin. Expenses, Total",1459,1298,1075,1151.92
Research & Development,-,-,-,-
Depreciation / Amortization,369,301,323,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,26.81,-33.85,50.32
"Other Operating Expenses, Total",-369,-301,-323,-
Operating Income,994,1502,552,359.39
"Interest Income (Expense), Net Non-Operating",-,54.81,49.89,63
Gain (Loss) on Sale of Assets,413,-26,31,23.79
"Other, Net",-916,-20,-290,92.07
Net Income Before Taxes,1497,1548,811,538.25
Provision for Income Taxes,405,466,240,130.8
Net Income After Taxes,1092,1082,571,407.45
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1092,1082,571,407.45
Total Extraordinary Items,-,-,-,-
Net Income,1092,1082,571,407.45
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1092,1082,571,407.45
Dilution Adjustment,-,-,-,-
Diluted Net Income,1092,1082,571,407.45
Diluted Weighted Average Shares,1.36,1.36,1.36,1.36
Diluted EPS Excluding Extraordinary Items,804.3,796.93,420.56,300.1
DPS - Common Stock Primary Issue,-,100,80,80
Diluted Normalized EPS,507.29,724.57,359.06,314.89
