Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,765,670.06,1427.71,2719.63
"Revenue 765 670.06 1427.71 2719.63  Other Revenue, Total - - - -","Revenue 765 670.06 1427.71 2719.63  Other Revenue, Total - - - -","Revenue 765 670.06 1427.71 2719.63  Other Revenue, Total - - - -","Revenue 765 670.06 1427.71 2719.63  Other Revenue, Total - - - -","Revenue 765 670.06 1427.71 2719.63  Other Revenue, Total - - - -"
Revenue,765,670.06,1427.71,2719.63
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36,42.16,108.65,268.73
Gross Profit,729,627.89,1319.06,2450.9
Total Operating Expenses,1069,1020.41,1414.36,1707.3
"Selling/General/Admin. Expenses, Total 1031 937.55 1255.25 1413.14  Research & Development - - - -  Depreciation / Amortization 7 7.81 13.35 11.7  Interest Expense (Income) - Net Operating -0.052 - - -  Unusual Expense (Income) - 32.88 37.1 13.73  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 1031 937.55 1255.25 1413.14  Research & Development - - - -  Depreciation / Amortization 7 7.81 13.35 11.7  Interest Expense (Income) - Net Operating -0.052 - - -  Unusual Expense (Income) - 32.88 37.1 13.73  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 1031 937.55 1255.25 1413.14  Research & Development - - - -  Depreciation / Amortization 7 7.81 13.35 11.7  Interest Expense (Income) - Net Operating -0.052 - - -  Unusual Expense (Income) - 32.88 37.1 13.73  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 1031 937.55 1255.25 1413.14  Research & Development - - - -  Depreciation / Amortization 7 7.81 13.35 11.7  Interest Expense (Income) - Net Operating -0.052 - - -  Unusual Expense (Income) - 32.88 37.1 13.73  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 1031 937.55 1255.25 1413.14  Research & Development - - - -  Depreciation / Amortization 7 7.81 13.35 11.7  Interest Expense (Income) - Net Operating -0.052 - - -  Unusual Expense (Income) - 32.88 37.1 13.73  Other Operating Expenses, Total -5 -0 - -"
"Selling/General/Admin. Expenses, Total",1031,937.55,1255.25,1413.14
Research & Development,-,-,-,-
Depreciation / Amortization,7,7.81,13.35,11.7
Interest Expense (Income) - Net Operating,-0.052,-,-,-
Unusual Expense (Income),-,32.88,37.1,13.73
"Other Operating Expenses, Total",-5,-0,-,-
Operating Income,-304,-350.35,13.35,1012.33
"Interest Income (Expense), Net Non-Operating",-,0.14,0.24,0.1
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-3,4.04,8.62,2.81
Net Income Before Taxes,-301,-346.17,22.21,1015.24
Provision for Income Taxes,11,29.87,16.22,382.65
Net Income After Taxes,-312,-376.04,5.99,632.59
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-312,-376.04,5.99,632.59
Total Extraordinary Items,-,-,-,-
Net Income,-312,-376.04,5.99,632.59
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-312,-376.04,5.99,632.59
Dilution Adjustment,-,-,-,-
Diluted Net Income,-312,-376.04,5.99,632.59
Diluted Weighted Average Shares,18.7,18.65,18.65,18.65
Diluted EPS Excluding Extraordinary Items,-16.68,-20.17,0.32,33.92
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-10.06,-19.02,1.61,34.38
