Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11047,11888,11632.12,11805.99
"Revenue - 11888 11632.12 11805.99  Other Revenue, Total - - - -","Revenue - 11888 11632.12 11805.99  Other Revenue, Total - - - -","Revenue - 11888 11632.12 11805.99  Other Revenue, Total - - - -","Revenue - 11888 11632.12 11805.99  Other Revenue, Total - - - -","Revenue - 11888 11632.12 11805.99  Other Revenue, Total - - - -"
Revenue,-,11888,11632.12,11805.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8966,9775,9585.82,9516.75
Gross Profit,2081,2113,2046.3,2289.24
Total Operating Expenses,10442,11320,11113.77,11136.68
"Selling/General/Admin. Expenses, Total 1476 1545 1524.73 1618.67  Research & Development - - - -  Depreciation / Amortization 65 66 - -  Interest Expense (Income) - Net Operating -59 -54 - -  Unusual Expense (Income) - 0.34 3.21 1.27  Other Operating Expenses, Total -6 -12 - -","Selling/General/Admin. Expenses, Total 1476 1545 1524.73 1618.67  Research & Development - - - -  Depreciation / Amortization 65 66 - -  Interest Expense (Income) - Net Operating -59 -54 - -  Unusual Expense (Income) - 0.34 3.21 1.27  Other Operating Expenses, Total -6 -12 - -","Selling/General/Admin. Expenses, Total 1476 1545 1524.73 1618.67  Research & Development - - - -  Depreciation / Amortization 65 66 - -  Interest Expense (Income) - Net Operating -59 -54 - -  Unusual Expense (Income) - 0.34 3.21 1.27  Other Operating Expenses, Total -6 -12 - -","Selling/General/Admin. Expenses, Total 1476 1545 1524.73 1618.67  Research & Development - - - -  Depreciation / Amortization 65 66 - -  Interest Expense (Income) - Net Operating -59 -54 - -  Unusual Expense (Income) - 0.34 3.21 1.27  Other Operating Expenses, Total -6 -12 - -","Selling/General/Admin. Expenses, Total 1476 1545 1524.73 1618.67  Research & Development - - - -  Depreciation / Amortization 65 66 - -  Interest Expense (Income) - Net Operating -59 -54 - -  Unusual Expense (Income) - 0.34 3.21 1.27  Other Operating Expenses, Total -6 -12 - -"
"Selling/General/Admin. Expenses, Total",1476,1545,1524.73,1618.67
Research & Development,-,-,-,-
Depreciation / Amortization,65,66,-,-
Interest Expense (Income) - Net Operating,-59,-54,-,-
Unusual Expense (Income),-,0.34,3.21,1.27
"Other Operating Expenses, Total",-6,-12,-,-
Operating Income,605,568,518.35,669.3
"Interest Income (Expense), Net Non-Operating",-,-54.62,-61.55,-63.04
Gain (Loss) on Sale of Assets,-,0.03,-,0.03
"Other, Net",60,48,32.45,16.3
Net Income Before Taxes,545,520,489.25,622.6
Provision for Income Taxes,189,180,170.26,204.4
Net Income After Taxes,-,340,318.99,418.19
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,340,318.99,418.19
Total Extraordinary Items,-,-,-,-
Net Income,356,340,318.99,418.19
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,356,340,318.99,418.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,356,340,318.99,418.19
Diluted Weighted Average Shares,3.97,3.96,3.94,3.92
Diluted EPS Excluding Extraordinary Items,-,85.96,81.04,106.67
DPS - Common Stock Primary Issue,33,33,30,44
Diluted Normalized EPS,86.27,82.17,81.57,106.89
