Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,65081,62672,59140,61456
"Revenue 65081 62672 59140 61456  Other Revenue, Total - - - -","Revenue 65081 62672 59140 61456  Other Revenue, Total - - - -","Revenue 65081 62672 59140 61456  Other Revenue, Total - - - -","Revenue 65081 62672 59140 61456  Other Revenue, Total - - - -","Revenue 65081 62672 59140 61456  Other Revenue, Total - - - -"
Revenue,65081,62672,59140,61456
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",52120,46954,43961,45991
Gross Profit,12961,15718,15179,15465
Total Operating Expenses,63892,58046,55472,57302
"Selling/General/Admin. Expenses, Total 11772 7730 7620 8287  Research & Development - 2946 2821 2748  Depreciation / Amortization 3295 3430 252 275  Interest Expense (Income) - Net Operating -236 -225 - -  Unusual Expense (Income) - -160 817 -  Other Operating Expenses, Total -2720 -2789 1 1","Selling/General/Admin. Expenses, Total 11772 7730 7620 8287  Research & Development - 2946 2821 2748  Depreciation / Amortization 3295 3430 252 275  Interest Expense (Income) - Net Operating -236 -225 - -  Unusual Expense (Income) - -160 817 -  Other Operating Expenses, Total -2720 -2789 1 1","Selling/General/Admin. Expenses, Total 11772 7730 7620 8287  Research & Development - 2946 2821 2748  Depreciation / Amortization 3295 3430 252 275  Interest Expense (Income) - Net Operating -236 -225 - -  Unusual Expense (Income) - -160 817 -  Other Operating Expenses, Total -2720 -2789 1 1","Selling/General/Admin. Expenses, Total 11772 7730 7620 8287  Research & Development - 2946 2821 2748  Depreciation / Amortization 3295 3430 252 275  Interest Expense (Income) - Net Operating -236 -225 - -  Unusual Expense (Income) - -160 817 -  Other Operating Expenses, Total -2720 -2789 1 1","Selling/General/Admin. Expenses, Total 11772 7730 7620 8287  Research & Development - 2946 2821 2748  Depreciation / Amortization 3295 3430 252 275  Interest Expense (Income) - Net Operating -236 -225 - -  Unusual Expense (Income) - -160 817 -  Other Operating Expenses, Total -2720 -2789 1 1"
"Selling/General/Admin. Expenses, Total",11772,7730,7620,8287
Research & Development,-,2946,2821,2748
Depreciation / Amortization,3295,3430,252,275
Interest Expense (Income) - Net Operating,-236,-225,-,-
Unusual Expense (Income),-,-160,817,-
"Other Operating Expenses, Total",-2720,-2789,1,1
Operating Income,1189,4626,3668,4154
"Interest Income (Expense), Net Non-Operating",-,-23,306,-60
Gain (Loss) on Sale of Assets,-52,-207,-146,-160
"Other, Net",1017,656,-69,-570
Net Income Before Taxes,224,4177,3759,3364
Provision for Income Taxes,274,1139,1010,1013
Net Income After Taxes,-50,3038,2749,2351
Minority Interest,3949,3616,-185,-335
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-407,2492,2564,2016
Total Extraordinary Items,-,-,-,-
Net Income,-407,2492,2564,2016
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,-407,2492,2563,2014
Dilution Adjustment,-,-,-,-
Diluted Net Income,-407,2492,2563,2014
Diluted Weighted Average Shares,9.74,10.18,10.17,10.17
Diluted EPS Excluding Extraordinary Items,-41.8,244.77,251.92,198.05
DPS - Common Stock Primary Issue,80,80,70,70
Diluted Normalized EPS,40.3,203.59,340.4,228.32
