Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,36400,34058,24777.26,27431.58
"Revenue 36400 34058 24777.26 27431.58  Other Revenue, Total - - - -","Revenue 36400 34058 24777.26 27431.58  Other Revenue, Total - - - -","Revenue 36400 34058 24777.26 27431.58  Other Revenue, Total - - - -","Revenue 36400 34058 24777.26 27431.58  Other Revenue, Total - - - -","Revenue 36400 34058 24777.26 27431.58  Other Revenue, Total - - - -"
Revenue,36400,34058,24777.26,27431.58
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21265,18093,11541.6,12735.76
Gross Profit,15135,15965,13235.67,14695.82
Total Operating Expenses,34265,30348,22079.37,23663.29
"Selling/General/Admin. Expenses, Total 13000 12255 9499.83 10069.32  Research & Development - 1119 859.77 856  Depreciation / Amortization 2085 2094 140.02 132.53  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 14.19 38.16 -130.31  Other Operating Expenses, Total -3440 -3213 - -","Selling/General/Admin. Expenses, Total 13000 12255 9499.83 10069.32  Research & Development - 1119 859.77 856  Depreciation / Amortization 2085 2094 140.02 132.53  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 14.19 38.16 -130.31  Other Operating Expenses, Total -3440 -3213 - -","Selling/General/Admin. Expenses, Total 13000 12255 9499.83 10069.32  Research & Development - 1119 859.77 856  Depreciation / Amortization 2085 2094 140.02 132.53  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 14.19 38.16 -130.31  Other Operating Expenses, Total -3440 -3213 - -","Selling/General/Admin. Expenses, Total 13000 12255 9499.83 10069.32  Research & Development - 1119 859.77 856  Depreciation / Amortization 2085 2094 140.02 132.53  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 14.19 38.16 -130.31  Other Operating Expenses, Total -3440 -3213 - -","Selling/General/Admin. Expenses, Total 13000 12255 9499.83 10069.32  Research & Development - 1119 859.77 856  Depreciation / Amortization 2085 2094 140.02 132.53  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 14.19 38.16 -130.31  Other Operating Expenses, Total -3440 -3213 - -"
"Selling/General/Admin. Expenses, Total",13000,12255,9499.83,10069.32
Research & Development,-,1119,859.77,856
Depreciation / Amortization,2085,2094,140.02,132.53
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,14.19,38.16,-130.31
"Other Operating Expenses, Total",-3440,-3213,-,-
Operating Income,2135,3710,2697.89,3768.29
"Interest Income (Expense), Net Non-Operating",-,-21.53,-39.07,11.75
Gain (Loss) on Sale of Assets,3,-4,-7.5,-31.41
"Other, Net",-35,27,19.96,6.9
Net Income Before Taxes,2167,3687,2671.28,3755.53
Provision for Income Taxes,724,1167,826.77,734.99
Net Income After Taxes,1443,2520,1844.51,3020.53
Minority Interest,-,24.5,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1443,2544,1844.51,3020.53
Total Extraordinary Items,-,-,-,-
Net Income,1443,2544,1844.51,3020.53
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1443,2544,1844.51,3020.53
Dilution Adjustment,-,-,-,-
Diluted Net Income,1443,2544,1844.51,3020.53
Diluted Weighted Average Shares,26.92,27.36,27.36,27.83
Diluted EPS Excluding Extraordinary Items,53.6,92.98,67.42,108.54
DPS - Common Stock Primary Issue,38,37,36,35
Diluted Normalized EPS,50.36,85.53,68.57,105.68
