Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,123339,113671,133736,135180
"Revenue 123339 113671 133736 135180  Other Revenue, Total - - - -","Revenue 123339 113671 133736 135180  Other Revenue, Total - - - -","Revenue 123339 113671 133736 135180  Other Revenue, Total - - - -","Revenue 123339 113671 133736 135180  Other Revenue, Total - - - -","Revenue 123339 113671 133736 135180  Other Revenue, Total - - - -"
Revenue,123339,113671,133736,135180
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",99756,90665,111004,112196
Gross Profit,23583,23006,22732,22984
Total Operating Expenses,115956,106396,126450,128079
"Selling/General/Admin. Expenses, Total 16161 15707 15446 15868  Research & Development - 1613 1661 -  Depreciation / Amortization 2050 2266 1810 -  Interest Expense (Income) - Net Operating -10 -10 -13 -  Unusual Expense (Income) - - -1 14  Other Operating Expenses, Total -3646 -3845 -3458 1","Selling/General/Admin. Expenses, Total 16161 15707 15446 15868  Research & Development - 1613 1661 -  Depreciation / Amortization 2050 2266 1810 -  Interest Expense (Income) - Net Operating -10 -10 -13 -  Unusual Expense (Income) - - -1 14  Other Operating Expenses, Total -3646 -3845 -3458 1","Selling/General/Admin. Expenses, Total 16161 15707 15446 15868  Research & Development - 1613 1661 -  Depreciation / Amortization 2050 2266 1810 -  Interest Expense (Income) - Net Operating -10 -10 -13 -  Unusual Expense (Income) - - -1 14  Other Operating Expenses, Total -3646 -3845 -3458 1","Selling/General/Admin. Expenses, Total 16161 15707 15446 15868  Research & Development - 1613 1661 -  Depreciation / Amortization 2050 2266 1810 -  Interest Expense (Income) - Net Operating -10 -10 -13 -  Unusual Expense (Income) - - -1 14  Other Operating Expenses, Total -3646 -3845 -3458 1","Selling/General/Admin. Expenses, Total 16161 15707 15446 15868  Research & Development - 1613 1661 -  Depreciation / Amortization 2050 2266 1810 -  Interest Expense (Income) - Net Operating -10 -10 -13 -  Unusual Expense (Income) - - -1 14  Other Operating Expenses, Total -3646 -3845 -3458 1"
"Selling/General/Admin. Expenses, Total",16161,15707,15446,15868
Research & Development,-,1613,1661,-
Depreciation / Amortization,2050,2266,1810,-
Interest Expense (Income) - Net Operating,-10,-10,-13,-
Unusual Expense (Income),-,-,-1,14
"Other Operating Expenses, Total",-3646,-3845,-3458,1
Operating Income,7383,7275,7286,7101
"Interest Income (Expense), Net Non-Operating",-,465,374,284
Gain (Loss) on Sale of Assets,7125,157,396,-92
"Other, Net",-14793,-861,-934,-37
Net Income Before Taxes,15051,7979,7824,7256
Provision for Income Taxes,4709,2573,2607,2422
Net Income After Taxes,10342,5406,5217,4834
Minority Interest,4507,4232,4005,-249
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10032,5135,4934,4585
Total Extraordinary Items,-,-,-,-
Net Income,10032,5135,4934,4585
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,10032,5135,4934,4585
Dilution Adjustment,-,-,-,-
Diluted Net Income,10032,5135,4934,4585
Diluted Weighted Average Shares,35.58,35.63,35.87,36.26
Diluted EPS Excluding Extraordinary Items,281.93,144.12,137.56,126.45
DPS - Common Stock Primary Issue,44,44,40,26
Diluted Normalized EPS,130.52,129.61,121.53,133.61
