Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,2533,2477,2496.59,2454.13
"Revenue 640 2477.95 2496.59 2454.13  Other Revenue, Total 1893 1810 - -","Revenue 640 2477.95 2496.59 2454.13  Other Revenue, Total 1893 1810 - -","Revenue 640 2477.95 2496.59 2454.13  Other Revenue, Total 1893 1810 - -","Revenue 640 2477.95 2496.59 2454.13  Other Revenue, Total 1893 1810 - -","Revenue 640 2477.95 2496.59 2454.13  Other Revenue, Total 1893 1810 - -"
Revenue,640,2477.95,2496.59,2454.13
"Other Revenue, Total",1893,1810,-,-
"Cost of Revenue, Total",225,203.53,361.47,220.18
Gross Profit,2308,2274.42,2135.11,2233.95
Total Operating Expenses,1073,1068.44,1146.6,983.79
"Selling/General/Admin. Expenses, Total 342 314.94 300.23 283.88  Research & Development 503 547.97 484.01 479.2  Depreciation / Amortization 12 1.83 0.89 0.54  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.17 - -  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 342 314.94 300.23 283.88  Research & Development 503 547.97 484.01 479.2  Depreciation / Amortization 12 1.83 0.89 0.54  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.17 - -  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 342 314.94 300.23 283.88  Research & Development 503 547.97 484.01 479.2  Depreciation / Amortization 12 1.83 0.89 0.54  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.17 - -  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 342 314.94 300.23 283.88  Research & Development 503 547.97 484.01 479.2  Depreciation / Amortization 12 1.83 0.89 0.54  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.17 - -  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 342 314.94 300.23 283.88  Research & Development 503 547.97 484.01 479.2  Depreciation / Amortization 12 1.83 0.89 0.54  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.17 - -  Other Operating Expenses, Total -9 - - -"
"Selling/General/Admin. Expenses, Total",342,314.94,300.23,283.88
Research & Development,503,547.97,484.01,479.2
Depreciation / Amortization,12,1.83,0.89,0.54
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,0.17,-,-
"Other Operating Expenses, Total",-9,-,-,-
Operating Income,1460,1409.52,1349.98,1470.33
"Interest Income (Expense), Net Non-Operating",-,7.96,1.56,1.32
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-112,0.66,0.62,0.71
Net Income Before Taxes,1572,1418.13,1352.16,1472.37
Provision for Income Taxes,545,417.84,476.44,466.2
Net Income After Taxes,1027,1000.3,875.72,1006.16
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1027,1000.3,875.72,1006.16
Total Extraordinary Items,-,-,-,-
Net Income,1027,1000.3,875.72,1006.16
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1027,1000.3,875.72,1006.16
Dilution Adjustment,-,-,-,-
Diluted Net Income,1027,1000.3,875.72,1006.16
Diluted Weighted Average Shares,10.28,10.28,10.28,10.28
Diluted EPS Excluding Extraordinary Items,99.91,97.31,85.19,97.88
DPS - Common Stock Primary Issue,-,10,6,6
Diluted Normalized EPS,95.58,97.32,85.19,97.88
