Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,56219,51214,45325,45604
"Revenue 56219 51214 45325 45604  Other Revenue, Total - - - -","Revenue 56219 51214 45325 45604  Other Revenue, Total - - - -","Revenue 56219 51214 45325 45604  Other Revenue, Total - - - -","Revenue 56219 51214 45325 45604  Other Revenue, Total - - - -","Revenue 56219 51214 45325 45604  Other Revenue, Total - - - -"
Revenue,56219,51214,45325,45604
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,34543,30225,30340
Gross Profit,20090,16671,15100,15264
Total Operating Expenses,48954,45705,39776,40283
"Selling/General/Admin. Expenses, Total 12503 10870 9278 9838  Research & Development - 427 455 -  Depreciation / Amortization 1277 1009 903 259  Interest Expense (Income) - Net Operating -12 -10 -22 -  Unusual Expense (Income) - - 851 -155  Other Operating Expenses, Total -943 -1134 -1063 1","Selling/General/Admin. Expenses, Total 12503 10870 9278 9838  Research & Development - 427 455 -  Depreciation / Amortization 1277 1009 903 259  Interest Expense (Income) - Net Operating -12 -10 -22 -  Unusual Expense (Income) - - 851 -155  Other Operating Expenses, Total -943 -1134 -1063 1","Selling/General/Admin. Expenses, Total 12503 10870 9278 9838  Research & Development - 427 455 -  Depreciation / Amortization 1277 1009 903 259  Interest Expense (Income) - Net Operating -12 -10 -22 -  Unusual Expense (Income) - - 851 -155  Other Operating Expenses, Total -943 -1134 -1063 1","Selling/General/Admin. Expenses, Total 12503 10870 9278 9838  Research & Development - 427 455 -  Depreciation / Amortization 1277 1009 903 259  Interest Expense (Income) - Net Operating -12 -10 -22 -  Unusual Expense (Income) - - 851 -155  Other Operating Expenses, Total -943 -1134 -1063 1","Selling/General/Admin. Expenses, Total 12503 10870 9278 9838  Research & Development - 427 455 -  Depreciation / Amortization 1277 1009 903 259  Interest Expense (Income) - Net Operating -12 -10 -22 -  Unusual Expense (Income) - - 851 -155  Other Operating Expenses, Total -943 -1134 -1063 1"
"Selling/General/Admin. Expenses, Total",12503,10870,9278,9838
Research & Development,-,427,455,-
Depreciation / Amortization,1277,1009,903,259
Interest Expense (Income) - Net Operating,-12,-10,-22,-
Unusual Expense (Income),-,-,851,-155
"Other Operating Expenses, Total",-943,-1134,-1063,1
Operating Income,7265,5509,5549,5321
"Interest Income (Expense), Net Non-Operating",-,1656,966,173
Gain (Loss) on Sale of Assets,-159,-15,-510,-
"Other, Net",-1478,-1843,292,137
Net Income Before Taxes,8902,7367,5767,5631
Provision for Income Taxes,2476,2501,1546,1605
Net Income After Taxes,6426,4866,4221,4026
Minority Interest,1270,1015,894,-74
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6262,4817,4156,3952
Total Extraordinary Items,-,-,-,-
Net Income,6262,4817,4156,3952
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,6262,4817,4156,3952
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,4817,4156,3952
Diluted Weighted Average Shares,24.66,25.02,25.04,25.04
Diluted EPS Excluding Extraordinary Items,253.94,192.49,165.99,157.84
DPS - Common Stock Primary Issue,40,36,36,34
Diluted Normalized EPS,225.21,182.41,156.79,153.41
