Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,175025,148821,118558,159009
"Revenue 175025 148821 118558 159009  Other Revenue, Total - - - -","Revenue 175025 148821 118558 159009  Other Revenue, Total - - - -","Revenue 175025 148821 118558 159009  Other Revenue, Total - - - -","Revenue 175025 148821 118558 159009  Other Revenue, Total - - - -","Revenue 175025 148821 118558 159009  Other Revenue, Total - - - -"
Revenue,175025,148821,118558,159009
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",111809,94792,78719,105580
Gross Profit,63216,54029,39839,53429
Total Operating Expenses,159162,135752,117799,154579
"Selling/General/Admin. Expenses, Total 47353 30417 28987 36595  Research & Development - 10543 10093 10174  Depreciation / Amortization 7615 6939 6988 -  Interest Expense (Income) - Net Operating -218 -329 -442 -  Unusual Expense (Income) - 695 3522 2229  Other Operating Expenses, Total -7397 -6610 -6546 1","Selling/General/Admin. Expenses, Total 47353 30417 28987 36595  Research & Development - 10543 10093 10174  Depreciation / Amortization 7615 6939 6988 -  Interest Expense (Income) - Net Operating -218 -329 -442 -  Unusual Expense (Income) - 695 3522 2229  Other Operating Expenses, Total -7397 -6610 -6546 1","Selling/General/Admin. Expenses, Total 47353 30417 28987 36595  Research & Development - 10543 10093 10174  Depreciation / Amortization 7615 6939 6988 -  Interest Expense (Income) - Net Operating -218 -329 -442 -  Unusual Expense (Income) - 695 3522 2229  Other Operating Expenses, Total -7397 -6610 -6546 1","Selling/General/Admin. Expenses, Total 47353 30417 28987 36595  Research & Development - 10543 10093 10174  Depreciation / Amortization 7615 6939 6988 -  Interest Expense (Income) - Net Operating -218 -329 -442 -  Unusual Expense (Income) - 695 3522 2229  Other Operating Expenses, Total -7397 -6610 -6546 1","Selling/General/Admin. Expenses, Total 47353 30417 28987 36595  Research & Development - 10543 10093 10174  Depreciation / Amortization 7615 6939 6988 -  Interest Expense (Income) - Net Operating -218 -329 -442 -  Unusual Expense (Income) - 695 3522 2229  Other Operating Expenses, Total -7397 -6610 -6546 1"
"Selling/General/Admin. Expenses, Total",47353,30417,28987,36595
Research & Development,-,10543,10093,10174
Depreciation / Amortization,7615,6939,6988,-
Interest Expense (Income) - Net Operating,-218,-329,-442,-
Unusual Expense (Income),-,695,3522,2229
"Other Operating Expenses, Total",-7397,-6610,-6546,1
Operating Income,15863,13069,759,4430
"Interest Income (Expense), Net Non-Operating",-,1755,1071,8296
Gain (Loss) on Sale of Assets,992,1376,845,-5
"Other, Net",-5359,-4069,-216,263
Net Income Before Taxes,20230,15762,130,12984
Provision for Income Taxes,6525,3143,817,4047
Net Income After Taxes,13705,12619,-687,8937
Minority Interest,12,84,77,31
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13699,12606,-687,8968
Total Extraordinary Items,-,-,-,-
Net Income,13699,12606,-687,8968
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,13699,12606,-687,8967
Dilution Adjustment,-,-,-,-
Diluted Net Income,13699,12606,-687,8967
Diluted Weighted Average Shares,118.41,120.59,120.55,122.43
Diluted EPS Excluding Extraordinary Items,115.69,104.54,-5.7,73.24
DPS - Common Stock Primary Issue,50,50,26,26
Diluted Normalized EPS,106.86,78.05,15.5,90.99
