Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,403502,425216,450232,436151
"Revenue - 425216 450232 436151  Other Revenue, Total - - - -","Revenue - 425216 450232 436151  Other Revenue, Total - - - -","Revenue - 425216 450232 436151  Other Revenue, Total - - - -","Revenue - 425216 450232 436151  Other Revenue, Total - - - -","Revenue - 425216 450232 436151  Other Revenue, Total - - - -"
Revenue,-,425216,450232,436151
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,381750,402147,390653
Gross Profit,-,43466,48085,45498
Total Operating Expenses,-,403354,424026,410116
"Selling/General/Admin. Expenses, Total - 20723 17575 17751  Research & Development - - 2440 2306  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 881 1863 -595  Other Operating Expenses, Total - - 1 1","Selling/General/Admin. Expenses, Total - 20723 17575 17751  Research & Development - - 2440 2306  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 881 1863 -595  Other Operating Expenses, Total - - 1 1","Selling/General/Admin. Expenses, Total - 20723 17575 17751  Research & Development - - 2440 2306  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 881 1863 -595  Other Operating Expenses, Total - - 1 1","Selling/General/Admin. Expenses, Total - 20723 17575 17751  Research & Development - - 2440 2306  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 881 1863 -595  Other Operating Expenses, Total - - 1 1","Selling/General/Admin. Expenses, Total - 20723 17575 17751  Research & Development - - 2440 2306  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 881 1863 -595  Other Operating Expenses, Total - - 1 1"
"Selling/General/Admin. Expenses, Total",-,20723,17575,17751
Research & Development,-,-,2440,2306
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,881,1863,-595
"Other Operating Expenses, Total",-,-,1,1
Operating Income,-,21862,26206,26035
"Interest Income (Expense), Net Non-Operating",-,846,28,1117
Gain (Loss) on Sale of Assets,-11,59,-47,-45
"Other, Net",-536,152,-94,-37
Net Income Before Taxes,-,22919,26093,27070
Provision for Income Taxes,-,7069,8168,7622
Net Income After Taxes,-,15850,17925,19448
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,15850,17925,19448
Total Extraordinary Items,-,-,-,-
Net Income,-,15850,17925,19448
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-,15850,17925,19447
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,15850,17925,19447
Diluted Weighted Average Shares,-,46.33,46.6,46.6
Diluted EPS Excluding Extraordinary Items,-,342.13,384.68,417.34
DPS - Common Stock Primary Issue,130,120,120,120
Diluted Normalized EPS,173.59,354.4,412.84,408.86
