Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,34772,32239,33995,36107
"Revenue 34772 32239 33995 36107  Other Revenue, Total - - - -","Revenue 34772 32239 33995 36107  Other Revenue, Total - - - -","Revenue 34772 32239 33995 36107  Other Revenue, Total - - - -","Revenue 34772 32239 33995 36107  Other Revenue, Total - - - -","Revenue 34772 32239 33995 36107  Other Revenue, Total - - - -"
Revenue,34772,32239,33995,36107
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",27461,25065,26425,28090
Gross Profit,7311,7174,7570,8017
Total Operating Expenses,32346,29735,32136,33232
"Selling/General/Admin. Expenses, Total 4645 4409 4859 4708  Research & Development 209 232 306 388  Depreciation / Amortization 31 31 37 41  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -1 -4 507 5  Other Operating Expenses, Total 1 2 2 -","Selling/General/Admin. Expenses, Total 4645 4409 4859 4708  Research & Development 209 232 306 388  Depreciation / Amortization 31 31 37 41  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -1 -4 507 5  Other Operating Expenses, Total 1 2 2 -","Selling/General/Admin. Expenses, Total 4645 4409 4859 4708  Research & Development 209 232 306 388  Depreciation / Amortization 31 31 37 41  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -1 -4 507 5  Other Operating Expenses, Total 1 2 2 -","Selling/General/Admin. Expenses, Total 4645 4409 4859 4708  Research & Development 209 232 306 388  Depreciation / Amortization 31 31 37 41  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -1 -4 507 5  Other Operating Expenses, Total 1 2 2 -","Selling/General/Admin. Expenses, Total 4645 4409 4859 4708  Research & Development 209 232 306 388  Depreciation / Amortization 31 31 37 41  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -1 -4 507 5  Other Operating Expenses, Total 1 2 2 -"
"Selling/General/Admin. Expenses, Total",4645,4409,4859,4708
Research & Development,209,232,306,388
Depreciation / Amortization,31,31,37,41
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-1,-4,507,5
"Other Operating Expenses, Total",1,2,2,-
Operating Income,2426,2504,1859,2875
"Interest Income (Expense), Net Non-Operating",-,1,-,-4
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-3,-1,1,-1
Net Income Before Taxes,2423,2504,1860,2870
Provision for Income Taxes,774,819,624,926
Net Income After Taxes,1649,1685,1236,1944
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1649,1685,1236,1944
Total Extraordinary Items,-,-,-,-
Net Income,1649,1685,1236,1944
Total Adjustments to Net Income,-1,-,-,-1
Income Available to Common Excluding Extraordinary Items,1648,1685,1236,1943
Dilution Adjustment,-,-,-,-
Diluted Net Income,1648,1685,1236,1943
Diluted Weighted Average Shares,3.86,3.86,3.86,3.86
Diluted EPS Excluding Extraordinary Items,427.4,436.99,320.54,503.89
DPS - Common Stock Primary Issue,130,130,100,150
Diluted Normalized EPS,427.23,436.29,407.91,504.76
