Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,25353,25703,25384.04,21034.58
"Revenue 25353 25703 25384.04 21034.58  Other Revenue, Total - - - -","Revenue 25353 25703 25384.04 21034.58  Other Revenue, Total - - - -","Revenue 25353 25703 25384.04 21034.58  Other Revenue, Total - - - -","Revenue 25353 25703 25384.04 21034.58  Other Revenue, Total - - - -","Revenue 25353 25703 25384.04 21034.58  Other Revenue, Total - - - -"
Revenue,25353,25703,25384.04,21034.58
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13162,13152,12623.3,10526.09
Gross Profit,12191,12551,12760.74,10508.49
Total Operating Expenses,24102,23759,23190.56,19766.35
"Selling/General/Admin. Expenses, Total 10940 10562 10341.48 9129.29  Research & Development - - - -  Depreciation / Amortization 375 342 - -  Interest Expense (Income) - Net Operating -3 -1 - -  Unusual Expense (Income) - 68.23 225.78 110.97  Other Operating Expenses, Total -372 -296 - -","Selling/General/Admin. Expenses, Total 10940 10562 10341.48 9129.29  Research & Development - - - -  Depreciation / Amortization 375 342 - -  Interest Expense (Income) - Net Operating -3 -1 - -  Unusual Expense (Income) - 68.23 225.78 110.97  Other Operating Expenses, Total -372 -296 - -","Selling/General/Admin. Expenses, Total 10940 10562 10341.48 9129.29  Research & Development - - - -  Depreciation / Amortization 375 342 - -  Interest Expense (Income) - Net Operating -3 -1 - -  Unusual Expense (Income) - 68.23 225.78 110.97  Other Operating Expenses, Total -372 -296 - -","Selling/General/Admin. Expenses, Total 10940 10562 10341.48 9129.29  Research & Development - - - -  Depreciation / Amortization 375 342 - -  Interest Expense (Income) - Net Operating -3 -1 - -  Unusual Expense (Income) - 68.23 225.78 110.97  Other Operating Expenses, Total -372 -296 - -","Selling/General/Admin. Expenses, Total 10940 10562 10341.48 9129.29  Research & Development - - - -  Depreciation / Amortization 375 342 - -  Interest Expense (Income) - Net Operating -3 -1 - -  Unusual Expense (Income) - 68.23 225.78 110.97  Other Operating Expenses, Total -372 -296 - -"
"Selling/General/Admin. Expenses, Total",10940,10562,10341.48,9129.29
Research & Development,-,-,-,-
Depreciation / Amortization,375,342,-,-
Interest Expense (Income) - Net Operating,-3,-1,-,-
Unusual Expense (Income),-,68.23,225.78,110.97
"Other Operating Expenses, Total",-372,-296,-,-
Operating Income,1251,1944,2193.48,1268.22
"Interest Income (Expense), Net Non-Operating",-,82.31,120.04,-0.79
Gain (Loss) on Sale of Assets,-33,50,22.45,37.4
"Other, Net",335,-57,-17.61,-68.91
Net Income Before Taxes,949,1951,2318.36,1235.92
Provision for Income Taxes,403,705,820.94,437.46
Net Income After Taxes,546,1246,1497.42,798.46
Minority Interest,1,1,0.05,0.08
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,546,1246,1497.47,798.53
Total Extraordinary Items,-,-,-,-
Net Income,546,1246,1497.47,798.53
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,546,1246,1497.47,798.53
Dilution Adjustment,-,-,-,-
Diluted Net Income,546,1246,1497.47,798.53
Diluted Weighted Average Shares,9.81,10.45,10.69,10.65
Diluted EPS Excluding Extraordinary Items,55.63,119.23,140.04,74.96
DPS - Common Stock Primary Issue,-,30,10,10
Diluted Normalized EPS,71.26,116.56,152.32,79.42
