Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2678772,2196766,1853234,1920042
"Revenue 2678772 2196766 1853234 1920042  Other Revenue, Total - - - -","Revenue 2678772 2196766 1853234 1920042  Other Revenue, Total - - - -","Revenue 2678772 2196766 1853234 1920042  Other Revenue, Total - - - -","Revenue 2678772 2196766 1853234 1920042  Other Revenue, Total - - - -","Revenue 2678772 2196766 1853234 1920042  Other Revenue, Total - - - -"
Revenue,2678772,2196766,1853234,1920042
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1982248,1564960,1318384,1360115
Gross Profit,696524,631806,534850,559927
Total Operating Expenses,2459830,1954475,1677950,1718388
"Selling/General/Admin. Expenses, Total 485644 390449 356092 351986  Research & Development - 65288 - -  Depreciation / Amortization 85213 - - -  Interest Expense (Income) - Net Operating -1602 -992 4265 3343  Unusual Expense (Income) - 2278 -1739 836  Other Operating Expenses, Total -175118 -65230 948 2108","Selling/General/Admin. Expenses, Total 485644 390449 356092 351986  Research & Development - 65288 - -  Depreciation / Amortization 85213 - - -  Interest Expense (Income) - Net Operating -1602 -992 4265 3343  Unusual Expense (Income) - 2278 -1739 836  Other Operating Expenses, Total -175118 -65230 948 2108","Selling/General/Admin. Expenses, Total 485644 390449 356092 351986  Research & Development - 65288 - -  Depreciation / Amortization 85213 - - -  Interest Expense (Income) - Net Operating -1602 -992 4265 3343  Unusual Expense (Income) - 2278 -1739 836  Other Operating Expenses, Total -175118 -65230 948 2108","Selling/General/Admin. Expenses, Total 485644 390449 356092 351986  Research & Development - 65288 - -  Depreciation / Amortization 85213 - - -  Interest Expense (Income) - Net Operating -1602 -992 4265 3343  Unusual Expense (Income) - 2278 -1739 836  Other Operating Expenses, Total -175118 -65230 948 2108","Selling/General/Admin. Expenses, Total 485644 390449 356092 351986  Research & Development - 65288 - -  Depreciation / Amortization 85213 - - -  Interest Expense (Income) - Net Operating -1602 -992 4265 3343  Unusual Expense (Income) - 2278 -1739 836  Other Operating Expenses, Total -175118 -65230 948 2108"
"Selling/General/Admin. Expenses, Total",485644,390449,356092,351986
Research & Development,-,65288,-,-
Depreciation / Amortization,85213,-,-,-
Interest Expense (Income) - Net Operating,-1602,-992,4265,3343
Unusual Expense (Income),-,2278,-1739,836
"Other Operating Expenses, Total",-175118,-65230,948,2108
Operating Income,218942,242291,175284,201654
"Interest Income (Expense), Net Non-Operating",-,3662,5412,7368
Gain (Loss) on Sale of Assets,-,-2767,-,-
"Other, Net",-16627,-10543,5203,-
Net Income Before Taxes,235569,255601,185899,209022
Provision for Income Taxes,59149,64869,47027,53002
Net Income After Taxes,176420,190732,138872,156020
Minority Interest,194009,107016,-12876,-10030
Equity In Affiliates,-,3042,2528,3071
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,156182,175637,128524,149061
Total Extraordinary Items,-,-,-,-
Net Income,156182,175637,128524,149061
Total Adjustments to Net Income,-,-5,-4,-3
Income Available to Common Excluding Extraordinary Items,156182,175632,128520,149058
Dilution Adjustment,-,5,-,-
Diluted Net Income,156182,175632,128520,149058
Diluted Weighted Average Shares,1193.86,1206.93,1214.17,1225.88
Diluted EPS Excluding Extraordinary Items,130.82,145.52,105.85,121.59
DPS - Common Stock Primary Issue,44,42,36,36
Diluted Normalized EPS,109.28,121.37,104.78,122.1
