Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,74906,56766,62665,70936
"Revenue 74906 56766 62665 70936  Other Revenue, Total - - - -","Revenue 74906 56766 62665 70936  Other Revenue, Total - - - -","Revenue 74906 56766 62665 70936  Other Revenue, Total - - - -","Revenue 74906 56766 62665 70936  Other Revenue, Total - - - -","Revenue 74906 56766 62665 70936  Other Revenue, Total - - - -"
Revenue,74906,56766,62665,70936
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",30054,25217,28602,31400
Gross Profit,44852,31549,34063,39536
Total Operating Expenses,63408,51968,60470,66833
"Selling/General/Admin. Expenses, Total 33354 24605 29804 32888  Research & Development 1177 1565 1096 1171  Depreciation / Amortization 535 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - 580 967 1373  Other Operating Expenses, Total -1661 1 1 1","Selling/General/Admin. Expenses, Total 33354 24605 29804 32888  Research & Development 1177 1565 1096 1171  Depreciation / Amortization 535 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - 580 967 1373  Other Operating Expenses, Total -1661 1 1 1","Selling/General/Admin. Expenses, Total 33354 24605 29804 32888  Research & Development 1177 1565 1096 1171  Depreciation / Amortization 535 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - 580 967 1373  Other Operating Expenses, Total -1661 1 1 1","Selling/General/Admin. Expenses, Total 33354 24605 29804 32888  Research & Development 1177 1565 1096 1171  Depreciation / Amortization 535 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - 580 967 1373  Other Operating Expenses, Total -1661 1 1 1","Selling/General/Admin. Expenses, Total 33354 24605 29804 32888  Research & Development 1177 1565 1096 1171  Depreciation / Amortization 535 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - 580 967 1373  Other Operating Expenses, Total -1661 1 1 1"
"Selling/General/Admin. Expenses, Total",33354,24605,29804,32888
Research & Development,1177,1565,1096,1171
Depreciation / Amortization,535,-,-,-
Interest Expense (Income) - Net Operating,-51,-,-,-
Unusual Expense (Income),-,580,967,1373
"Other Operating Expenses, Total",-1661,1,1,1
Operating Income,11498,4798,2195,4103
"Interest Income (Expense), Net Non-Operating",-,8574,3797,341
Gain (Loss) on Sale of Assets,-169,-,-,1012
"Other, Net",-2930,26,39,75
Net Income Before Taxes,14597,13398,6031,5531
Provision for Income Taxes,4474,-132,3322,2046
Net Income After Taxes,10123,13530,2709,3485
Minority Interest,53,3,1,1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10121,13533,2710,3486
Total Extraordinary Items,-,-,-,-
Net Income,10121,13533,2710,3486
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,10121,13533,2709,3485
Dilution Adjustment,-0.042,-,-,-
Diluted Net Income,10121.04,13533,2709,3485
Diluted Weighted Average Shares,187.39,221.11,230.66,236.06
Diluted EPS Excluding Extraordinary Items,54.01,61.21,11.74,14.76
DPS - Common Stock Primary Issue,11,12.5,10,10
Diluted Normalized EPS,47.03,63.28,13.98,16.89
