Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,301204,261616,222454,264618
"Revenue 301204 261616 222454 264618  Other Revenue, Total - - - -","Revenue 301204 261616 222454 264618  Other Revenue, Total - - - -","Revenue 301204 261616 222454 264618  Other Revenue, Total - - - -","Revenue 301204 261616 222454 264618  Other Revenue, Total - - - -","Revenue 301204 261616 222454 264618  Other Revenue, Total - - - -"
Revenue,301204,261616,222454,264618
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",237186,200490,183978,213143
Gross Profit,64018,61126,38476,51475
Total Operating Expenses,283915,241400,221416,254887
"Selling/General/Admin. Expenses, Total 46729 40910 36773 40266  Research & Development - 614 - -  Depreciation / Amortization 11854 13213 - -  Interest Expense (Income) - Net Operating - -393 - -  Unusual Expense (Income) - 8288 663 1477  Other Operating Expenses, Total -11058 -13434 2 1","Selling/General/Admin. Expenses, Total 46729 40910 36773 40266  Research & Development - 614 - -  Depreciation / Amortization 11854 13213 - -  Interest Expense (Income) - Net Operating - -393 - -  Unusual Expense (Income) - 8288 663 1477  Other Operating Expenses, Total -11058 -13434 2 1","Selling/General/Admin. Expenses, Total 46729 40910 36773 40266  Research & Development - 614 - -  Depreciation / Amortization 11854 13213 - -  Interest Expense (Income) - Net Operating - -393 - -  Unusual Expense (Income) - 8288 663 1477  Other Operating Expenses, Total -11058 -13434 2 1","Selling/General/Admin. Expenses, Total 46729 40910 36773 40266  Research & Development - 614 - -  Depreciation / Amortization 11854 13213 - -  Interest Expense (Income) - Net Operating - -393 - -  Unusual Expense (Income) - 8288 663 1477  Other Operating Expenses, Total -11058 -13434 2 1","Selling/General/Admin. Expenses, Total 46729 40910 36773 40266  Research & Development - 614 - -  Depreciation / Amortization 11854 13213 - -  Interest Expense (Income) - Net Operating - -393 - -  Unusual Expense (Income) - 8288 663 1477  Other Operating Expenses, Total -11058 -13434 2 1"
"Selling/General/Admin. Expenses, Total",46729,40910,36773,40266
Research & Development,-,614,-,-
Depreciation / Amortization,11854,13213,-,-
Interest Expense (Income) - Net Operating,-,-393,-,-
Unusual Expense (Income),-,8288,663,1477
"Other Operating Expenses, Total",-11058,-13434,2,1
Operating Income,17289,20216,1038,9731
"Interest Income (Expense), Net Non-Operating",-,8020,11268,4103
Gain (Loss) on Sale of Assets,179,6110,-1082,-1695
"Other, Net",3353,-13251,2107,572
Net Income Before Taxes,13757,27357,13331,12711
Provision for Income Taxes,-,6085,-938,4609
Net Income After Taxes,8403,21272,14269,8102
Minority Interest,649,644,-97,-28
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8325,21206,14172,8074
Total Extraordinary Items,-,-,-,-
Net Income,-,21206,14172,8074
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,8325,21206,14172,8072
Dilution Adjustment,-,1.44,-215,-456
Diluted Net Income,-,21204.56,13957,7616
Diluted Weighted Average Shares,168.25,168.17,168.16,185.99
Diluted EPS Excluding Extraordinary Items,49.48,126.09,83,40.95
DPS - Common Stock Primary Issue,-,14,14,12
Diluted Normalized EPS,42.14,109.29,90.48,52.49
