Period Ending:,202320/02,202220/02,202120/02,202020/02
Total Revenue,26505,23580,23087,27608.59
"Revenue 26505 23580 23087 27608.59  Other Revenue, Total - - - -","Revenue 26505 23580 23087 27608.59  Other Revenue, Total - - - -","Revenue 26505 23580 23087 27608.59  Other Revenue, Total - - - -","Revenue 26505 23580 23087 27608.59  Other Revenue, Total - - - -","Revenue 26505 23580 23087 27608.59  Other Revenue, Total - - - -"
Revenue,26505,23580,23087,27608.59
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20752,18243,18641,22748.09
Gross Profit,5753,5337,4446,4860.5
Total Operating Expenses,24714,21434,21195,25187.96
"Selling/General/Admin. Expenses, Total 3949 3191 2554 2299.44  Research & Development 857 549 233 131.42  Depreciation / Amortization 848 573 388 -  Interest Expense (Income) - Net Operating -43 -33 -40 -  Unusual Expense (Income) - 60.07 3.41 9  Other Operating Expenses, Total -1649 -1089 -581 -","Selling/General/Admin. Expenses, Total 3949 3191 2554 2299.44  Research & Development 857 549 233 131.42  Depreciation / Amortization 848 573 388 -  Interest Expense (Income) - Net Operating -43 -33 -40 -  Unusual Expense (Income) - 60.07 3.41 9  Other Operating Expenses, Total -1649 -1089 -581 -","Selling/General/Admin. Expenses, Total 3949 3191 2554 2299.44  Research & Development 857 549 233 131.42  Depreciation / Amortization 848 573 388 -  Interest Expense (Income) - Net Operating -43 -33 -40 -  Unusual Expense (Income) - 60.07 3.41 9  Other Operating Expenses, Total -1649 -1089 -581 -","Selling/General/Admin. Expenses, Total 3949 3191 2554 2299.44  Research & Development 857 549 233 131.42  Depreciation / Amortization 848 573 388 -  Interest Expense (Income) - Net Operating -43 -33 -40 -  Unusual Expense (Income) - 60.07 3.41 9  Other Operating Expenses, Total -1649 -1089 -581 -","Selling/General/Admin. Expenses, Total 3949 3191 2554 2299.44  Research & Development 857 549 233 131.42  Depreciation / Amortization 848 573 388 -  Interest Expense (Income) - Net Operating -43 -33 -40 -  Unusual Expense (Income) - 60.07 3.41 9  Other Operating Expenses, Total -1649 -1089 -581 -"
"Selling/General/Admin. Expenses, Total",3949,3191,2554,2299.44
Research & Development,857,549,233,131.42
Depreciation / Amortization,848,573,388,-
Interest Expense (Income) - Net Operating,-43,-33,-40,-
Unusual Expense (Income),-,60.07,3.41,9
"Other Operating Expenses, Total",-1649,-1089,-581,-
Operating Income,1791,2146,1892,2420.64
"Interest Income (Expense), Net Non-Operating",-,196.07,100.08,-27.21
Gain (Loss) on Sale of Assets,435,3,18,3.73
"Other, Net",-2084,-221,-243,31.44
Net Income Before Taxes,3440,2364,2117,2428.59
Provision for Income Taxes,775,628,497,671.01
Net Income After Taxes,2665,1736,1620,1757.58
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2665,1736,1620,1757.58
Total Extraordinary Items,-,-,-,-
Net Income,2665,1736,1620,1757.58
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,2665,1736,1620,1757.58
Dilution Adjustment,0.035,-0.777,-0.634,-
Diluted Net Income,2664.96,1736.78,1620.63,1757.58
Diluted Weighted Average Shares,26.45,26.43,26.42,26.39
Diluted EPS Excluding Extraordinary Items,100.76,65.71,61.35,66.59
DPS - Common Stock Primary Issue,25.2,16.2,13.75,13.75
Diluted Normalized EPS,52.44,57.25,49.73,66.74
