Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,77099,64732,53551,56581
"Revenue 77099 64732 53551 56581  Other Revenue, Total - - - -","Revenue 77099 64732 53551 56581  Other Revenue, Total - - - -","Revenue 77099 64732 53551 56581  Other Revenue, Total - - - -","Revenue 77099 64732 53551 56581  Other Revenue, Total - - - -","Revenue 77099 64732 53551 56581  Other Revenue, Total - - - -"
Revenue,77099,64732,53551,56581
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",47356,43108,35944,37543
Gross Profit,29743,21624,17607,19038
Total Operating Expenses,65151,58157,50147,52411
"Selling/General/Admin. Expenses, Total 17795 14147 13282 13788  Research & Development - 902 921 881  Depreciation / Amortization 2121 2080 2081 -  Interest Expense (Income) - Net Operating -27 -23 -23 -  Unusual Expense (Income) - 260 63 198  Other Operating Expenses, Total -2094 -2057 -2058 1","Selling/General/Admin. Expenses, Total 17795 14147 13282 13788  Research & Development - 902 921 881  Depreciation / Amortization 2121 2080 2081 -  Interest Expense (Income) - Net Operating -27 -23 -23 -  Unusual Expense (Income) - 260 63 198  Other Operating Expenses, Total -2094 -2057 -2058 1","Selling/General/Admin. Expenses, Total 17795 14147 13282 13788  Research & Development - 902 921 881  Depreciation / Amortization 2121 2080 2081 -  Interest Expense (Income) - Net Operating -27 -23 -23 -  Unusual Expense (Income) - 260 63 198  Other Operating Expenses, Total -2094 -2057 -2058 1","Selling/General/Admin. Expenses, Total 17795 14147 13282 13788  Research & Development - 902 921 881  Depreciation / Amortization 2121 2080 2081 -  Interest Expense (Income) - Net Operating -27 -23 -23 -  Unusual Expense (Income) - 260 63 198  Other Operating Expenses, Total -2094 -2057 -2058 1","Selling/General/Admin. Expenses, Total 17795 14147 13282 13788  Research & Development - 902 921 881  Depreciation / Amortization 2121 2080 2081 -  Interest Expense (Income) - Net Operating -27 -23 -23 -  Unusual Expense (Income) - 260 63 198  Other Operating Expenses, Total -2094 -2057 -2058 1"
"Selling/General/Admin. Expenses, Total",17795,14147,13282,13788
Research & Development,-,902,921,881
Depreciation / Amortization,2121,2080,2081,-
Interest Expense (Income) - Net Operating,-27,-23,-23,-
Unusual Expense (Income),-,260,63,198
"Other Operating Expenses, Total",-2094,-2057,-2058,1
Operating Income,11948,6575,3404,4170
"Interest Income (Expense), Net Non-Operating",-,375,300,-3
Gain (Loss) on Sale of Assets,-25,15,163,59
"Other, Net",-20,-212,-524,38
Net Income Before Taxes,11993,6772,3765,4264
Provision for Income Taxes,2525,1958,930,1095
Net Income After Taxes,9468,4814,2835,3169
Minority Interest,566,504,441,-31
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9425,4773,2789,3138
Total Extraordinary Items,-,-,-,-
Net Income,9425,4773,2789,3138
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,9425,4773,2789,3138
Dilution Adjustment,-,-,-,-
Diluted Net Income,9425,4773,2789,3138
Diluted Weighted Average Shares,19.16,19.15,19.14,19.13
Diluted EPS Excluding Extraordinary Items,491.99,249.22,145.69,164.01
DPS - Common Stock Primary Issue,70,60,50,50
Diluted Normalized EPS,394.06,226.85,117.26,175.27
