Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2035874,1697383,1412306,1518039
"Revenue 2035874 1697383 1412306 1518039  Other Revenue, Total - - - -","Revenue 2035874 1697383 1412306 1518039  Other Revenue, Total - - - -","Revenue 2035874 1697383 1412306 1518039  Other Revenue, Total - - - -","Revenue 2035874 1697383 1412306 1518039  Other Revenue, Total - - - -","Revenue 2035874 1697383 1412306 1518039  Other Revenue, Total - - - -"
Revenue,2035874,1697383,1412306,1518039
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1506492,1184383,1053243,1115323
Gross Profit,529382,513000,359063,402716
Total Operating Expenses,1852497,1493393,1352595,1442037
"Selling/General/Admin. Expenses, Total 346675 309123 283867 302179  Research & Development 52252 49444 - -  Depreciation / Amortization 185656 166756 - -  Interest Expense (Income) - Net Operating -9040 -6424 -4192 -7071  Unusual Expense (Income) - 14492 17953 32605  Other Operating Expenses, Total -229538 -209889 1724 -999","Selling/General/Admin. Expenses, Total 346675 309123 283867 302179  Research & Development 52252 49444 - -  Depreciation / Amortization 185656 166756 - -  Interest Expense (Income) - Net Operating -9040 -6424 -4192 -7071  Unusual Expense (Income) - 14492 17953 32605  Other Operating Expenses, Total -229538 -209889 1724 -999","Selling/General/Admin. Expenses, Total 346675 309123 283867 302179  Research & Development 52252 49444 - -  Depreciation / Amortization 185656 166756 - -  Interest Expense (Income) - Net Operating -9040 -6424 -4192 -7071  Unusual Expense (Income) - 14492 17953 32605  Other Operating Expenses, Total -229538 -209889 1724 -999","Selling/General/Admin. Expenses, Total 346675 309123 283867 302179  Research & Development 52252 49444 - -  Depreciation / Amortization 185656 166756 - -  Interest Expense (Income) - Net Operating -9040 -6424 -4192 -7071  Unusual Expense (Income) - 14492 17953 32605  Other Operating Expenses, Total -229538 -209889 1724 -999","Selling/General/Admin. Expenses, Total 346675 309123 283867 302179  Research & Development 52252 49444 - -  Depreciation / Amortization 185656 166756 - -  Interest Expense (Income) - Net Operating -9040 -6424 -4192 -7071  Unusual Expense (Income) - 14492 17953 32605  Other Operating Expenses, Total -229538 -209889 1724 -999"
"Selling/General/Admin. Expenses, Total",346675,309123,283867,302179
Research & Development,52252,49444,-,-
Depreciation / Amortization,185656,166756,-,-
Interest Expense (Income) - Net Operating,-9040,-6424,-4192,-7071
Unusual Expense (Income),-,14492,17953,32605
"Other Operating Expenses, Total",-229538,-209889,1724,-999
Operating Income,183377,203990,59711,76002
"Interest Income (Expense), Net Non-Operating",-,-202,-2589,210
Gain (Loss) on Sale of Assets,14707,32621,-,-
"Other, Net",110158,-38675,-1,1
Net Income Before Taxes,58512,210044,57121,76213
Provision for Income Taxes,36007,50982,15957,20698
Net Income After Taxes,22505,159062,41164,55515
Minority Interest,195335,167219,-8448,-11080
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-3152,123840,32716,44435
Total Extraordinary Items,-,-,-,-
Net Income,-3152,123840,32716,44435
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-3152,123840,32715,44434
Dilution Adjustment,-,-0.544,-,-
Diluted Net Income,-3152,123840.54,32715,44434
Diluted Weighted Average Shares,221.66,222.3,222.19,222.23
Diluted EPS Excluding Extraordinary Items,-14.22,557.1,147.24,199.95
DPS - Common Stock Primary Issue,210,160,120,120
Diluted Normalized EPS,397.12,451.76,205.46,306.82
