Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,154358,179846,185764,182088
"Revenue 139773 179846 185764 182088  Other Revenue, Total 14585 13534 - -","Revenue 139773 179846 185764 182088  Other Revenue, Total 14585 13534 - -","Revenue 139773 179846 185764 182088  Other Revenue, Total 14585 13534 - -","Revenue 139773 179846 185764 182088  Other Revenue, Total 14585 13534 - -","Revenue 139773 179846 185764 182088  Other Revenue, Total 14585 13534 - -"
Revenue,139773,179846,185764,182088
"Other Revenue, Total",14585,13534,-,-
"Cost of Revenue, Total",139186,161102,166692,164018
Gross Profit,15172,18744,19072,18070
Total Operating Expenses,149150,171368,177174,174273
"Selling/General/Admin. Expenses, Total 9964 9688 9982 9819  Research & Development 179 164 183 195  Depreciation / Amortization 1532 - - -  Interest Expense (Income) - Net Operating -34 - - -  Unusual Expense (Income) - 413 315 240  Other Operating Expenses, Total -1677 1 2 1","Selling/General/Admin. Expenses, Total 9964 9688 9982 9819  Research & Development 179 164 183 195  Depreciation / Amortization 1532 - - -  Interest Expense (Income) - Net Operating -34 - - -  Unusual Expense (Income) - 413 315 240  Other Operating Expenses, Total -1677 1 2 1","Selling/General/Admin. Expenses, Total 9964 9688 9982 9819  Research & Development 179 164 183 195  Depreciation / Amortization 1532 - - -  Interest Expense (Income) - Net Operating -34 - - -  Unusual Expense (Income) - 413 315 240  Other Operating Expenses, Total -1677 1 2 1","Selling/General/Admin. Expenses, Total 9964 9688 9982 9819  Research & Development 179 164 183 195  Depreciation / Amortization 1532 - - -  Interest Expense (Income) - Net Operating -34 - - -  Unusual Expense (Income) - 413 315 240  Other Operating Expenses, Total -1677 1 2 1","Selling/General/Admin. Expenses, Total 9964 9688 9982 9819  Research & Development 179 164 183 195  Depreciation / Amortization 1532 - - -  Interest Expense (Income) - Net Operating -34 - - -  Unusual Expense (Income) - 413 315 240  Other Operating Expenses, Total -1677 1 2 1"
"Selling/General/Admin. Expenses, Total",9964,9688,9982,9819
Research & Development,179,164,183,195
Depreciation / Amortization,1532,-,-,-
Interest Expense (Income) - Net Operating,-34,-,-,-
Unusual Expense (Income),-,413,315,240
"Other Operating Expenses, Total",-1677,1,2,1
Operating Income,5208,8478,8590,7815
"Interest Income (Expense), Net Non-Operating",-,160,116,177
Gain (Loss) on Sale of Assets,26,29,101,120
"Other, Net",-272,132,17,174
Net Income Before Taxes,5454,8799,8824,8286
Provision for Income Taxes,1757,2887,2798,2767
Net Income After Taxes,3697,5912,6026,5519
Minority Interest,670,-47,-47,-43
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3650,5865,5979,5476
Total Extraordinary Items,-,-,-,-
Net Income,3650,5865,5979,5476
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,3650,5864,5979,5475
Dilution Adjustment,-,-,-,-
Diluted Net Income,3650,5864,5979,5475
Diluted Weighted Average Shares,8.52,8.52,8.67,8.84
Diluted EPS Excluding Extraordinary Items,428.15,688.18,689.78,619.41
DPS - Common Stock Primary Issue,110,130,110,110
Diluted Normalized EPS,394.05,718.46,717.94,650.74
