Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,118240,78324,74425,139328
"Revenue 118240 78324 74425 139328  Other Revenue, Total - - - -","Revenue 118240 78324 74425 139328  Other Revenue, Total - - - -","Revenue 118240 78324 74425 139328  Other Revenue, Total - - - -","Revenue 118240 78324 74425 139328  Other Revenue, Total - - - -","Revenue 118240 78324 74425 139328  Other Revenue, Total - - - -"
Revenue,118240,78324,74425,139328
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",33231,21993,21234,39424
Gross Profit,85009,56331,53191,99904
Total Operating Expenses,115755,92380,92326,135772
"Selling/General/Admin. Expenses, Total 67976 55686 58582 75455  Research & Development - - - -  Depreciation / Amortization 15155 16429 17314 17394  Interest Expense (Income) - Net Operating -557 -633 -642 -  Unusual Expense (Income) - -4343 -3553 5133  Other Operating Expenses, Total -50 -1095 -4162 -1634","Selling/General/Admin. Expenses, Total 67976 55686 58582 75455  Research & Development - - - -  Depreciation / Amortization 15155 16429 17314 17394  Interest Expense (Income) - Net Operating -557 -633 -642 -  Unusual Expense (Income) - -4343 -3553 5133  Other Operating Expenses, Total -50 -1095 -4162 -1634","Selling/General/Admin. Expenses, Total 67976 55686 58582 75455  Research & Development - - - -  Depreciation / Amortization 15155 16429 17314 17394  Interest Expense (Income) - Net Operating -557 -633 -642 -  Unusual Expense (Income) - -4343 -3553 5133  Other Operating Expenses, Total -50 -1095 -4162 -1634","Selling/General/Admin. Expenses, Total 67976 55686 58582 75455  Research & Development - - - -  Depreciation / Amortization 15155 16429 17314 17394  Interest Expense (Income) - Net Operating -557 -633 -642 -  Unusual Expense (Income) - -4343 -3553 5133  Other Operating Expenses, Total -50 -1095 -4162 -1634","Selling/General/Admin. Expenses, Total 67976 55686 58582 75455  Research & Development - - - -  Depreciation / Amortization 15155 16429 17314 17394  Interest Expense (Income) - Net Operating -557 -633 -642 -  Unusual Expense (Income) - -4343 -3553 5133  Other Operating Expenses, Total -50 -1095 -4162 -1634"
"Selling/General/Admin. Expenses, Total",67976,55686,58582,75455
Research & Development,-,-,-,-
Depreciation / Amortization,15155,16429,17314,17394
Interest Expense (Income) - Net Operating,-557,-633,-642,-
Unusual Expense (Income),-,-4343,-3553,5133
"Other Operating Expenses, Total",-50,-1095,-4162,-1634
Operating Income,2485,-14056,-17901,3556
"Interest Income (Expense), Net Non-Operating",-,-507,-629,-536
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-2079,-21189,-2879,-8
Net Income Before Taxes,4564,7133,-15022,3012
Provision for Income Taxes,686,474,549,1267
Net Income After Taxes,3878,6659,-15571,1745
Minority Interest,7191,6942,6211,-539
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3385,5919,-13874,1206
Total Extraordinary Items,-,-,-,-
Net Income,3385,5919,-13874,1206
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,3385,5919,-13874,1205
Dilution Adjustment,-,0.301,0.125,-4
Diluted Net Income,3385,5918.7,-13874.12,1201
Diluted Weighted Average Shares,210.18,193.55,186.78,186.78
Diluted EPS Excluding Extraordinary Items,16.1,30.58,-74.28,6.43
DPS - Common Stock Primary Issue,6,4.5,-,3
Diluted Normalized EPS,21.89,29.82,-27.87,22.35
