Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,399921,375720,337406,339607
"Revenue 399921 375720 337406 339607  Other Revenue, Total - - - -","Revenue 399921 375720 337406 339607  Other Revenue, Total - - - -","Revenue 399921 375720 337406 339607  Other Revenue, Total - - - -","Revenue 399921 375720 337406 339607  Other Revenue, Total - - - -","Revenue 399921 375720 337406 339607  Other Revenue, Total - - - -"
Revenue,399921,375720,337406,339607
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",314915,279594,247032,255140
Gross Profit,85006,96126,90374,84467
Total Operating Expenses,389858,357883,322400,311601
"Selling/General/Admin. Expenses, Total 74943 67696 51144 50061  Research & Development - - 12574 11612  Depreciation / Amortization 19050 - - -  Interest Expense (Income) - Net Operating -1328 - - -  Unusual Expense (Income) - 10593 11651 -5212  Other Operating Expenses, Total -17722 - -1 -","Selling/General/Admin. Expenses, Total 74943 67696 51144 50061  Research & Development - - 12574 11612  Depreciation / Amortization 19050 - - -  Interest Expense (Income) - Net Operating -1328 - - -  Unusual Expense (Income) - 10593 11651 -5212  Other Operating Expenses, Total -17722 - -1 -","Selling/General/Admin. Expenses, Total 74943 67696 51144 50061  Research & Development - - 12574 11612  Depreciation / Amortization 19050 - - -  Interest Expense (Income) - Net Operating -1328 - - -  Unusual Expense (Income) - 10593 11651 -5212  Other Operating Expenses, Total -17722 - -1 -","Selling/General/Admin. Expenses, Total 74943 67696 51144 50061  Research & Development - - 12574 11612  Depreciation / Amortization 19050 - - -  Interest Expense (Income) - Net Operating -1328 - - -  Unusual Expense (Income) - 10593 11651 -5212  Other Operating Expenses, Total -17722 - -1 -","Selling/General/Admin. Expenses, Total 74943 67696 51144 50061  Research & Development - - 12574 11612  Depreciation / Amortization 19050 - - -  Interest Expense (Income) - Net Operating -1328 - - -  Unusual Expense (Income) - 10593 11651 -5212  Other Operating Expenses, Total -17722 - -1 -"
"Selling/General/Admin. Expenses, Total",74943,67696,51144,50061
Research & Development,-,-,12574,11612
Depreciation / Amortization,19050,-,-,-
Interest Expense (Income) - Net Operating,-1328,-,-,-
Unusual Expense (Income),-,10593,11651,-5212
"Other Operating Expenses, Total",-17722,-,-1,-
Operating Income,10063,28430,15006,28006
"Interest Income (Expense), Net Non-Operating",-,6522,-728,198
Gain (Loss) on Sale of Assets,295,2297,-3473,-3979
"Other, Net",9156,11337,-5223,-4509
Net Income Before Taxes,612,14796,5582,19716
Provision for Income Taxes,1419,2735,3270,6406
Net Income After Taxes,-807,12061,2312,13310
Minority Interest,31834,804,1889,464
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-655,12865,4201,13774
Total Extraordinary Items,-,-,-,-
Net Income,-655,12865,4201,13774
Total Adjustments to Net Income,-,-,1,-
Income Available to Common Excluding Extraordinary Items,-655,12865,4202,13774
Dilution Adjustment,-,-,-,-
Diluted Net Income,-655,12865,4202,13774
Diluted Weighted Average Shares,88.89,88.88,88.83,88.79
Diluted EPS Excluding Extraordinary Items,-7.37,144.75,47.3,155.12
DPS - Common Stock Primary Issue,40,40,40,40
Diluted Normalized EPS,51.2,171.44,117.82,145.75
