Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6027,5742,5935.75,5987.74
"Revenue 6027 5742 5935.75 5987.74  Other Revenue, Total - - - -","Revenue 6027 5742 5935.75 5987.74  Other Revenue, Total - - - -","Revenue 6027 5742 5935.75 5987.74  Other Revenue, Total - - - -","Revenue 6027 5742 5935.75 5987.74  Other Revenue, Total - - - -","Revenue 6027 5742 5935.75 5987.74  Other Revenue, Total - - - -"
Revenue,6027,5742,5935.75,5987.74
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4925,4650,4865.14,5021.74
Gross Profit,1102,1092,1070.61,966
Total Operating Expenses,5836,5525,5721.88,5847.98
"Selling/General/Admin. Expenses, Total 911 875 868.13 827.72  Research & Development - - - -  Depreciation / Amortization 30 30 - -  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 4.42 -11.39 -1.47  Other Operating Expenses, Total -28 -28 - -","Selling/General/Admin. Expenses, Total 911 875 868.13 827.72  Research & Development - - - -  Depreciation / Amortization 30 30 - -  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 4.42 -11.39 -1.47  Other Operating Expenses, Total -28 -28 - -","Selling/General/Admin. Expenses, Total 911 875 868.13 827.72  Research & Development - - - -  Depreciation / Amortization 30 30 - -  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 4.42 -11.39 -1.47  Other Operating Expenses, Total -28 -28 - -","Selling/General/Admin. Expenses, Total 911 875 868.13 827.72  Research & Development - - - -  Depreciation / Amortization 30 30 - -  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 4.42 -11.39 -1.47  Other Operating Expenses, Total -28 -28 - -","Selling/General/Admin. Expenses, Total 911 875 868.13 827.72  Research & Development - - - -  Depreciation / Amortization 30 30 - -  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 4.42 -11.39 -1.47  Other Operating Expenses, Total -28 -28 - -"
"Selling/General/Admin. Expenses, Total",911,875,868.13,827.72
Research & Development,-,-,-,-
Depreciation / Amortization,30,30,-,-
Interest Expense (Income) - Net Operating,-2,-2,-,-
Unusual Expense (Income),-,4.42,-11.39,-1.47
"Other Operating Expenses, Total",-28,-28,-,-
Operating Income,191,217,213.86,139.76
"Interest Income (Expense), Net Non-Operating",-,3.49,9.12,1.45
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-6,-21,6.47,4.05
Net Income Before Taxes,197,238,229.46,145.25
Provision for Income Taxes,70,74,82.21,44.38
Net Income After Taxes,127,164,147.25,100.88
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,127,164,147.25,100.88
Total Extraordinary Items,-,-,-,-
Net Income,127,164,147.25,100.88
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,127,164,147.25,100.88
Dilution Adjustment,-,-,-,-
Diluted Net Income,127,164,147.25,100.88
Diluted Weighted Average Shares,2.89,2.88,2.93,2.93
Diluted EPS Excluding Extraordinary Items,43.89,56.97,50.17,34.37
DPS - Common Stock Primary Issue,-,10,5,5
Diluted Normalized EPS,42.55,52.54,47.68,34.02
