Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,633,756,887.57,819.13
"Revenue 633 755 887.57 819.13  Other Revenue, Total - 1 - -","Revenue 633 755 887.57 819.13  Other Revenue, Total - 1 - -","Revenue 633 755 887.57 819.13  Other Revenue, Total - 1 - -","Revenue 633 755 887.57 819.13  Other Revenue, Total - 1 - -","Revenue 633 755 887.57 819.13  Other Revenue, Total - 1 - -"
Revenue,633,755,887.57,819.13
"Other Revenue, Total",-,1,-,-
"Cost of Revenue, Total",159,152,142.25,153.21
Gross Profit,474,604,745.32,665.92
Total Operating Expenses,614,644,603.86,590.96
"Selling/General/Admin. Expenses, Total 455 344 321.28 272.4  Research & Development 94 144 130.36 115.13  Depreciation / Amortization 9 9 5.48 4.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.62 4.49 45.49  Other Operating Expenses, Total -3 -5 - -","Selling/General/Admin. Expenses, Total 455 344 321.28 272.4  Research & Development 94 144 130.36 115.13  Depreciation / Amortization 9 9 5.48 4.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.62 4.49 45.49  Other Operating Expenses, Total -3 -5 - -","Selling/General/Admin. Expenses, Total 455 344 321.28 272.4  Research & Development 94 144 130.36 115.13  Depreciation / Amortization 9 9 5.48 4.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.62 4.49 45.49  Other Operating Expenses, Total -3 -5 - -","Selling/General/Admin. Expenses, Total 455 344 321.28 272.4  Research & Development 94 144 130.36 115.13  Depreciation / Amortization 9 9 5.48 4.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.62 4.49 45.49  Other Operating Expenses, Total -3 -5 - -","Selling/General/Admin. Expenses, Total 455 344 321.28 272.4  Research & Development 94 144 130.36 115.13  Depreciation / Amortization 9 9 5.48 4.73  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.62 4.49 45.49  Other Operating Expenses, Total -3 -5 - -"
"Selling/General/Admin. Expenses, Total",455,344,321.28,272.4
Research & Development,94,144,130.36,115.13
Depreciation / Amortization,9,9,5.48,4.73
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,0.62,4.49,45.49
"Other Operating Expenses, Total",-3,-5,-,-
Operating Income,19,112,283.71,228.17
"Interest Income (Expense), Net Non-Operating",-,-0.11,-0.23,15.29
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-2,4,0.46,-0.31
Net Income Before Taxes,21,108,283.93,243.15
Provision for Income Taxes,5,25,68.74,70.57
Net Income After Taxes,16,83,215.19,172.58
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16,83,215.19,172.58
Total Extraordinary Items,-,-,-,-
Net Income,16,83,215.19,172.58
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,16,83,215.19,172.58
Dilution Adjustment,-,-,-,-
Diluted Net Income,16,83,215.19,172.58
Diluted Weighted Average Shares,4.99,5.05,5.05,5.12
Diluted EPS Excluding Extraordinary Items,3.21,16.45,42.65,33.71
DPS - Common Stock Primary Issue,-,3.5,8.5,7
Diluted Normalized EPS,2.63,13.37,43.32,40.02
