Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,33939,29858,28004.41,27724.43
"Revenue 33939 29858.76 28004.41 27724.43  Other Revenue, Total - - - -","Revenue 33939 29858.76 28004.41 27724.43  Other Revenue, Total - - - -","Revenue 33939 29858.76 28004.41 27724.43  Other Revenue, Total - - - -","Revenue 33939 29858.76 28004.41 27724.43  Other Revenue, Total - - - -","Revenue 33939 29858.76 28004.41 27724.43  Other Revenue, Total - - - -"
Revenue,33939,29858.76,28004.41,27724.43
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",30373,26945.82,25396.17,25193.63
Gross Profit,3566,2912.94,2608.24,2530.8
Total Operating Expenses,33291,29932.45,27867.06,27357.62
"Selling/General/Admin. Expenses, Total 2845 2584.51 2278.45 2171.93  Research & Development 74 69.81 62.87 75.33  Depreciation / Amortization 477 62.19 61.4 62.26  Interest Expense (Income) - Net Operating -147 - - -  Unusual Expense (Income) - 270.13 68.17 -145.53  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 2845 2584.51 2278.45 2171.93  Research & Development 74 69.81 62.87 75.33  Depreciation / Amortization 477 62.19 61.4 62.26  Interest Expense (Income) - Net Operating -147 - - -  Unusual Expense (Income) - 270.13 68.17 -145.53  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 2845 2584.51 2278.45 2171.93  Research & Development 74 69.81 62.87 75.33  Depreciation / Amortization 477 62.19 61.4 62.26  Interest Expense (Income) - Net Operating -147 - - -  Unusual Expense (Income) - 270.13 68.17 -145.53  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 2845 2584.51 2278.45 2171.93  Research & Development 74 69.81 62.87 75.33  Depreciation / Amortization 477 62.19 61.4 62.26  Interest Expense (Income) - Net Operating -147 - - -  Unusual Expense (Income) - 270.13 68.17 -145.53  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 2845 2584.51 2278.45 2171.93  Research & Development 74 69.81 62.87 75.33  Depreciation / Amortization 477 62.19 61.4 62.26  Interest Expense (Income) - Net Operating -147 - - -  Unusual Expense (Income) - 270.13 68.17 -145.53  Other Operating Expenses, Total -331 - - -"
"Selling/General/Admin. Expenses, Total",2845,2584.51,2278.45,2171.93
Research & Development,74,69.81,62.87,75.33
Depreciation / Amortization,477,62.19,61.4,62.26
Interest Expense (Income) - Net Operating,-147,-,-,-
Unusual Expense (Income),-,270.13,68.17,-145.53
"Other Operating Expenses, Total",-331,-,-,-
Operating Income,648,-73.69,137.35,366.8
"Interest Income (Expense), Net Non-Operating",-,-105.96,-54.51,-82.55
Gain (Loss) on Sale of Assets,650,111.69,105.66,45.28
"Other, Net",-1108,120.45,234.79,80.05
Net Income Before Taxes,1106,52.48,423.29,409.58
Provision for Income Taxes,133,122.62,94.6,45.74
Net Income After Taxes,973,-70.14,328.69,363.84
Minority Interest,877,-19.89,-21.79,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,995,-90.03,306.9,363.84
Total Extraordinary Items,-,-,-,-
Net Income,995,-90.03,306.9,363.84
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,995,-90.03,306.9,363.84
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,-90.03,306.9,363.84
Diluted Weighted Average Shares,5.69,5.37,5.4,5.19
Diluted EPS Excluding Extraordinary Items,175,-16.76,56.8,70.07
DPS - Common Stock Primary Issue,12,10,10,10
Diluted Normalized EPS,56.84,9.36,51.41,37.43
