Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,166307,178642,176311,219920
"Revenue 166307 178642 176311 219920  Other Revenue, Total - - - -","Revenue 166307 178642 176311 219920  Other Revenue, Total - - - -","Revenue 166307 178642 176311 219920  Other Revenue, Total - - - -","Revenue 166307 178642 176311 219920  Other Revenue, Total - - - -","Revenue 166307 178642 176311 219920  Other Revenue, Total - - - -"
Revenue,166307,178642,176311,219920
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31037,28720,29979,35925
Gross Profit,135270,149922,146332,183995
Total Operating Expenses,153719,161753,165973,189781
"Selling/General/Admin. Expenses, Total 115536 125536 127349 147578  Research & Development 4686 4872 - 4725  Depreciation / Amortization 8482 7110 5229 5279  Interest Expense (Income) - Net Operating -91 -88 - -  Unusual Expense (Income) - 1357 3414 998  Other Operating Expenses, Total -5925 -4397 2 1","Selling/General/Admin. Expenses, Total 115536 125536 127349 147578  Research & Development 4686 4872 - 4725  Depreciation / Amortization 8482 7110 5229 5279  Interest Expense (Income) - Net Operating -91 -88 - -  Unusual Expense (Income) - 1357 3414 998  Other Operating Expenses, Total -5925 -4397 2 1","Selling/General/Admin. Expenses, Total 115536 125536 127349 147578  Research & Development 4686 4872 - 4725  Depreciation / Amortization 8482 7110 5229 5279  Interest Expense (Income) - Net Operating -91 -88 - -  Unusual Expense (Income) - 1357 3414 998  Other Operating Expenses, Total -5925 -4397 2 1","Selling/General/Admin. Expenses, Total 115536 125536 127349 147578  Research & Development 4686 4872 - 4725  Depreciation / Amortization 8482 7110 5229 5279  Interest Expense (Income) - Net Operating -91 -88 - -  Unusual Expense (Income) - 1357 3414 998  Other Operating Expenses, Total -5925 -4397 2 1","Selling/General/Admin. Expenses, Total 115536 125536 127349 147578  Research & Development 4686 4872 - 4725  Depreciation / Amortization 8482 7110 5229 5279  Interest Expense (Income) - Net Operating -91 -88 - -  Unusual Expense (Income) - 1357 3414 998  Other Operating Expenses, Total -5925 -4397 2 1"
"Selling/General/Admin. Expenses, Total",115536,125536,127349,147578
Research & Development,4686,4872,-,4725
Depreciation / Amortization,8482,7110,5229,5279
Interest Expense (Income) - Net Operating,-91,-88,-,-
Unusual Expense (Income),-,1357,3414,998
"Other Operating Expenses, Total",-5925,-4397,2,1
Operating Income,12582,16889,10338,30139
"Interest Income (Expense), Net Non-Operating",-,2033,-276,-120
Gain (Loss) on Sale of Assets,597,266,3,-
"Other, Net",-326,-988,-896,-206
Net Income Before Taxes,12311,17611,9169,29813
Provision for Income Taxes,804,5821,4527,10111
Net Income After Taxes,11507,11790,4642,19702
Minority Interest,291,220,-9,-6
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11446,11734,4633,19696
Total Extraordinary Items,-,-,-,-
Net Income,-,11734,4633,19696
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,11446,11734,4632,19694
Dilution Adjustment,-,-1.32,-,-
Diluted Net Income,11446,11735.32,4632,19694
Diluted Weighted Average Shares,221.44,221.46,221.46,221.46
Diluted EPS Excluding Extraordinary Items,51.69,52.99,20.92,88.93
DPS - Common Stock Primary Issue,-,51,50,80
Diluted Normalized EPS,42.06,53.28,28.71,91.91
