Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5604,5574,4429.2,8187.21
"Revenue 5604 5574 4429.2 8187.21  Other Revenue, Total - - - -","Revenue 5604 5574 4429.2 8187.21  Other Revenue, Total - - - -","Revenue 5604 5574 4429.2 8187.21  Other Revenue, Total - - - -","Revenue 5604 5574 4429.2 8187.21  Other Revenue, Total - - - -","Revenue 5604 5574 4429.2 8187.21  Other Revenue, Total - - - -"
Revenue,5604,5574,4429.2,8187.21
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1562,1302,875.66,4062.14
Gross Profit,4042,4272,3553.54,4125.08
Total Operating Expenses,5755,5727,6860.56,8148.69
"Selling/General/Admin. Expenses, Total 4193 4425 5729.78 4046.85  Research & Development - - - -  Depreciation / Amortization 290 294 - -  Interest Expense (Income) - Net Operating -36 -38 - -  Unusual Expense (Income) - 179.08 255.12 39.7  Other Operating Expenses, Total -254 -256 - -","Selling/General/Admin. Expenses, Total 4193 4425 5729.78 4046.85  Research & Development - - - -  Depreciation / Amortization 290 294 - -  Interest Expense (Income) - Net Operating -36 -38 - -  Unusual Expense (Income) - 179.08 255.12 39.7  Other Operating Expenses, Total -254 -256 - -","Selling/General/Admin. Expenses, Total 4193 4425 5729.78 4046.85  Research & Development - - - -  Depreciation / Amortization 290 294 - -  Interest Expense (Income) - Net Operating -36 -38 - -  Unusual Expense (Income) - 179.08 255.12 39.7  Other Operating Expenses, Total -254 -256 - -","Selling/General/Admin. Expenses, Total 4193 4425 5729.78 4046.85  Research & Development - - - -  Depreciation / Amortization 290 294 - -  Interest Expense (Income) - Net Operating -36 -38 - -  Unusual Expense (Income) - 179.08 255.12 39.7  Other Operating Expenses, Total -254 -256 - -","Selling/General/Admin. Expenses, Total 4193 4425 5729.78 4046.85  Research & Development - - - -  Depreciation / Amortization 290 294 - -  Interest Expense (Income) - Net Operating -36 -38 - -  Unusual Expense (Income) - 179.08 255.12 39.7  Other Operating Expenses, Total -254 -256 - -"
"Selling/General/Admin. Expenses, Total",4193,4425,5729.78,4046.85
Research & Development,-,-,-,-
Depreciation / Amortization,290,294,-,-
Interest Expense (Income) - Net Operating,-36,-38,-,-
Unusual Expense (Income),-,179.08,255.12,39.7
"Other Operating Expenses, Total",-254,-256,-,-
Operating Income,-151,-153,-2431.36,38.53
"Interest Income (Expense), Net Non-Operating",-,-22.27,-70.42,-54.27
Gain (Loss) on Sale of Assets,-,88,66.7,41.15
"Other, Net",103,68,157.06,17.59
Net Income Before Taxes,-254,-309,-2278.03,42.99
Provision for Income Taxes,-17,11,38.06,40.35
Net Income After Taxes,-237,-320,-2316.09,2.64
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-237,-320,-2316.09,2.64
Total Extraordinary Items,-,-,-,-
Net Income,-237,-320,-2316.09,2.64
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-237,-320,-2316.09,2.64
Dilution Adjustment,-,-,-,-
Diluted Net Income,-237,-320,-2316.09,2.64
Diluted Weighted Average Shares,25,21,11.43,10.36
Diluted EPS Excluding Extraordinary Items,-9.48,-15.24,-202.7,0.25
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-5.75,-6.52,-178.6,5.71
