Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,62882,59853,52977,60165
"Revenue 62882 59853 52977 60165  Other Revenue, Total - - - -","Revenue 62882 59853 52977 60165  Other Revenue, Total - - - -","Revenue 62882 59853 52977 60165  Other Revenue, Total - - - -","Revenue 62882 59853 52977 60165  Other Revenue, Total - - - -","Revenue 62882 59853 52977 60165  Other Revenue, Total - - - -"
Revenue,62882,59853,52977,60165
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",42972,39636,35834,40000
Gross Profit,19910,20217,17143,20165
Total Operating Expenses,57825,54189,50033,55495
"Selling/General/Admin. Expenses, Total 14124 13812 13422 14723  Research & Development - - - -  Depreciation / Amortization 3276 543 582 693  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 197 194 79  Other Operating Expenses, Total -2537 1 1 -","Selling/General/Admin. Expenses, Total 14124 13812 13422 14723  Research & Development - - - -  Depreciation / Amortization 3276 543 582 693  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 197 194 79  Other Operating Expenses, Total -2537 1 1 -","Selling/General/Admin. Expenses, Total 14124 13812 13422 14723  Research & Development - - - -  Depreciation / Amortization 3276 543 582 693  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 197 194 79  Other Operating Expenses, Total -2537 1 1 -","Selling/General/Admin. Expenses, Total 14124 13812 13422 14723  Research & Development - - - -  Depreciation / Amortization 3276 543 582 693  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 197 194 79  Other Operating Expenses, Total -2537 1 1 -","Selling/General/Admin. Expenses, Total 14124 13812 13422 14723  Research & Development - - - -  Depreciation / Amortization 3276 543 582 693  Interest Expense (Income) - Net Operating -10 - - -  Unusual Expense (Income) - 197 194 79  Other Operating Expenses, Total -2537 1 1 -"
"Selling/General/Admin. Expenses, Total",14124,13812,13422,14723
Research & Development,-,-,-,-
Depreciation / Amortization,3276,543,582,693
Interest Expense (Income) - Net Operating,-10,-,-,-
Unusual Expense (Income),-,197,194,79
"Other Operating Expenses, Total",-2537,1,1,-
Operating Income,5057,5664,2944,4670
"Interest Income (Expense), Net Non-Operating",-,570,375,194
Gain (Loss) on Sale of Assets,200,-141,-71,-195
"Other, Net",-1072,318,479,221
Net Income Before Taxes,5929,6411,3727,4890
Provision for Income Taxes,1728,2003,1168,1363
Net Income After Taxes,4201,4408,2559,3527
Minority Interest,640,-83,-33,-94
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4132,4325,2526,3433
Total Extraordinary Items,-,-,-,-
Net Income,4132,4325,2526,3433
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,4132,4325,2525,3432
Dilution Adjustment,-,-,-,-
Diluted Net Income,4132,4325,2525,3432
Diluted Weighted Average Shares,31.2,31.44,31.32,31.31
Diluted EPS Excluding Extraordinary Items,132.44,137.56,80.62,109.62
DPS - Common Stock Primary Issue,55,50,40,50
Diluted Normalized EPS,120.62,144.95,86.43,115.94
