Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2772,2396,1819.63,2509.93
"Revenue 2772 2396 1819.63 2509.93  Other Revenue, Total - - - -","Revenue 2772 2396 1819.63 2509.93  Other Revenue, Total - - - -","Revenue 2772 2396 1819.63 2509.93  Other Revenue, Total - - - -","Revenue 2772 2396 1819.63 2509.93  Other Revenue, Total - - - -","Revenue 2772 2396 1819.63 2509.93  Other Revenue, Total - - - -"
Revenue,2772,2396,1819.63,2509.93
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1001,894,812.6,1134.91
Gross Profit,1771,1502,1007.02,1375.02
Total Operating Expenses,2541,2117,2078.42,2344.09
"Selling/General/Admin. Expenses, Total 1540 1223 1218.42 1180.59  Research & Development 11 9 7.36 28.57  Depreciation / Amortization 39 31 - -  Interest Expense (Income) - Net Operating -3 -5 - -  Unusual Expense (Income) - - 40.05 0.01  Other Operating Expenses, Total -47 -35 - -","Selling/General/Admin. Expenses, Total 1540 1223 1218.42 1180.59  Research & Development 11 9 7.36 28.57  Depreciation / Amortization 39 31 - -  Interest Expense (Income) - Net Operating -3 -5 - -  Unusual Expense (Income) - - 40.05 0.01  Other Operating Expenses, Total -47 -35 - -","Selling/General/Admin. Expenses, Total 1540 1223 1218.42 1180.59  Research & Development 11 9 7.36 28.57  Depreciation / Amortization 39 31 - -  Interest Expense (Income) - Net Operating -3 -5 - -  Unusual Expense (Income) - - 40.05 0.01  Other Operating Expenses, Total -47 -35 - -","Selling/General/Admin. Expenses, Total 1540 1223 1218.42 1180.59  Research & Development 11 9 7.36 28.57  Depreciation / Amortization 39 31 - -  Interest Expense (Income) - Net Operating -3 -5 - -  Unusual Expense (Income) - - 40.05 0.01  Other Operating Expenses, Total -47 -35 - -","Selling/General/Admin. Expenses, Total 1540 1223 1218.42 1180.59  Research & Development 11 9 7.36 28.57  Depreciation / Amortization 39 31 - -  Interest Expense (Income) - Net Operating -3 -5 - -  Unusual Expense (Income) - - 40.05 0.01  Other Operating Expenses, Total -47 -35 - -"
"Selling/General/Admin. Expenses, Total",1540,1223,1218.42,1180.59
Research & Development,11,9,7.36,28.57
Depreciation / Amortization,39,31,-,-
Interest Expense (Income) - Net Operating,-3,-5,-,-
Unusual Expense (Income),-,-,40.05,0.01
"Other Operating Expenses, Total",-47,-35,-,-
Operating Income,231,279,-258.8,165.85
"Interest Income (Expense), Net Non-Operating",-,-0.06,-6.6,-4.84
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",5,-,8.42,-0.21
Net Income Before Taxes,226,279,-256.98,160.79
Provision for Income Taxes,60,96,-65.52,45.07
Net Income After Taxes,166,183,-191.47,115.73
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,166,183,-191.47,115.73
Total Extraordinary Items,-,-,-,-
Net Income,166,183,-191.47,115.73
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,166,183,-191.46,115.73
Dilution Adjustment,-,-0.29,-,-
Diluted Net Income,166,183.29,-191.46,115.73
Diluted Weighted Average Shares,2.54,2.56,2.52,2.57
Diluted EPS Excluding Extraordinary Items,65.32,71.58,-75.94,44.96
DPS - Common Stock Primary Issue,-,7,-,7
Diluted Normalized EPS,55.58,68.1,-63.14,45.77
