Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,7211,8317,6549.63,7253.65
"Revenue 7211 8317 6549.63 7253.65  Other Revenue, Total - - - -","Revenue 7211 8317 6549.63 7253.65  Other Revenue, Total - - - -","Revenue 7211 8317 6549.63 7253.65  Other Revenue, Total - - - -","Revenue 7211 8317 6549.63 7253.65  Other Revenue, Total - - - -","Revenue 7211 8317 6549.63 7253.65  Other Revenue, Total - - - -"
Revenue,7211,8317,6549.63,7253.65
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4206,4708,3982.65,4366.17
Gross Profit,3005,3609,2566.98,2887.47
Total Operating Expenses,6895,7139,7845.16,7061.1
"Selling/General/Admin. Expenses, Total 2310 2040 2394.7 2402  Research & Development 379 391 481.17 473.22  Depreciation / Amortization 152 185 - -  Interest Expense (Income) - Net Operating -40 -37 - -  Unusual Expense (Income) - 641.26 986.63 -180.3  Other Operating Expenses, Total -112 -148 - -","Selling/General/Admin. Expenses, Total 2310 2040 2394.7 2402  Research & Development 379 391 481.17 473.22  Depreciation / Amortization 152 185 - -  Interest Expense (Income) - Net Operating -40 -37 - -  Unusual Expense (Income) - 641.26 986.63 -180.3  Other Operating Expenses, Total -112 -148 - -","Selling/General/Admin. Expenses, Total 2310 2040 2394.7 2402  Research & Development 379 391 481.17 473.22  Depreciation / Amortization 152 185 - -  Interest Expense (Income) - Net Operating -40 -37 - -  Unusual Expense (Income) - 641.26 986.63 -180.3  Other Operating Expenses, Total -112 -148 - -","Selling/General/Admin. Expenses, Total 2310 2040 2394.7 2402  Research & Development 379 391 481.17 473.22  Depreciation / Amortization 152 185 - -  Interest Expense (Income) - Net Operating -40 -37 - -  Unusual Expense (Income) - 641.26 986.63 -180.3  Other Operating Expenses, Total -112 -148 - -","Selling/General/Admin. Expenses, Total 2310 2040 2394.7 2402  Research & Development 379 391 481.17 473.22  Depreciation / Amortization 152 185 - -  Interest Expense (Income) - Net Operating -40 -37 - -  Unusual Expense (Income) - 641.26 986.63 -180.3  Other Operating Expenses, Total -112 -148 - -"
"Selling/General/Admin. Expenses, Total",2310,2040,2394.7,2402
Research & Development,379,391,481.17,473.22
Depreciation / Amortization,152,185,-,-
Interest Expense (Income) - Net Operating,-40,-37,-,-
Unusual Expense (Income),-,641.26,986.63,-180.3
"Other Operating Expenses, Total",-112,-148,-,-
Operating Income,316,1178,-1295.53,192.55
"Interest Income (Expense), Net Non-Operating",-,-32.16,-56.28,-20.06
Gain (Loss) on Sale of Assets,-2,-1,-,-
"Other, Net",139,668,13.54,5.67
Net Income Before Taxes,179,511,-1338.27,178.16
Provision for Income Taxes,226,63,-83.99,90.06
Net Income After Taxes,-47,448,-1254.28,88.09
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-47,448,-1254.28,88.09
Total Extraordinary Items,-,-,-,-
Net Income,-47,448,-1254.28,88.09
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-47,448,-1254.28,88.09
Dilution Adjustment,-,-,-,-
Diluted Net Income,-47,448,-1254.28,88.09
Diluted Weighted Average Shares,6.18,6.18,6.18,6.18
Diluted EPS Excluding Extraordinary Items,-7.61,72.53,-203.06,14.26
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,18.31,116.56,-99.23,-4.71
