Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,40531.32,22754.32,20073.98,32632.13
"Revenue 40531.32 22754.32 20073.98 32632.13  Other Revenue, Total - - - -","Revenue 40531.32 22754.32 20073.98 32632.13  Other Revenue, Total - - - -","Revenue 40531.32 22754.32 20073.98 32632.13  Other Revenue, Total - - - -","Revenue 40531.32 22754.32 20073.98 32632.13  Other Revenue, Total - - - -","Revenue 40531.32 22754.32 20073.98 32632.13  Other Revenue, Total - - - -"
Revenue,40531.32,22754.32,20073.98,32632.13
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",37531.66,20895.03,19565.89,31438.02
Gross Profit,2999.66,1859.29,508.1,1194.12
Total Operating Expenses,39669.22,22782.28,21439.04,33136.96
"Selling/General/Admin. Expenses, Total 1444.8 1270.8 1284.19 1102.64  Research & Development 642.85 547.54 546.66 555.05  Depreciation / Amortization 86.92 61.62 42.32 30.48  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -37 7.28 -0.01 10.77  Other Operating Expenses, Total - - -0 -0","Selling/General/Admin. Expenses, Total 1444.8 1270.8 1284.19 1102.64  Research & Development 642.85 547.54 546.66 555.05  Depreciation / Amortization 86.92 61.62 42.32 30.48  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -37 7.28 -0.01 10.77  Other Operating Expenses, Total - - -0 -0","Selling/General/Admin. Expenses, Total 1444.8 1270.8 1284.19 1102.64  Research & Development 642.85 547.54 546.66 555.05  Depreciation / Amortization 86.92 61.62 42.32 30.48  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -37 7.28 -0.01 10.77  Other Operating Expenses, Total - - -0 -0","Selling/General/Admin. Expenses, Total 1444.8 1270.8 1284.19 1102.64  Research & Development 642.85 547.54 546.66 555.05  Depreciation / Amortization 86.92 61.62 42.32 30.48  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -37 7.28 -0.01 10.77  Other Operating Expenses, Total - - -0 -0","Selling/General/Admin. Expenses, Total 1444.8 1270.8 1284.19 1102.64  Research & Development 642.85 547.54 546.66 555.05  Depreciation / Amortization 86.92 61.62 42.32 30.48  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -37 7.28 -0.01 10.77  Other Operating Expenses, Total - - -0 -0"
"Selling/General/Admin. Expenses, Total",1444.8,1270.8,1284.19,1102.64
Research & Development,642.85,547.54,546.66,555.05
Depreciation / Amortization,86.92,61.62,42.32,30.48
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-37,7.28,-0.01,10.77
"Other Operating Expenses, Total",-,-,-0,-0
Operating Income,862.1,-27.97,-1365.06,-504.82
"Interest Income (Expense), Net Non-Operating",-47.16,-18.88,-32.99,7.88
Gain (Loss) on Sale of Assets,-,-,3.53,5.85
"Other, Net",-5.33,8.97,-105.05,-40.77
Net Income Before Taxes,809.61,-37.87,-1499.57,-531.87
Provision for Income Taxes,77.78,376.49,128.89,-6.97
Net Income After Taxes,731.83,-414.36,-1628.46,-524.9
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,731.83,-414.36,-1628.46,-524.9
Total Extraordinary Items,-,-,-,-
Net Income,731.83,-414.36,-1628.46,-524.9
Total Adjustments to Net Income,-0,-,-0,-
Income Available to Common Excluding Extraordinary Items,731.83,-414.36,-1628.46,-524.9
Dilution Adjustment,-,-,-,-
Diluted Net Income,731.83,-414.36,-1628.46,-524.9
Diluted Weighted Average Shares,32.53,32.53,32.53,27.37
Diluted EPS Excluding Extraordinary Items,22.5,-12.74,-50.06,-19.18
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,21.47,-12.59,-50.13,-19.06
