Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,154456,140382,134078,170068
"Revenue 154456 140382 134078 170068  Other Revenue, Total - - - -","Revenue 154456 140382 134078 170068  Other Revenue, Total - - - -","Revenue 154456 140382 134078 170068  Other Revenue, Total - - - -","Revenue 154456 140382 134078 170068  Other Revenue, Total - - - -","Revenue 154456 140382 134078 170068  Other Revenue, Total - - - -"
Revenue,154456,140382,134078,170068
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",69555,63555,70232,80685
Gross Profit,84901,76827,63846,89383
Total Operating Expenses,152127,135941,145921,174228
"Selling/General/Admin. Expenses, Total 78622 67868 71025 83864  Research & Development - - - -  Depreciation / Amortization 3508 3650 4080 5448  Interest Expense (Income) - Net Operating -71 -109 -216 -  Unusual Expense (Income) - 5230 7646 4230  Other Operating Expenses, Total 513 977 800 1","Selling/General/Admin. Expenses, Total 78622 67868 71025 83864  Research & Development - - - -  Depreciation / Amortization 3508 3650 4080 5448  Interest Expense (Income) - Net Operating -71 -109 -216 -  Unusual Expense (Income) - 5230 7646 4230  Other Operating Expenses, Total 513 977 800 1","Selling/General/Admin. Expenses, Total 78622 67868 71025 83864  Research & Development - - - -  Depreciation / Amortization 3508 3650 4080 5448  Interest Expense (Income) - Net Operating -71 -109 -216 -  Unusual Expense (Income) - 5230 7646 4230  Other Operating Expenses, Total 513 977 800 1","Selling/General/Admin. Expenses, Total 78622 67868 71025 83864  Research & Development - - - -  Depreciation / Amortization 3508 3650 4080 5448  Interest Expense (Income) - Net Operating -71 -109 -216 -  Unusual Expense (Income) - 5230 7646 4230  Other Operating Expenses, Total 513 977 800 1","Selling/General/Admin. Expenses, Total 78622 67868 71025 83864  Research & Development - - - -  Depreciation / Amortization 3508 3650 4080 5448  Interest Expense (Income) - Net Operating -71 -109 -216 -  Unusual Expense (Income) - 5230 7646 4230  Other Operating Expenses, Total 513 977 800 1"
"Selling/General/Admin. Expenses, Total",78622,67868,71025,83864
Research & Development,-,-,-,-
Depreciation / Amortization,3508,3650,4080,5448
Interest Expense (Income) - Net Operating,-71,-109,-216,-
Unusual Expense (Income),-,5230,7646,4230
"Other Operating Expenses, Total",513,977,800,1
Operating Income,2329,4441,-11843,-4160
"Interest Income (Expense), Net Non-Operating",-,2682,662,3526
Gain (Loss) on Sale of Assets,885,2065,22605,3339
"Other, Net",-1360,-336,-40303,1154
Net Income Before Taxes,2804,2712,5855,3859
Provision for Income Taxes,-208,1715,2103,1794
Net Income After Taxes,3012,997,3752,2065
Minority Interest,397,523,452,117
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3063,1022,3861,2182
Total Extraordinary Items,-,-,-,-
Net Income,3063,1022,3861,2182
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,3063,1022,3861,2181
Dilution Adjustment,-,-,-,-
Diluted Net Income,3063,1022,3861,2181
Diluted Weighted Average Shares,86.99,90.31,90.56,93.15
Diluted EPS Excluding Extraordinary Items,35.21,11.32,42.63,23.41
DPS - Common Stock Primary Issue,10,5,-,17.5
Diluted Normalized EPS,28.31,40.78,-70.08,39.53
