Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,20968,17020,18774.73,17105.51
"Revenue 20968 17020 18774.73 17105.51  Other Revenue, Total - - - -","Revenue 20968 17020 18774.73 17105.51  Other Revenue, Total - - - -","Revenue 20968 17020 18774.73 17105.51  Other Revenue, Total - - - -","Revenue 20968 17020 18774.73 17105.51  Other Revenue, Total - - - -","Revenue 20968 17020 18774.73 17105.51  Other Revenue, Total - - - -"
Revenue,20968,17020,18774.73,17105.51
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16614,13738,16187.68,14454.24
Gross Profit,4354,3282,2587.05,2651.27
Total Operating Expenses,18450,15261,17736.58,16073.24
"Selling/General/Admin. Expenses, Total 1836 1491 1484.04 1578.31  Research & Development - - - -  Depreciation / Amortization 71 60 34.07 37.86  Interest Expense (Income) - Net Operating -167 -173 - -  Unusual Expense (Income) - - 30.79 2.82  Other Operating Expenses, Total 96 145 - -","Selling/General/Admin. Expenses, Total 1836 1491 1484.04 1578.31  Research & Development - - - -  Depreciation / Amortization 71 60 34.07 37.86  Interest Expense (Income) - Net Operating -167 -173 - -  Unusual Expense (Income) - - 30.79 2.82  Other Operating Expenses, Total 96 145 - -","Selling/General/Admin. Expenses, Total 1836 1491 1484.04 1578.31  Research & Development - - - -  Depreciation / Amortization 71 60 34.07 37.86  Interest Expense (Income) - Net Operating -167 -173 - -  Unusual Expense (Income) - - 30.79 2.82  Other Operating Expenses, Total 96 145 - -","Selling/General/Admin. Expenses, Total 1836 1491 1484.04 1578.31  Research & Development - - - -  Depreciation / Amortization 71 60 34.07 37.86  Interest Expense (Income) - Net Operating -167 -173 - -  Unusual Expense (Income) - - 30.79 2.82  Other Operating Expenses, Total 96 145 - -","Selling/General/Admin. Expenses, Total 1836 1491 1484.04 1578.31  Research & Development - - - -  Depreciation / Amortization 71 60 34.07 37.86  Interest Expense (Income) - Net Operating -167 -173 - -  Unusual Expense (Income) - - 30.79 2.82  Other Operating Expenses, Total 96 145 - -"
"Selling/General/Admin. Expenses, Total",1836,1491,1484.04,1578.31
Research & Development,-,-,-,-
Depreciation / Amortization,71,60,34.07,37.86
Interest Expense (Income) - Net Operating,-167,-173,-,-
Unusual Expense (Income),-,-,30.79,2.82
"Other Operating Expenses, Total",96,145,-,-
Operating Income,2518,1759,1038.14,1032.27
"Interest Income (Expense), Net Non-Operating",-,-173.63,-122.38,-156.97
Gain (Loss) on Sale of Assets,7,-,-,-
"Other, Net",232,248,-51.42,-74.08
Net Income Before Taxes,2279,1511,864.35,801.21
Provision for Income Taxes,686,477,279.27,253.02
Net Income After Taxes,1593,1034,585.08,548.19
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1593,1034,585.08,548.19
Total Extraordinary Items,-,-,-,-
Net Income,1593,1034,585.08,548.19
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1593,1034,585.08,548.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,1593,1034,585.08,548.19
Diluted Weighted Average Shares,4.95,4.96,4.98,4.98
Diluted EPS Excluding Extraordinary Items,321.59,208.65,117.49,110.08
DPS - Common Stock Primary Issue,-,35,30,30
Diluted Normalized EPS,290.2,190.57,121.67,110.47
