Period Ending:,202231/12,202231/03,202131/03,202031/03
Total Revenue,192932,205661,186040,227949
"Revenue 192932 205661 186040 227949  Other Revenue, Total - - - -","Revenue 192932 205661 186040 227949  Other Revenue, Total - - - -","Revenue 192932 205661 186040 227949  Other Revenue, Total - - - -","Revenue 192932 205661 186040 227949  Other Revenue, Total - - - -","Revenue 192932 205661 186040 227949  Other Revenue, Total - - - -"
Revenue,192932,205661,186040,227949
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",143493,159336,150888,172007
Gross Profit,49439,46325,35152,55942
Total Operating Expenses,185740,200409,190235,215725
"Selling/General/Admin. Expenses, Total 33016 30890 28387 32530  Research & Development 9567 7976 8440 7822  Depreciation / Amortization 4914 5541 5695 1571  Interest Expense (Income) - Net Operating -660 -660 -631 -  Unusual Expense (Income) - -10496 7723 1725  Other Operating Expenses, Total -5731 -2674 -2544 70","Selling/General/Admin. Expenses, Total 33016 30890 28387 32530  Research & Development 9567 7976 8440 7822  Depreciation / Amortization 4914 5541 5695 1571  Interest Expense (Income) - Net Operating -660 -660 -631 -  Unusual Expense (Income) - -10496 7723 1725  Other Operating Expenses, Total -5731 -2674 -2544 70","Selling/General/Admin. Expenses, Total 33016 30890 28387 32530  Research & Development 9567 7976 8440 7822  Depreciation / Amortization 4914 5541 5695 1571  Interest Expense (Income) - Net Operating -660 -660 -631 -  Unusual Expense (Income) - -10496 7723 1725  Other Operating Expenses, Total -5731 -2674 -2544 70","Selling/General/Admin. Expenses, Total 33016 30890 28387 32530  Research & Development 9567 7976 8440 7822  Depreciation / Amortization 4914 5541 5695 1571  Interest Expense (Income) - Net Operating -660 -660 -631 -  Unusual Expense (Income) - -10496 7723 1725  Other Operating Expenses, Total -5731 -2674 -2544 70","Selling/General/Admin. Expenses, Total 33016 30890 28387 32530  Research & Development 9567 7976 8440 7822  Depreciation / Amortization 4914 5541 5695 1571  Interest Expense (Income) - Net Operating -660 -660 -631 -  Unusual Expense (Income) - -10496 7723 1725  Other Operating Expenses, Total -5731 -2674 -2544 70"
"Selling/General/Admin. Expenses, Total",33016,30890,28387,32530
Research & Development,9567,7976,8440,7822
Depreciation / Amortization,4914,5541,5695,1571
Interest Expense (Income) - Net Operating,-660,-660,-631,-
Unusual Expense (Income),-,-10496,7723,1725
"Other Operating Expenses, Total",-5731,-2674,-2544,70
Operating Income,7192,5252,-4195,12224
"Interest Income (Expense), Net Non-Operating",-,-28,-369,-617
Gain (Loss) on Sale of Assets,5437,666,-639,-29
"Other, Net",-6797,-11614,8803,460
Net Income Before Taxes,7623,16200,-12359,12038
Provision for Income Taxes,6079,3097,599,5683
Net Income After Taxes,1544,13103,-12958,6355
Minority Interest,539,1198,1354,78
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2210,13096,-12987,6433
Total Extraordinary Items,-,-,-,-
Net Income,2210,13096,-12987,6433
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2210,13096,-12987,6433
Dilution Adjustment,-,-,-,-
Diluted Net Income,2210,13096,-12987,6433
Diluted Weighted Average Shares,126.8,126.74,126.67,126.63
Diluted EPS Excluding Extraordinary Items,31.61,103.33,-102.53,50.8
DPS - Common Stock Primary Issue,-,7,3,26
Diluted Normalized EPS,53.83,26.84,-23.34,60.94
