Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,26843,27301,27693,27979
"Revenue 26843 27301 27693 27979  Other Revenue, Total - - - -","Revenue 26843 27301 27693 27979  Other Revenue, Total - - - -","Revenue 26843 27301 27693 27979  Other Revenue, Total - - - -","Revenue 26843 27301 27693 27979  Other Revenue, Total - - - -","Revenue 26843 27301 27693 27979  Other Revenue, Total - - - -"
Revenue,26843,27301,27693,27979
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",23470,23029,22942,24176
Gross Profit,3373,4272,4751,3803
Total Operating Expenses,26621,26251,25852,27044
"Selling/General/Admin. Expenses, Total 3151 3222 2905 2782  Research & Development - 104 79 84  Depreciation / Amortization 609 566 - -  Interest Expense (Income) - Net Operating -35 -24 - -  Unusual Expense (Income) - - -74 -  Other Operating Expenses, Total -728 -646 - 2","Selling/General/Admin. Expenses, Total 3151 3222 2905 2782  Research & Development - 104 79 84  Depreciation / Amortization 609 566 - -  Interest Expense (Income) - Net Operating -35 -24 - -  Unusual Expense (Income) - - -74 -  Other Operating Expenses, Total -728 -646 - 2","Selling/General/Admin. Expenses, Total 3151 3222 2905 2782  Research & Development - 104 79 84  Depreciation / Amortization 609 566 - -  Interest Expense (Income) - Net Operating -35 -24 - -  Unusual Expense (Income) - - -74 -  Other Operating Expenses, Total -728 -646 - 2","Selling/General/Admin. Expenses, Total 3151 3222 2905 2782  Research & Development - 104 79 84  Depreciation / Amortization 609 566 - -  Interest Expense (Income) - Net Operating -35 -24 - -  Unusual Expense (Income) - - -74 -  Other Operating Expenses, Total -728 -646 - 2","Selling/General/Admin. Expenses, Total 3151 3222 2905 2782  Research & Development - 104 79 84  Depreciation / Amortization 609 566 - -  Interest Expense (Income) - Net Operating -35 -24 - -  Unusual Expense (Income) - - -74 -  Other Operating Expenses, Total -728 -646 - 2"
"Selling/General/Admin. Expenses, Total",3151,3222,2905,2782
Research & Development,-,104,79,84
Depreciation / Amortization,609,566,-,-
Interest Expense (Income) - Net Operating,-35,-24,-,-
Unusual Expense (Income),-,-,-74,-
"Other Operating Expenses, Total",-728,-646,-,2
Operating Income,222,1050,1841,935
"Interest Income (Expense), Net Non-Operating",-,-24,-22,-14
Gain (Loss) on Sale of Assets,23,88,-4,7
"Other, Net",-26,-149,-11,-3
Net Income Before Taxes,225,1111,1804,925
Provision for Income Taxes,102,336,476,277
Net Income After Taxes,123,775,1328,648
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,123,775,1328,648
Total Extraordinary Items,-,-,-,-
Net Income,123,775,1328,648
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,123,775,1327,647
Dilution Adjustment,-,-,-,-
Diluted Net Income,123,775,1327,647
Diluted Weighted Average Shares,17.75,17.74,17.73,17.72
Diluted EPS Excluding Extraordinary Items,6.93,43.68,74.85,36.51
DPS - Common Stock Primary Issue,9,9,12,9
Diluted Normalized EPS,7.11,36.04,72.17,37.25
