Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,79055,72578,59514,66520
"Revenue 79055 72578 59514 66520  Other Revenue, Total - - - -","Revenue 79055 72578 59514 66520  Other Revenue, Total - - - -","Revenue 79055 72578 59514 66520  Other Revenue, Total - - - -","Revenue 79055 72578 59514 66520  Other Revenue, Total - - - -","Revenue 79055 72578 59514 66520  Other Revenue, Total - - - -"
Revenue,79055,72578,59514,66520
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",69759,64002,51116,58360
Gross Profit,9296,8576,8398,8160
Total Operating Expenses,75596,69420,55409,62750
"Selling/General/Admin. Expenses, Total 5837 5418 4293 4198  Research & Development - 117 56 43  Depreciation / Amortization 1681 1142 828 -  Interest Expense (Income) - Net Operating -142 -69 -56 -  Unusual Expense (Income) - 1838 162 148  Other Operating Expenses, Total -1539 -1190 -828 1","Selling/General/Admin. Expenses, Total 5837 5418 4293 4198  Research & Development - 117 56 43  Depreciation / Amortization 1681 1142 828 -  Interest Expense (Income) - Net Operating -142 -69 -56 -  Unusual Expense (Income) - 1838 162 148  Other Operating Expenses, Total -1539 -1190 -828 1","Selling/General/Admin. Expenses, Total 5837 5418 4293 4198  Research & Development - 117 56 43  Depreciation / Amortization 1681 1142 828 -  Interest Expense (Income) - Net Operating -142 -69 -56 -  Unusual Expense (Income) - 1838 162 148  Other Operating Expenses, Total -1539 -1190 -828 1","Selling/General/Admin. Expenses, Total 5837 5418 4293 4198  Research & Development - 117 56 43  Depreciation / Amortization 1681 1142 828 -  Interest Expense (Income) - Net Operating -142 -69 -56 -  Unusual Expense (Income) - 1838 162 148  Other Operating Expenses, Total -1539 -1190 -828 1","Selling/General/Admin. Expenses, Total 5837 5418 4293 4198  Research & Development - 117 56 43  Depreciation / Amortization 1681 1142 828 -  Interest Expense (Income) - Net Operating -142 -69 -56 -  Unusual Expense (Income) - 1838 162 148  Other Operating Expenses, Total -1539 -1190 -828 1"
"Selling/General/Admin. Expenses, Total",5837,5418,4293,4198
Research & Development,-,117,56,43
Depreciation / Amortization,1681,1142,828,-
Interest Expense (Income) - Net Operating,-142,-69,-56,-
Unusual Expense (Income),-,1838,162,148
"Other Operating Expenses, Total",-1539,-1190,-828,1
Operating Income,3459,3158,4105,3770
"Interest Income (Expense), Net Non-Operating",-,494,212,-141
Gain (Loss) on Sale of Assets,92,311,209,-
"Other, Net",-44,1055,-206,10
Net Income Before Taxes,3411,1792,4102,3639
Provision for Income Taxes,1434,664,1438,1265
Net Income After Taxes,1977,1128,2664,2374
Minority Interest,-320,-158,-59,2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2120,1226,2747,2376
Total Extraordinary Items,-,-,-,-
Net Income,2120,1226,2747,2376
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2120,1226,2747,2376
Dilution Adjustment,-,-,-,-
Diluted Net Income,2120,1226,2747,2376
Diluted Weighted Average Shares,34.25,34.23,34.13,33.98
Diluted EPS Excluding Extraordinary Items,61.9,35.82,80.48,69.92
DPS - Common Stock Primary Issue,-,30,27,25
Diluted Normalized EPS,67.61,63.47,76.68,72.76
