Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,20975,20546,22394.32,22486.95
"Revenue 20975 20546 22394.32 22486.95  Other Revenue, Total - - - -","Revenue 20975 20546 22394.32 22486.95  Other Revenue, Total - - - -","Revenue 20975 20546 22394.32 22486.95  Other Revenue, Total - - - -","Revenue 20975 20546 22394.32 22486.95  Other Revenue, Total - - - -","Revenue 20975 20546 22394.32 22486.95  Other Revenue, Total - - - -"
Revenue,20975,20546,22394.32,22486.95
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15240,13777,15480.55,15784.09
Gross Profit,5735,6769,6913.78,6702.86
Total Operating Expenses,19968,18754.85,20838.68,21179.5
"Selling/General/Admin. Expenses, Total 4728 4921 4783.23 5237.92  Research & Development - - 283.79 263.24  Depreciation / Amortization 694 - - -  Interest Expense (Income) - Net Operating -3 -6 - -  Unusual Expense (Income) - 56.84 291.12 -105.75  Other Operating Expenses, Total -691 -981 - -","Selling/General/Admin. Expenses, Total 4728 4921 4783.23 5237.92  Research & Development - - 283.79 263.24  Depreciation / Amortization 694 - - -  Interest Expense (Income) - Net Operating -3 -6 - -  Unusual Expense (Income) - 56.84 291.12 -105.75  Other Operating Expenses, Total -691 -981 - -","Selling/General/Admin. Expenses, Total 4728 4921 4783.23 5237.92  Research & Development - - 283.79 263.24  Depreciation / Amortization 694 - - -  Interest Expense (Income) - Net Operating -3 -6 - -  Unusual Expense (Income) - 56.84 291.12 -105.75  Other Operating Expenses, Total -691 -981 - -","Selling/General/Admin. Expenses, Total 4728 4921 4783.23 5237.92  Research & Development - - 283.79 263.24  Depreciation / Amortization 694 - - -  Interest Expense (Income) - Net Operating -3 -6 - -  Unusual Expense (Income) - 56.84 291.12 -105.75  Other Operating Expenses, Total -691 -981 - -","Selling/General/Admin. Expenses, Total 4728 4921 4783.23 5237.92  Research & Development - - 283.79 263.24  Depreciation / Amortization 694 - - -  Interest Expense (Income) - Net Operating -3 -6 - -  Unusual Expense (Income) - 56.84 291.12 -105.75  Other Operating Expenses, Total -691 -981 - -"
"Selling/General/Admin. Expenses, Total",4728,4921,4783.23,5237.92
Research & Development,-,-,283.79,263.24
Depreciation / Amortization,694,-,-,-
Interest Expense (Income) - Net Operating,-3,-6,-,-
Unusual Expense (Income),-,56.84,291.12,-105.75
"Other Operating Expenses, Total",-691,-981,-,-
Operating Income,1007,1848,1555.64,1307.45
"Interest Income (Expense), Net Non-Operating",-,390.19,62.37,67.62
Gain (Loss) on Sale of Assets,115,-16.39,-20.16,-18.65
"Other, Net",142,-618,-19.37,-22.23
Net Income Before Taxes,750,2210.23,1578.48,1334.19
Provision for Income Taxes,264,484,467.2,479.41
Net Income After Taxes,486,1724,1111.29,854.78
Minority Interest,-,-11.71,151.01,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,486,1713.57,1262.3,854.78
Total Extraordinary Items,-,-,-,-
Net Income,486,1713,1262.3,854.78
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,486,1713.57,1262.29,854.78
Dilution Adjustment,-,-,-,-
Diluted Net Income,486,1713.57,1262.29,854.78
Diluted Weighted Average Shares,11.4,11.4,11.4,11.4
Diluted EPS Excluding Extraordinary Items,42.62,150.28,110.71,74.96
DPS - Common Stock Primary Issue,-,40,30,25
Diluted Normalized EPS,62.82,107.9,129.93,70.07
