Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14000,15477,35714,33995.14
"Revenue 14000 15477 35714 33995.14  Other Revenue, Total - - - -","Revenue 14000 15477 35714 33995.14  Other Revenue, Total - - - -","Revenue 14000 15477 35714 33995.14  Other Revenue, Total - - - -","Revenue 14000 15477 35714 33995.14  Other Revenue, Total - - - -","Revenue 14000 15477 35714 33995.14  Other Revenue, Total - - - -"
Revenue,14000,15477,35714,33995.14
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7722,8525,27559,26642.54
Gross Profit,6278,6952,8155,7352.6
Total Operating Expenses,13384,14239,33580,34413.82
"Selling/General/Admin. Expenses, Total 5662 5714 6021 7450.08  Research & Development - - - -  Depreciation / Amortization 239 213 217 -  Interest Expense (Income) - Net Operating -47 -65 -47 -  Unusual Expense (Income) - 1119.57 397.27 321.2  Other Operating Expenses, Total -192 -148 -170 -","Selling/General/Admin. Expenses, Total 5662 5714 6021 7450.08  Research & Development - - - -  Depreciation / Amortization 239 213 217 -  Interest Expense (Income) - Net Operating -47 -65 -47 -  Unusual Expense (Income) - 1119.57 397.27 321.2  Other Operating Expenses, Total -192 -148 -170 -","Selling/General/Admin. Expenses, Total 5662 5714 6021 7450.08  Research & Development - - - -  Depreciation / Amortization 239 213 217 -  Interest Expense (Income) - Net Operating -47 -65 -47 -  Unusual Expense (Income) - 1119.57 397.27 321.2  Other Operating Expenses, Total -192 -148 -170 -","Selling/General/Admin. Expenses, Total 5662 5714 6021 7450.08  Research & Development - - - -  Depreciation / Amortization 239 213 217 -  Interest Expense (Income) - Net Operating -47 -65 -47 -  Unusual Expense (Income) - 1119.57 397.27 321.2  Other Operating Expenses, Total -192 -148 -170 -","Selling/General/Admin. Expenses, Total 5662 5714 6021 7450.08  Research & Development - - - -  Depreciation / Amortization 239 213 217 -  Interest Expense (Income) - Net Operating -47 -65 -47 -  Unusual Expense (Income) - 1119.57 397.27 321.2  Other Operating Expenses, Total -192 -148 -170 -"
"Selling/General/Admin. Expenses, Total",5662,5714,6021,7450.08
Research & Development,-,-,-,-
Depreciation / Amortization,239,213,217,-
Interest Expense (Income) - Net Operating,-47,-65,-47,-
Unusual Expense (Income),-,1119.57,397.27,321.2
"Other Operating Expenses, Total",-192,-148,-170,-
Operating Income,616,1238,2134,-418.68
"Interest Income (Expense), Net Non-Operating",-,43.48,100.04,-22.52
Gain (Loss) on Sale of Assets,-44,-613,-170,-56.1
"Other, Net",-71,1643,527,34.64
Net Income Before Taxes,731,208,1777,-462.66
Provision for Income Taxes,488,32,330,66.98
Net Income After Taxes,243,176,1447,-529.64
Minority Interest,-,258,533,-29.2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,254,310,1433,-558.85
Total Extraordinary Items,-,-,-,-
Net Income,254,310,1433,-558.85
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,254,310,1433,-558.85
Dilution Adjustment,-0.911,-,-0.096,-
Diluted Net Income,254.91,310,1433.1,-558.85
Diluted Weighted Average Shares,11.46,12.04,12.36,11.11
Diluted EPS Excluding Extraordinary Items,22.25,25.75,115.91,-50.32
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,35.17,78.26,112.35,-6.62
