Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,134648,132098,146756,133393
"Revenue 134648 132098 146756 133393  Other Revenue, Total - - - -","Revenue 134648 132098 146756 133393  Other Revenue, Total - - - -","Revenue 134648 132098 146756 133393  Other Revenue, Total - - - -","Revenue 134648 132098 146756 133393  Other Revenue, Total - - - -","Revenue 134648 132098 146756 133393  Other Revenue, Total - - - -"
Revenue,134648,132098,146756,133393
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",64244,64518,84661,79217
Gross Profit,70404,67580,62095,54176
Total Operating Expenses,110553,109388,126944,119745
"Selling/General/Admin. Expenses, Total 46309 43170 40812 36775  Research & Development - 3448 3296 2798  Depreciation / Amortization 9368 9016 8360 1319  Interest Expense (Income) - Net Operating -37 -37 -39 -  Unusual Expense (Income) - -233 48 -365  Other Operating Expenses, Total -9331 -10727 -10146 1","Selling/General/Admin. Expenses, Total 46309 43170 40812 36775  Research & Development - 3448 3296 2798  Depreciation / Amortization 9368 9016 8360 1319  Interest Expense (Income) - Net Operating -37 -37 -39 -  Unusual Expense (Income) - -233 48 -365  Other Operating Expenses, Total -9331 -10727 -10146 1","Selling/General/Admin. Expenses, Total 46309 43170 40812 36775  Research & Development - 3448 3296 2798  Depreciation / Amortization 9368 9016 8360 1319  Interest Expense (Income) - Net Operating -37 -37 -39 -  Unusual Expense (Income) - -233 48 -365  Other Operating Expenses, Total -9331 -10727 -10146 1","Selling/General/Admin. Expenses, Total 46309 43170 40812 36775  Research & Development - 3448 3296 2798  Depreciation / Amortization 9368 9016 8360 1319  Interest Expense (Income) - Net Operating -37 -37 -39 -  Unusual Expense (Income) - -233 48 -365  Other Operating Expenses, Total -9331 -10727 -10146 1","Selling/General/Admin. Expenses, Total 46309 43170 40812 36775  Research & Development - 3448 3296 2798  Depreciation / Amortization 9368 9016 8360 1319  Interest Expense (Income) - Net Operating -37 -37 -39 -  Unusual Expense (Income) - -233 48 -365  Other Operating Expenses, Total -9331 -10727 -10146 1"
"Selling/General/Admin. Expenses, Total",46309,43170,40812,36775
Research & Development,-,3448,3296,2798
Depreciation / Amortization,9368,9016,8360,1319
Interest Expense (Income) - Net Operating,-37,-37,-39,-
Unusual Expense (Income),-,-233,48,-365
"Other Operating Expenses, Total",-9331,-10727,-10146,1
Operating Income,24095,22710,19812,13648
"Interest Income (Expense), Net Non-Operating",-,543,1040,258
Gain (Loss) on Sale of Assets,27,64,396,94
"Other, Net",-1133,-1078,-1613,153
Net Income Before Taxes,25201,23724,21029,14153
Provision for Income Taxes,7923,7508,6313,4543
Net Income After Taxes,17278,16216,14716,9610
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,17278,16216,14716,9610
Total Extraordinary Items,-,-,-,-
Net Income,17278,16216,14716,9610
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,17278,16216,14716,9609
Dilution Adjustment,-,-,-,-
Diluted Net Income,17278,16216,14716,9609
Diluted Weighted Average Shares,30.25,30.24,30.24,30.36
Diluted EPS Excluding Extraordinary Items,571.21,536.21,486.67,316.52
DPS - Common Stock Primary Issue,110,80,72.5,57.5
Diluted Normalized EPS,518.22,484.05,418.84,280.94
