Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,54562,46744,40617.63,42377.83
"Revenue 54562 46744 40617.63 42377.83  Other Revenue, Total - - - -","Revenue 54562 46744 40617.63 42377.83  Other Revenue, Total - - - -","Revenue 54562 46744 40617.63 42377.83  Other Revenue, Total - - - -","Revenue 54562 46744 40617.63 42377.83  Other Revenue, Total - - - -","Revenue 54562 46744 40617.63 42377.83  Other Revenue, Total - - - -"
Revenue,54562,46744,40617.63,42377.83
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",41264,35441,31422.17,33392.38
Gross Profit,13298,11303,9195.46,8985.45
Total Operating Expenses,46733,39902,35525.2,37610.3
"Selling/General/Admin. Expenses, Total 5469 4461 3962.25 4026.35  Research & Development - - - -  Depreciation / Amortization 1794 1524 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 69.68 140.77 191.56  Other Operating Expenses, Total -1789 -1518 - -","Selling/General/Admin. Expenses, Total 5469 4461 3962.25 4026.35  Research & Development - - - -  Depreciation / Amortization 1794 1524 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 69.68 140.77 191.56  Other Operating Expenses, Total -1789 -1518 - -","Selling/General/Admin. Expenses, Total 5469 4461 3962.25 4026.35  Research & Development - - - -  Depreciation / Amortization 1794 1524 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 69.68 140.77 191.56  Other Operating Expenses, Total -1789 -1518 - -","Selling/General/Admin. Expenses, Total 5469 4461 3962.25 4026.35  Research & Development - - - -  Depreciation / Amortization 1794 1524 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 69.68 140.77 191.56  Other Operating Expenses, Total -1789 -1518 - -","Selling/General/Admin. Expenses, Total 5469 4461 3962.25 4026.35  Research & Development - - - -  Depreciation / Amortization 1794 1524 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 69.68 140.77 191.56  Other Operating Expenses, Total -1789 -1518 - -"
"Selling/General/Admin. Expenses, Total",5469,4461,3962.25,4026.35
Research & Development,-,-,-,-
Depreciation / Amortization,1794,1524,-,-
Interest Expense (Income) - Net Operating,-5,-6,-,-
Unusual Expense (Income),-,69.68,140.77,191.56
"Other Operating Expenses, Total",-1789,-1518,-,-
Operating Income,7829,6842,5092.43,4767.53
"Interest Income (Expense), Net Non-Operating",-,354.03,272.02,595.72
Gain (Loss) on Sale of Assets,1,-33,16.56,-1.25
"Other, Net",-546,-242,-37.59,-17.2
Net Income Before Taxes,8374,7117,5343.42,5344.81
Provision for Income Taxes,2600,2411,2037.95,1847.9
Net Income After Taxes,5774,4706,3305.47,3496.91
Minority Interest,2488,2049,-336.95,-303.62
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5318,4357,2968.52,3193.29
Total Extraordinary Items,-,-,-,-
Net Income,5318,4357,2968.52,3193.29
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,5318,4357,2968.52,3193.29
Dilution Adjustment,-0.315,-0.064,-,-2.53
Diluted Net Income,5318.32,4357.06,2968.52,3190.76
Diluted Weighted Average Shares,128.32,128.72,128.77,128.73
Diluted EPS Excluding Extraordinary Items,41.45,33.85,23.05,24.79
DPS - Common Stock Primary Issue,11,8.5,7,7
Diluted Normalized EPS,37.25,32.17,23.65,25.77
