Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,-,300,300,100
"Revenue - 300 300 100  Other Revenue, Total - - - -","Revenue - 300 300 100  Other Revenue, Total - - - -","Revenue - 300 300 100  Other Revenue, Total - - - -","Revenue - 300 300 100  Other Revenue, Total - - - -","Revenue - 300 300 100  Other Revenue, Total - - - -"
Revenue,-,300,300,100
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,-,-,-
Gross Profit,-,300,-,-
Total Operating Expenses,1315,1261,1152.23,1645.53
"Selling/General/Admin. Expenses, Total 304 287 285.31 248.02  Research & Development 1011 940 866.92 1397.51  Depreciation / Amortization 1 1 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 42 33 - -","Selling/General/Admin. Expenses, Total 304 287 285.31 248.02  Research & Development 1011 940 866.92 1397.51  Depreciation / Amortization 1 1 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 42 33 - -","Selling/General/Admin. Expenses, Total 304 287 285.31 248.02  Research & Development 1011 940 866.92 1397.51  Depreciation / Amortization 1 1 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 42 33 - -","Selling/General/Admin. Expenses, Total 304 287 285.31 248.02  Research & Development 1011 940 866.92 1397.51  Depreciation / Amortization 1 1 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 42 33 - -","Selling/General/Admin. Expenses, Total 304 287 285.31 248.02  Research & Development 1011 940 866.92 1397.51  Depreciation / Amortization 1 1 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 42 33 - -"
"Selling/General/Admin. Expenses, Total",304,287,285.31,248.02
Research & Development,1011,940,866.92,1397.51
Depreciation / Amortization,1,1,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",42,33,-,-
Operating Income,-1315,-961,-852.23,-1545.53
"Interest Income (Expense), Net Non-Operating",-,-0.84,-3.24,-6.15
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",10,3,-3.9,-0.55
Net Income Before Taxes,-1325,-964,-859.37,-1552.23
Provision for Income Taxes,3,3,3.21,3.56
Net Income After Taxes,-1328,-967,-862.59,-1555.79
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1328,-967,-862.59,-1555.79
Total Extraordinary Items,-,-,-,-
Net Income,-1328,-967,-862.59,-1555.79
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-1328,-967,-862.59,-1555.79
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1328,-967,-862.59,-1555.79
Diluted Weighted Average Shares,5.67,5.42,4.6,4.47
Diluted EPS Excluding Extraordinary Items,-234.37,-178.52,-187.34,-348.32
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-146.15,-111.23,-187.34,-348.32
