Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,35873,39334,49419,41053
"Revenue 35873 39334 49419 41053  Other Revenue, Total - - - -","Revenue 35873 39334 49419 41053  Other Revenue, Total - - - -","Revenue 35873 39334 49419 41053  Other Revenue, Total - - - -","Revenue 35873 39334 49419 41053  Other Revenue, Total - - - -","Revenue 35873 39334 49419 41053  Other Revenue, Total - - - -"
Revenue,35873,39334,49419,41053
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31244,34130,46014,38341
Gross Profit,4629,5204,3405,2712
Total Operating Expenses,34644,37018,49099,40336
"Selling/General/Admin. Expenses, Total 3400 3408 3084 2829  Research & Development - - - 178  Depreciation / Amortization 1229 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - -521 - -1012  Other Operating Expenses, Total -1178 1 1 -","Selling/General/Admin. Expenses, Total 3400 3408 3084 2829  Research & Development - - - 178  Depreciation / Amortization 1229 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - -521 - -1012  Other Operating Expenses, Total -1178 1 1 -","Selling/General/Admin. Expenses, Total 3400 3408 3084 2829  Research & Development - - - 178  Depreciation / Amortization 1229 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - -521 - -1012  Other Operating Expenses, Total -1178 1 1 -","Selling/General/Admin. Expenses, Total 3400 3408 3084 2829  Research & Development - - - 178  Depreciation / Amortization 1229 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - -521 - -1012  Other Operating Expenses, Total -1178 1 1 -","Selling/General/Admin. Expenses, Total 3400 3408 3084 2829  Research & Development - - - 178  Depreciation / Amortization 1229 - - -  Interest Expense (Income) - Net Operating -51 - - -  Unusual Expense (Income) - -521 - -1012  Other Operating Expenses, Total -1178 1 1 -"
"Selling/General/Admin. Expenses, Total",3400,3408,3084,2829
Research & Development,-,-,-,178
Depreciation / Amortization,1229,-,-,-
Interest Expense (Income) - Net Operating,-51,-,-,-
Unusual Expense (Income),-,-521,-,-1012
"Other Operating Expenses, Total",-1178,1,1,-
Operating Income,1229,2316,320,717
"Interest Income (Expense), Net Non-Operating",-,450,707,433
Gain (Loss) on Sale of Assets,-142,-,-,-
"Other, Net",88,24,-,-122
Net Income Before Taxes,1283,2790,1027,1028
Provision for Income Taxes,100,24,365,323
Net Income After Taxes,1183,2766,662,705
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1183,2766,662,705
Total Extraordinary Items,-,-,-,-
Net Income,1183,2766,662,705
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,1183,2765,662,704
Dilution Adjustment,-,-,-,-
Diluted Net Income,1183,2765,662,704
Diluted Weighted Average Shares,6.88,6.88,6.88,6.88
Diluted EPS Excluding Extraordinary Items,171.92,401.81,96.2,102.29
DPS - Common Stock Primary Issue,-,30,30,-
Diluted Normalized EPS,129.43,326.75,96.2,1.45
