Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2324660,1244369,771046,1000005
"Revenue 2324660 1244369 771046 1000005  Other Revenue, Total - - - -","Revenue 2324660 1244369 771046 1000005  Other Revenue, Total - - - -","Revenue 2324660 1244369 771046 1000005  Other Revenue, Total - - - -","Revenue 2324660 1244369 771046 1000005  Other Revenue, Total - - - -","Revenue 2324660 1244369 771046 1000005  Other Revenue, Total - - - -"
Revenue,2324660,1244369,771046,1000005
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",943414,568921,439852,424702
Gross Profit,1381246,675448,331194,575303
Total Operating Expenses,1078250,673848,719071,505657
"Selling/General/Admin. Expenses, Total 95915 64510 61130 60187  Research & Development 1914 - - -  Depreciation / Amortization 292560 20281 21592 16473  Interest Expense (Income) - Net Operating -32378 - - -  Unusual Expense (Income) - 20136 196496 4293  Other Operating Expenses, Total -223175 - 1 2","Selling/General/Admin. Expenses, Total 95915 64510 61130 60187  Research & Development 1914 - - -  Depreciation / Amortization 292560 20281 21592 16473  Interest Expense (Income) - Net Operating -32378 - - -  Unusual Expense (Income) - 20136 196496 4293  Other Operating Expenses, Total -223175 - 1 2","Selling/General/Admin. Expenses, Total 95915 64510 61130 60187  Research & Development 1914 - - -  Depreciation / Amortization 292560 20281 21592 16473  Interest Expense (Income) - Net Operating -32378 - - -  Unusual Expense (Income) - 20136 196496 4293  Other Operating Expenses, Total -223175 - 1 2","Selling/General/Admin. Expenses, Total 95915 64510 61130 60187  Research & Development 1914 - - -  Depreciation / Amortization 292560 20281 21592 16473  Interest Expense (Income) - Net Operating -32378 - - -  Unusual Expense (Income) - 20136 196496 4293  Other Operating Expenses, Total -223175 - 1 2","Selling/General/Admin. Expenses, Total 95915 64510 61130 60187  Research & Development 1914 - - -  Depreciation / Amortization 292560 20281 21592 16473  Interest Expense (Income) - Net Operating -32378 - - -  Unusual Expense (Income) - 20136 196496 4293  Other Operating Expenses, Total -223175 - 1 2"
"Selling/General/Admin. Expenses, Total",95915,64510,61130,60187
Research & Development,1914,-,-,-
Depreciation / Amortization,292560,20281,21592,16473
Interest Expense (Income) - Net Operating,-32378,-,-,-
Unusual Expense (Income),-,20136,196496,4293
"Other Operating Expenses, Total",-223175,-,1,2
Operating Income,1246410,570521,51975,494348
"Interest Income (Expense), Net Non-Operating",-,56949,-87,14581
Gain (Loss) on Sale of Assets,-85483,-,-,-
"Other, Net",-166032,15987,15506,1363
Net Income Before Taxes,1412442,643457,67394,510292
Provision for Income Taxes,970546,429532,171200,385725
Net Income After Taxes,441896,213925,-103806,124567
Minority Interest,261517,9123,-7893,-1015
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,438276,223048,-111699,123552
Total Extraordinary Items,-,-,-,-
Net Income,438276,223048,-111699,123552
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,438276,223048,-111699,123550
Dilution Adjustment,-,-,-,-
Diluted Net Income,438276,223048,-111699,123550
Diluted Weighted Average Shares,1366.65,1449.62,1460.2,1460.2
Diluted EPS Excluding Extraordinary Items,320.69,153.87,-76.5,84.61
DPS - Common Stock Primary Issue,62,48,24,30
Diluted Normalized EPS,694.19,167.63,15.6,89.96
