Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,192908,202986,184000,219094
"Revenue 192908 202986 184000 219094  Other Revenue, Total - - - -","Revenue 192908 202986 184000 219094  Other Revenue, Total - - - -","Revenue 192908 202986 184000 219094  Other Revenue, Total - - - -","Revenue 192908 202986 184000 219094  Other Revenue, Total - - - -","Revenue 192908 202986 184000 219094  Other Revenue, Total - - - -"
Revenue,192908,202986,184000,219094
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",168639,182147,165443,200328
Gross Profit,24269,20839,18557,18766
Total Operating Expenses,188143,200023,182540,217204
"Selling/General/Admin. Expenses, Total 19504 17875 13792 14198  Research & Development - - 2346 1925  Depreciation / Amortization 2056 - 803 752  Interest Expense (Income) - Net Operating -926 - - -  Unusual Expense (Income) - - 155 -  Other Operating Expenses, Total -1130 1 1 1","Selling/General/Admin. Expenses, Total 19504 17875 13792 14198  Research & Development - - 2346 1925  Depreciation / Amortization 2056 - 803 752  Interest Expense (Income) - Net Operating -926 - - -  Unusual Expense (Income) - - 155 -  Other Operating Expenses, Total -1130 1 1 1","Selling/General/Admin. Expenses, Total 19504 17875 13792 14198  Research & Development - - 2346 1925  Depreciation / Amortization 2056 - 803 752  Interest Expense (Income) - Net Operating -926 - - -  Unusual Expense (Income) - - 155 -  Other Operating Expenses, Total -1130 1 1 1","Selling/General/Admin. Expenses, Total 19504 17875 13792 14198  Research & Development - - 2346 1925  Depreciation / Amortization 2056 - 803 752  Interest Expense (Income) - Net Operating -926 - - -  Unusual Expense (Income) - - 155 -  Other Operating Expenses, Total -1130 1 1 1","Selling/General/Admin. Expenses, Total 19504 17875 13792 14198  Research & Development - - 2346 1925  Depreciation / Amortization 2056 - 803 752  Interest Expense (Income) - Net Operating -926 - - -  Unusual Expense (Income) - - 155 -  Other Operating Expenses, Total -1130 1 1 1"
"Selling/General/Admin. Expenses, Total",19504,17875,13792,14198
Research & Development,-,-,2346,1925
Depreciation / Amortization,2056,-,803,752
Interest Expense (Income) - Net Operating,-926,-,-,-
Unusual Expense (Income),-,-,155,-
"Other Operating Expenses, Total",-1130,1,1,1
Operating Income,4765,2963,1460,1890
"Interest Income (Expense), Net Non-Operating",-,260,1330,2043
Gain (Loss) on Sale of Assets,-,-,-,116
"Other, Net",878,-97,-9,392
Net Income Before Taxes,3887,3126,2781,4441
Provision for Income Taxes,2226,1488,1952,2760
Net Income After Taxes,1661,1638,829,1681
Minority Interest,180,-17,-14,-16
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1647,1621,815,1665
Total Extraordinary Items,-,-,-,-
Net Income,1647,1621,815,1665
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,1647,1620,814,1664
Dilution Adjustment,-,-,-,-
Diluted Net Income,1647,1620,814,1664
Diluted Weighted Average Shares,58.59,38.33,58.6,58.6
Diluted EPS Excluding Extraordinary Items,28.11,42.26,13.89,28.39
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,41.22,42,15.44,26.94
