Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,92414,85132,90025,78631
"Revenue 92312 85130 90025 78631  Other Revenue, Total 102 2 - -","Revenue 92312 85130 90025 78631  Other Revenue, Total 102 2 - -","Revenue 92312 85130 90025 78631  Other Revenue, Total 102 2 - -","Revenue 92312 85130 90025 78631  Other Revenue, Total 102 2 - -","Revenue 92312 85130 90025 78631  Other Revenue, Total 102 2 - -"
Revenue,92312,85130,90025,78631
"Other Revenue, Total",102,2,-,-
"Cost of Revenue, Total",83612,74901,75914,67627
Gross Profit,8802,10231,14111,11004
Total Operating Expenses,89744,80713,82896,71274
"Selling/General/Admin. Expenses, Total 6132 5812 5258 4663  Research & Development - 423 382 379  Depreciation / Amortization 2149 1997 - -  Interest Expense (Income) - Net Operating -55 -38 - -  Unusual Expense (Income) - 19 1341 -1396  Other Operating Expenses, Total -2531 -2382 1 1","Selling/General/Admin. Expenses, Total 6132 5812 5258 4663  Research & Development - 423 382 379  Depreciation / Amortization 2149 1997 - -  Interest Expense (Income) - Net Operating -55 -38 - -  Unusual Expense (Income) - 19 1341 -1396  Other Operating Expenses, Total -2531 -2382 1 1","Selling/General/Admin. Expenses, Total 6132 5812 5258 4663  Research & Development - 423 382 379  Depreciation / Amortization 2149 1997 - -  Interest Expense (Income) - Net Operating -55 -38 - -  Unusual Expense (Income) - 19 1341 -1396  Other Operating Expenses, Total -2531 -2382 1 1","Selling/General/Admin. Expenses, Total 6132 5812 5258 4663  Research & Development - 423 382 379  Depreciation / Amortization 2149 1997 - -  Interest Expense (Income) - Net Operating -55 -38 - -  Unusual Expense (Income) - 19 1341 -1396  Other Operating Expenses, Total -2531 -2382 1 1","Selling/General/Admin. Expenses, Total 6132 5812 5258 4663  Research & Development - 423 382 379  Depreciation / Amortization 2149 1997 - -  Interest Expense (Income) - Net Operating -55 -38 - -  Unusual Expense (Income) - 19 1341 -1396  Other Operating Expenses, Total -2531 -2382 1 1"
"Selling/General/Admin. Expenses, Total",6132,5812,5258,4663
Research & Development,-,423,382,379
Depreciation / Amortization,2149,1997,-,-
Interest Expense (Income) - Net Operating,-55,-38,-,-
Unusual Expense (Income),-,19,1341,-1396
"Other Operating Expenses, Total",-2531,-2382,1,1
Operating Income,2670,4419,7129,7357
"Interest Income (Expense), Net Non-Operating",-,-14,-4,3
Gain (Loss) on Sale of Assets,-11,-11,46,-41
"Other, Net",884,103,-71,44
Net Income Before Taxes,1797,4327,7100,7363
Provision for Income Taxes,670,1023,1919,818
Net Income After Taxes,1127,3304,5181,6545
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1127,3304,5181,6545
Total Extraordinary Items,-,-,-,-
Net Income,1127,3304,5181,6545
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,1127,3304,5180,6544
Dilution Adjustment,-,-,-,-
Diluted Net Income,1127,3304,5180,6544
Diluted Weighted Average Shares,36.68,38.97,40.33,40.3
Diluted EPS Excluding Extraordinary Items,30.72,84.79,128.44,162.37
DPS - Common Stock Primary Issue,-,30,43,47
Diluted Normalized EPS,45.08,69.88,151.87,132.49
