Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,41395,39037.71,32878.62,31546.11
"Revenue 41395 39037.71 32878.62 31546.11  Other Revenue, Total - - - -","Revenue 41395 39037.71 32878.62 31546.11  Other Revenue, Total - - - -","Revenue 41395 39037.71 32878.62 31546.11  Other Revenue, Total - - - -","Revenue 41395 39037.71 32878.62 31546.11  Other Revenue, Total - - - -","Revenue 41395 39037.71 32878.62 31546.11  Other Revenue, Total - - - -"
Revenue,41395,39037.71,32878.62,31546.11
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",27611,26123.58,21232.62,20388.64
Gross Profit,13784,12914.13,11646,11157.47
Total Operating Expenses,38523,36501.54,31077.4,28542.09
"Selling/General/Admin. Expenses, Total 10912 10324.92 9752.51 8000.85  Research & Development - - - -  Depreciation / Amortization 871 - - -  Interest Expense (Income) - Net Operating -342 - - -  Unusual Expense (Income) - 53.04 92.27 152.6  Other Operating Expenses, Total -529 - - -","Selling/General/Admin. Expenses, Total 10912 10324.92 9752.51 8000.85  Research & Development - - - -  Depreciation / Amortization 871 - - -  Interest Expense (Income) - Net Operating -342 - - -  Unusual Expense (Income) - 53.04 92.27 152.6  Other Operating Expenses, Total -529 - - -","Selling/General/Admin. Expenses, Total 10912 10324.92 9752.51 8000.85  Research & Development - - - -  Depreciation / Amortization 871 - - -  Interest Expense (Income) - Net Operating -342 - - -  Unusual Expense (Income) - 53.04 92.27 152.6  Other Operating Expenses, Total -529 - - -","Selling/General/Admin. Expenses, Total 10912 10324.92 9752.51 8000.85  Research & Development - - - -  Depreciation / Amortization 871 - - -  Interest Expense (Income) - Net Operating -342 - - -  Unusual Expense (Income) - 53.04 92.27 152.6  Other Operating Expenses, Total -529 - - -","Selling/General/Admin. Expenses, Total 10912 10324.92 9752.51 8000.85  Research & Development - - - -  Depreciation / Amortization 871 - - -  Interest Expense (Income) - Net Operating -342 - - -  Unusual Expense (Income) - 53.04 92.27 152.6  Other Operating Expenses, Total -529 - - -"
"Selling/General/Admin. Expenses, Total",10912,10324.92,9752.51,8000.85
Research & Development,-,-,-,-
Depreciation / Amortization,871,-,-,-
Interest Expense (Income) - Net Operating,-342,-,-,-
Unusual Expense (Income),-,53.04,92.27,152.6
"Other Operating Expenses, Total",-529,-,-,-
Operating Income,2872,2536.17,1801.22,3004.02
"Interest Income (Expense), Net Non-Operating",-,-135.69,-166.59,-186.14
Gain (Loss) on Sale of Assets,20,-0.62,0.11,3.79
"Other, Net",-71,61.02,-10.06,32.72
Net Income Before Taxes,2923,2460.87,1624.68,2854.39
Provision for Income Taxes,968,844,593.98,848.14
Net Income After Taxes,1955,1616.88,1030.7,2006.26
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1955,1616.88,1030.7,2006.26
Total Extraordinary Items,-,-,-,-
Net Income,1955,1616.88,1030.7,2006.26
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,1955,1616.88,1030.7,2006.26
Dilution Adjustment,-0.94,-,-,-
Diluted Net Income,1955.94,1616.88,1030.7,2006.26
Diluted Weighted Average Shares,19.8,19.82,19.87,20.06
Diluted EPS Excluding Extraordinary Items,98.79,81.57,51.87,100.03
DPS - Common Stock Primary Issue,36,30,19,34
Diluted Normalized EPS,93,89.1,60.09,105.53
