Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,60738,54779,48004,57191
"Revenue 60738 54779 48004 57191  Other Revenue, Total - - - -","Revenue 60738 54779 48004 57191  Other Revenue, Total - - - -","Revenue 60738 54779 48004 57191  Other Revenue, Total - - - -","Revenue 60738 54779 48004 57191  Other Revenue, Total - - - -","Revenue 60738 54779 48004 57191  Other Revenue, Total - - - -"
Revenue,60738,54779,48004,57191
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",49652,44298,38263,44808
Gross Profit,11086,10481,9741,12383
Total Operating Expenses,59106,53296,47143,54351
"Selling/General/Admin. Expenses, Total 9454 7062 7004 7645  Research & Development - 1936 1878 1909  Depreciation / Amortization 3179 3198 - -  Interest Expense (Income) - Net Operating -64 -56 - -  Unusual Expense (Income) - -14 -3 -13  Other Operating Expenses, Total -3115 -3142 1 2","Selling/General/Admin. Expenses, Total 9454 7062 7004 7645  Research & Development - 1936 1878 1909  Depreciation / Amortization 3179 3198 - -  Interest Expense (Income) - Net Operating -64 -56 - -  Unusual Expense (Income) - -14 -3 -13  Other Operating Expenses, Total -3115 -3142 1 2","Selling/General/Admin. Expenses, Total 9454 7062 7004 7645  Research & Development - 1936 1878 1909  Depreciation / Amortization 3179 3198 - -  Interest Expense (Income) - Net Operating -64 -56 - -  Unusual Expense (Income) - -14 -3 -13  Other Operating Expenses, Total -3115 -3142 1 2","Selling/General/Admin. Expenses, Total 9454 7062 7004 7645  Research & Development - 1936 1878 1909  Depreciation / Amortization 3179 3198 - -  Interest Expense (Income) - Net Operating -64 -56 - -  Unusual Expense (Income) - -14 -3 -13  Other Operating Expenses, Total -3115 -3142 1 2","Selling/General/Admin. Expenses, Total 9454 7062 7004 7645  Research & Development - 1936 1878 1909  Depreciation / Amortization 3179 3198 - -  Interest Expense (Income) - Net Operating -64 -56 - -  Unusual Expense (Income) - -14 -3 -13  Other Operating Expenses, Total -3115 -3142 1 2"
"Selling/General/Admin. Expenses, Total",9454,7062,7004,7645
Research & Development,-,1936,1878,1909
Depreciation / Amortization,3179,3198,-,-
Interest Expense (Income) - Net Operating,-64,-56,-,-
Unusual Expense (Income),-,-14,-3,-13
"Other Operating Expenses, Total",-3115,-3142,1,2
Operating Income,1632,1483,861,2840
"Interest Income (Expense), Net Non-Operating",-,1131,1517,1414
Gain (Loss) on Sale of Assets,509,435,-64,-263
"Other, Net",-2571,-2025,406,122
Net Income Before Taxes,3694,3073,2720,4113
Provision for Income Taxes,866,1088,868,1065
Net Income After Taxes,2828,1985,1852,3048
Minority Interest,6017,5458,-551,-728
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2103,1300,1301,2320
Total Extraordinary Items,-,-,-,-
Net Income,2103,1300,1301,2320
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,2103,1300,1301,2318
Dilution Adjustment,-,-,-,-
Diluted Net Income,2103,1300,1301,2318
Diluted Weighted Average Shares,21.73,21.71,21.96,22.01
Diluted EPS Excluding Extraordinary Items,96.77,59.87,59.24,105.32
DPS - Common Stock Primary Issue,42,40,38,38
Diluted Normalized EPS,56.97,43.98,61.14,113.74
