Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,140998,90435,90871,124944
"Revenue 140998 90435 90871 124944  Other Revenue, Total - - - -","Revenue 140998 90435 90871 124944  Other Revenue, Total - - - -","Revenue 140998 90435 90871 124944  Other Revenue, Total - - - -","Revenue 140998 90435 90871 124944  Other Revenue, Total - - - -","Revenue 140998 90435 90871 124944  Other Revenue, Total - - - -"
Revenue,140998,90435,90871,124944
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",62657,43898,40779,60216
Gross Profit,78341,46537,50092,64728
Total Operating Expenses,129410,89530,98798,124950
"Selling/General/Admin. Expenses, Total 49266 35526 38764 46933  Research & Development 4852 4511 - -  Depreciation / Amortization 18739 18477 8771 17404  Interest Expense (Income) - Net Operating -14041 -10543 - -  Unusual Expense (Income) - 8453 10482 395  Other Operating Expenses, Total 7937 -2339 2 2","Selling/General/Admin. Expenses, Total 49266 35526 38764 46933  Research & Development 4852 4511 - -  Depreciation / Amortization 18739 18477 8771 17404  Interest Expense (Income) - Net Operating -14041 -10543 - -  Unusual Expense (Income) - 8453 10482 395  Other Operating Expenses, Total 7937 -2339 2 2","Selling/General/Admin. Expenses, Total 49266 35526 38764 46933  Research & Development 4852 4511 - -  Depreciation / Amortization 18739 18477 8771 17404  Interest Expense (Income) - Net Operating -14041 -10543 - -  Unusual Expense (Income) - 8453 10482 395  Other Operating Expenses, Total 7937 -2339 2 2","Selling/General/Admin. Expenses, Total 49266 35526 38764 46933  Research & Development 4852 4511 - -  Depreciation / Amortization 18739 18477 8771 17404  Interest Expense (Income) - Net Operating -14041 -10543 - -  Unusual Expense (Income) - 8453 10482 395  Other Operating Expenses, Total 7937 -2339 2 2","Selling/General/Admin. Expenses, Total 49266 35526 38764 46933  Research & Development 4852 4511 - -  Depreciation / Amortization 18739 18477 8771 17404  Interest Expense (Income) - Net Operating -14041 -10543 - -  Unusual Expense (Income) - 8453 10482 395  Other Operating Expenses, Total 7937 -2339 2 2"
"Selling/General/Admin. Expenses, Total",49266,35526,38764,46933
Research & Development,4852,4511,-,-
Depreciation / Amortization,18739,18477,8771,17404
Interest Expense (Income) - Net Operating,-14041,-10543,-,-
Unusual Expense (Income),-,8453,10482,395
"Other Operating Expenses, Total",7937,-2339,2,2
Operating Income,11588,905,-7927,-6
"Interest Income (Expense), Net Non-Operating",-,-3255,-11639,-7942
Gain (Loss) on Sale of Assets,-3022,-4121,-4,-754
"Other, Net",6160,19993,-165,-387
Net Income Before Taxes,8450,-14967,-19735,-9089
Provision for Income Taxes,-3056,4085,-517,-3898
Net Income After Taxes,11506,-19052,-19218,-5191
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11506,-19052,-19218,-5191
Total Extraordinary Items,-,-,-,-
Net Income,11506,-19052,-19218,-5191
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,11506,-19052,-19218,-5191
Dilution Adjustment,-0.045,-,-,-
Diluted Net Income,11506.04,-19052,-19218,-5191
Diluted Weighted Average Shares,77.49,77.48,77.62,78.44
Diluted EPS Excluding Extraordinary Items,148.49,-245.88,-247.6,-66.18
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,112.38,-20.25,-159.79,-56.66
