Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,2634.38,2566.74,2545.19,2513.34
"Revenue 2634.38 2566.74 - 2513.34  Other Revenue, Total - - - -","Revenue 2634.38 2566.74 - 2513.34  Other Revenue, Total - - - -","Revenue 2634.38 2566.74 - 2513.34  Other Revenue, Total - - - -","Revenue 2634.38 2566.74 - 2513.34  Other Revenue, Total - - - -","Revenue 2634.38 2566.74 - 2513.34  Other Revenue, Total - - - -"
Revenue,2634.38,2566.74,-,2513.34
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1243.54,969.41,984.89,964.29
Gross Profit,1390.83,1597.32,-,1549.05
Total Operating Expenses,2053.08,1814.96,-,1724.17
"Selling/General/Admin. Expenses, Total 810.92 845.36 796.11 667.41  Research & Development - 48.28 24.18 29.6  Depreciation / Amortization 177.44 125.45 117.67 63.1  Interest Expense (Income) - Net Operating -38.91 -50.26 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -139.92 -75.01 -61.41 -0.24","Selling/General/Admin. Expenses, Total 810.92 845.36 796.11 667.41  Research & Development - 48.28 24.18 29.6  Depreciation / Amortization 177.44 125.45 117.67 63.1  Interest Expense (Income) - Net Operating -38.91 -50.26 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -139.92 -75.01 -61.41 -0.24","Selling/General/Admin. Expenses, Total 810.92 845.36 796.11 667.41  Research & Development - 48.28 24.18 29.6  Depreciation / Amortization 177.44 125.45 117.67 63.1  Interest Expense (Income) - Net Operating -38.91 -50.26 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -139.92 -75.01 -61.41 -0.24","Selling/General/Admin. Expenses, Total 810.92 845.36 796.11 667.41  Research & Development - 48.28 24.18 29.6  Depreciation / Amortization 177.44 125.45 117.67 63.1  Interest Expense (Income) - Net Operating -38.91 -50.26 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -139.92 -75.01 -61.41 -0.24","Selling/General/Admin. Expenses, Total 810.92 845.36 796.11 667.41  Research & Development - 48.28 24.18 29.6  Depreciation / Amortization 177.44 125.45 117.67 63.1  Interest Expense (Income) - Net Operating -38.91 -50.26 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -139.92 -75.01 -61.41 -0.24"
"Selling/General/Admin. Expenses, Total",810.92,845.36,796.11,667.41
Research & Development,-,48.28,24.18,29.6
Depreciation / Amortization,177.44,125.45,117.67,63.1
Interest Expense (Income) - Net Operating,-38.91,-50.26,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-139.92,-75.01,-61.41,-0.24
Operating Income,581.3,751.78,764.32,789.17
"Interest Income (Expense), Net Non-Operating",-,-49.25,-55.38,-64.41
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",38.91,50.25,56.38,-1
Net Income Before Taxes,542.39,701.53,707.93,723.76
Provision for Income Taxes,159.08,201.05,216.4,225.52
Net Income After Taxes,383.32,500.48,-,498.24
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,383.32,500.48,491.53,498.24
Total Extraordinary Items,-,-,-,-
Net Income,383.32,500.48,-,498.24
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,383.32,500.48,491.53,498.24
Dilution Adjustment,-,-0.002,0.014,-
Diluted Net Income,383.32,500.48,491.52,498.24
Diluted Weighted Average Shares,4.2,3.94,3.96,3.73
Diluted EPS Excluding Extraordinary Items,91.18,127.12,-,133.7
DPS - Common Stock Primary Issue,-,40.44,39.44,-
Diluted Normalized EPS,80.64,111.37,111.6,133.7
