Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,14126,15529,16077,14660.37
"Revenue 14126 15529.43 16077 14660.37  Other Revenue, Total - - - -","Revenue 14126 15529.43 16077 14660.37  Other Revenue, Total - - - -","Revenue 14126 15529.43 16077 14660.37  Other Revenue, Total - - - -","Revenue 14126 15529.43 16077 14660.37  Other Revenue, Total - - - -","Revenue 14126 15529.43 16077 14660.37  Other Revenue, Total - - - -"
Revenue,14126,15529.43,16077,14660.37
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11121,11923.51,12109.8,11133.35
Gross Profit,3005,3605.92,3967.2,3527.02
Total Operating Expenses,14488,16625.06,15691.34,15291.38
"Selling/General/Admin. Expenses, Total 3109 3157.19 3072.14 3438.02  Research & Development 113 129.44 95.39 130.2  Depreciation / Amortization 1506 265.5 274.79 262.52  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 1149.43 139.22 327.29  Other Operating Expenses, Total -1319 - - -","Selling/General/Admin. Expenses, Total 3109 3157.19 3072.14 3438.02  Research & Development 113 129.44 95.39 130.2  Depreciation / Amortization 1506 265.5 274.79 262.52  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 1149.43 139.22 327.29  Other Operating Expenses, Total -1319 - - -","Selling/General/Admin. Expenses, Total 3109 3157.19 3072.14 3438.02  Research & Development 113 129.44 95.39 130.2  Depreciation / Amortization 1506 265.5 274.79 262.52  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 1149.43 139.22 327.29  Other Operating Expenses, Total -1319 - - -","Selling/General/Admin. Expenses, Total 3109 3157.19 3072.14 3438.02  Research & Development 113 129.44 95.39 130.2  Depreciation / Amortization 1506 265.5 274.79 262.52  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 1149.43 139.22 327.29  Other Operating Expenses, Total -1319 - - -","Selling/General/Admin. Expenses, Total 3109 3157.19 3072.14 3438.02  Research & Development 113 129.44 95.39 130.2  Depreciation / Amortization 1506 265.5 274.79 262.52  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 1149.43 139.22 327.29  Other Operating Expenses, Total -1319 - - -"
"Selling/General/Admin. Expenses, Total",3109,3157.19,3072.14,3438.02
Research & Development,113,129.44,95.39,130.2
Depreciation / Amortization,1506,265.5,274.79,262.52
Interest Expense (Income) - Net Operating,-42,-,-,-
Unusual Expense (Income),-,1149.43,139.22,327.29
"Other Operating Expenses, Total",-1319,-,-,-
Operating Income,-362,-1095.63,385.66,-631.01
"Interest Income (Expense), Net Non-Operating",-,326.89,-23.16,-43.16
Gain (Loss) on Sale of Assets,1251,357.22,0.66,-
"Other, Net",-1522,23.27,28.61,13.53
Net Income Before Taxes,-91,-388.25,391.76,-660.64
Provision for Income Taxes,202,125.32,127.33,297.52
Net Income After Taxes,-293,-513.56,264.43,-958.16
Minority Interest,3588,509.67,78.07,45.31
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-391,-3.89,342.51,-912.85
Total Extraordinary Items,-,-,-,-
Net Income,-391,-3.89,342.51,-912.85
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-391,-3.89,342.51,-912.85
Dilution Adjustment,-,-,-,-
Diluted Net Income,-391,-3.89,342.51,-912.85
Diluted Weighted Average Shares,61.01,59.89,59.78,55.88
Diluted EPS Excluding Extraordinary Items,-6.41,-0.07,5.73,-16.34
DPS - Common Stock Primary Issue,2,2,2,2
Diluted Normalized EPS,-5.1,9.33,8.09,-11.68
