Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,45950,36513,30928.51,27599.33
"Revenue 45950 36513.62 30928.51 27599.33  Other Revenue, Total - - - -","Revenue 45950 36513.62 30928.51 27599.33  Other Revenue, Total - - - -","Revenue 45950 36513.62 30928.51 27599.33  Other Revenue, Total - - - -","Revenue 45950 36513.62 30928.51 27599.33  Other Revenue, Total - - - -","Revenue 45950 36513.62 30928.51 27599.33  Other Revenue, Total - - - -"
Revenue,45950,36513.62,30928.51,27599.33
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29581,24057.49,19711.1,17467.42
Gross Profit,16369,12456.13,11217.41,10131.91
Total Operating Expenses,40852,32779.11,27396.95,24863.37
"Selling/General/Admin. Expenses, Total 11173 8269.61 7639.47 7431.87  Research & Development - - - 67.03  Depreciation / Amortization 2386 - - 273.35  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - 47.76 -7.67  Other Operating Expenses, Total -2382 452.01 -1.37 -28.26","Selling/General/Admin. Expenses, Total 11173 8269.61 7639.47 7431.87  Research & Development - - - 67.03  Depreciation / Amortization 2386 - - 273.35  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - 47.76 -7.67  Other Operating Expenses, Total -2382 452.01 -1.37 -28.26","Selling/General/Admin. Expenses, Total 11173 8269.61 7639.47 7431.87  Research & Development - - - 67.03  Depreciation / Amortization 2386 - - 273.35  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - 47.76 -7.67  Other Operating Expenses, Total -2382 452.01 -1.37 -28.26","Selling/General/Admin. Expenses, Total 11173 8269.61 7639.47 7431.87  Research & Development - - - 67.03  Depreciation / Amortization 2386 - - 273.35  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - 47.76 -7.67  Other Operating Expenses, Total -2382 452.01 -1.37 -28.26","Selling/General/Admin. Expenses, Total 11173 8269.61 7639.47 7431.87  Research & Development - - - 67.03  Depreciation / Amortization 2386 - - 273.35  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - - 47.76 -7.67  Other Operating Expenses, Total -2382 452.01 -1.37 -28.26"
"Selling/General/Admin. Expenses, Total",11173,8269.61,7639.47,7431.87
Research & Development,-,-,-,67.03
Depreciation / Amortization,2386,-,-,273.35
Interest Expense (Income) - Net Operating,-45,-,-,-
Unusual Expense (Income),-,-,47.76,-7.67
"Other Operating Expenses, Total",-2382,452.01,-1.37,-28.26
Operating Income,5098,3734.51,3531.55,2735.96
"Interest Income (Expense), Net Non-Operating",-,-16.47,-30.46,-6.42
Gain (Loss) on Sale of Assets,-,-3,-60,-
"Other, Net",33,471,140,-0.7
Net Income Before Taxes,5065,3718.03,3406.24,2728.84
Provision for Income Taxes,1428,1159.94,1025.36,852.02
Net Income After Taxes,3637,2558.09,2380.88,1876.82
Minority Interest,4946,-186.17,-79.11,-45.58
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2950,2371.92,2301.77,1831.24
Total Extraordinary Items,-,-,-,-
Net Income,2950,2371.92,2301.77,1831.24
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,2950,2371.92,2301.77,1831.24
Dilution Adjustment,-0.41,-,-,-
Diluted Net Income,2950.41,2371.92,2301.77,1831.24
Diluted Weighted Average Shares,40.05,39.76,39.86,39.71
Diluted EPS Excluding Extraordinary Items,73.67,59.65,57.75,46.11
DPS - Common Stock Primary Issue,23,20,19,15
Diluted Normalized EPS,61.89,59.65,58.59,45.98
