Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,29742,27960,25441.3,24531.52
"Revenue 29742 27960.3 25441.3 24531.52  Other Revenue, Total - - - -","Revenue 29742 27960.3 25441.3 24531.52  Other Revenue, Total - - - -","Revenue 29742 27960.3 25441.3 24531.52  Other Revenue, Total - - - -","Revenue 29742 27960.3 25441.3 24531.52  Other Revenue, Total - - - -","Revenue 29742 27960.3 25441.3 24531.52  Other Revenue, Total - - - -"
Revenue,29742,27960.3,25441.3,24531.52
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22398,20433.63,17427.37,17461.44
Gross Profit,7344,7526.67,8013.93,7070.08
Total Operating Expenses,27292,25528.39,22441.61,22255.47
"Selling/General/Admin. Expenses, Total 4894 5086.94 4978.97 4724.27  Research & Development - - - -  Depreciation / Amortization 820 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7.82 35.28 69.76  Other Operating Expenses, Total -1149 - - -","Selling/General/Admin. Expenses, Total 4894 5086.94 4978.97 4724.27  Research & Development - - - -  Depreciation / Amortization 820 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7.82 35.28 69.76  Other Operating Expenses, Total -1149 - - -","Selling/General/Admin. Expenses, Total 4894 5086.94 4978.97 4724.27  Research & Development - - - -  Depreciation / Amortization 820 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7.82 35.28 69.76  Other Operating Expenses, Total -1149 - - -","Selling/General/Admin. Expenses, Total 4894 5086.94 4978.97 4724.27  Research & Development - - - -  Depreciation / Amortization 820 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7.82 35.28 69.76  Other Operating Expenses, Total -1149 - - -","Selling/General/Admin. Expenses, Total 4894 5086.94 4978.97 4724.27  Research & Development - - - -  Depreciation / Amortization 820 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7.82 35.28 69.76  Other Operating Expenses, Total -1149 - - -"
"Selling/General/Admin. Expenses, Total",4894,5086.94,4978.97,4724.27
Research & Development,-,-,-,-
Depreciation / Amortization,820,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,7.82,35.28,69.76
"Other Operating Expenses, Total",-1149,-,-,-
Operating Income,2450,2431.91,2999.69,2276.05
"Interest Income (Expense), Net Non-Operating",-,-47.8,-63.02,83.45
Gain (Loss) on Sale of Assets,-,-1.04,0.43,-3.47
"Other, Net",-159,48.28,136.2,109.8
Net Income Before Taxes,2609,2431.35,3073.29,2465.83
Provision for Income Taxes,836,741.84,876.37,764.48
Net Income After Taxes,1773,1689.51,2196.92,1701.36
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1773,1689.51,2196.92,1701.36
Total Extraordinary Items,-,-,-,-
Net Income,1773,1689.51,2196.92,1701.36
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,1773,1689.51,2196.92,1701.36
Dilution Adjustment,-,-,-,-
Diluted Net Income,1773,1689.51,2196.92,1701.36
Diluted Weighted Average Shares,7.94,8.06,8.08,8.07
Diluted EPS Excluding Extraordinary Items,223.31,209.61,271.83,210.7
DPS - Common Stock Primary Issue,50,50,47,44
Diluted Normalized EPS,205.77,210.37,274.91,216.96
