Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,74526,65272,60871,64552
"Revenue 74526 65272 60871 64552  Other Revenue, Total - - - -","Revenue 74526 65272 60871 64552  Other Revenue, Total - - - -","Revenue 74526 65272 60871 64552  Other Revenue, Total - - - -","Revenue 74526 65272 60871 64552  Other Revenue, Total - - - -","Revenue 74526 65272 60871 64552  Other Revenue, Total - - - -"
Revenue,74526,65272,60871,64552
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",56132,49144,46498,50140
Gross Profit,18394,16128,14373,14412
Total Operating Expenses,64681,56614,52865,56389
"Selling/General/Admin. Expenses, Total 8549 7470 6298 6099  Research & Development 51 105 67 149  Depreciation / Amortization 478 429 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -522 -527 2 1","Selling/General/Admin. Expenses, Total 8549 7470 6298 6099  Research & Development 51 105 67 149  Depreciation / Amortization 478 429 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -522 -527 2 1","Selling/General/Admin. Expenses, Total 8549 7470 6298 6099  Research & Development 51 105 67 149  Depreciation / Amortization 478 429 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -522 -527 2 1","Selling/General/Admin. Expenses, Total 8549 7470 6298 6099  Research & Development 51 105 67 149  Depreciation / Amortization 478 429 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -522 -527 2 1","Selling/General/Admin. Expenses, Total 8549 7470 6298 6099  Research & Development 51 105 67 149  Depreciation / Amortization 478 429 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -522 -527 2 1"
"Selling/General/Admin. Expenses, Total",8549,7470,6298,6099
Research & Development,51,105,67,149
Depreciation / Amortization,478,429,-,-
Interest Expense (Income) - Net Operating,-7,-7,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-522,-527,2,1
Operating Income,9845,8658,8006,8163
"Interest Income (Expense), Net Non-Operating",-,-110,-477,-274
Gain (Loss) on Sale of Assets,31,-47,-,-
"Other, Net",-140,128,-22,-18
Net Income Before Taxes,9954,8577,7507,7871
Provision for Income Taxes,2603,2547,2468,2396
Net Income After Taxes,7351,6030,5039,5475
Minority Interest,481,411,-64,-3
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7317,5992,4975,5472
Total Extraordinary Items,-,-,-,-
Net Income,7317,5992,4975,5472
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,7317,5992,4974,5471
Dilution Adjustment,-,-,-,-
Diluted Net Income,7317,5992,4974,5471
Diluted Weighted Average Shares,387.42,387.39,387.37,389.27
Diluted EPS Excluding Extraordinary Items,18.89,15.47,12.84,14.05
DPS - Common Stock Primary Issue,8,6,5,5
Diluted Normalized EPS,15.92,13.82,12.84,14.05
