Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,18306.26,18623.74,21009.84,19430.59
"Revenue 18306.26 18623.74 21009.84 19430.59  Other Revenue, Total - - - -","Revenue 18306.26 18623.74 21009.84 19430.59  Other Revenue, Total - - - -","Revenue 18306.26 18623.74 21009.84 19430.59  Other Revenue, Total - - - -","Revenue 18306.26 18623.74 21009.84 19430.59  Other Revenue, Total - - - -","Revenue 18306.26 18623.74 21009.84 19430.59  Other Revenue, Total - - - -"
Revenue,18306.26,18623.74,21009.84,19430.59
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13398.84,12967.67,15995.46,14166.79
Gross Profit,4907.42,5656.06,5014.39,5263.8
Total Operating Expenses,17408.78,17136.76,20134.78,18195.74
"Selling/General/Admin. Expenses, Total 3977.18 4132.12 4104.88 4027.3  Research & Development 21.42 28.8 28.13 -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 11.34 8.16 6.31 1.64  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 3977.18 4132.12 4104.88 4027.3  Research & Development 21.42 28.8 28.13 -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 11.34 8.16 6.31 1.64  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 3977.18 4132.12 4104.88 4027.3  Research & Development 21.42 28.8 28.13 -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 11.34 8.16 6.31 1.64  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 3977.18 4132.12 4104.88 4027.3  Research & Development 21.42 28.8 28.13 -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 11.34 8.16 6.31 1.64  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 3977.18 4132.12 4104.88 4027.3  Research & Development 21.42 28.8 28.13 -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 11.34 8.16 6.31 1.64  Other Operating Expenses, Total - - - -"
"Selling/General/Admin. Expenses, Total",3977.18,4132.12,4104.88,4027.3
Research & Development,21.42,28.8,28.13,-
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),11.34,8.16,6.31,1.64
"Other Operating Expenses, Total",-,-,-,-
Operating Income,897.48,1486.98,875.07,1234.86
"Interest Income (Expense), Net Non-Operating",9.62,9.5,18.26,21.1
Gain (Loss) on Sale of Assets,-38.52,-34.15,-43.03,-42.06
"Other, Net",116.64,3.16,152.17,20.12
Net Income Before Taxes,985.22,1465.48,1002.47,1234.02
Provision for Income Taxes,338.3,503.38,340.54,344.69
Net Income After Taxes,646.92,962.1,661.92,889.32
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,646.92,962.1,661.92,889.32
Total Extraordinary Items,-,-,-,-
Net Income,646.92,962.1,661.92,889.32
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,646.92,962.1,661.92,889.32
Dilution Adjustment,-,-,-,-
Diluted Net Income,646.92,962.1,661.92,889.32
Diluted Weighted Average Shares,3.2,3.2,3.2,3.2
Diluted EPS Excluding Extraordinary Items,201.96,300.36,206.64,277.63
DPS - Common Stock Primary Issue,80,80,80,80
Diluted Normalized EPS,212.18,309.03,216.81,287.47
