Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1066326,930496,811600,914439
"Revenue 1066326 930496 811600 914439  Other Revenue, Total - - - -","Revenue 1066326 930496 811600 914439  Other Revenue, Total - - - -","Revenue 1066326 930496 811600 914439  Other Revenue, Total - - - -","Revenue 1066326 930496 811600 914439  Other Revenue, Total - - - -","Revenue 1066326 930496 811600 914439  Other Revenue, Total - - - -"
Revenue,1066326,930496,811600,914439
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",909622,791804,682288,764200
Gross Profit,156704,138692,129312,150239
Total Operating Expenses,1050884,919067,803169,895437
"Selling/General/Admin. Expenses, Total 141262 106279 100243 106133  Research & Development - 17213 16338 17179  Depreciation / Amortization 39098 33721 32163 3362  Interest Expense (Income) - Net Operating -6334 -3375 -3586 -  Unusual Expense (Income) - 1689 11632 4563  Other Operating Expenses, Total -27592 -26575 -24277 -","Selling/General/Admin. Expenses, Total 141262 106279 100243 106133  Research & Development - 17213 16338 17179  Depreciation / Amortization 39098 33721 32163 3362  Interest Expense (Income) - Net Operating -6334 -3375 -3586 -  Unusual Expense (Income) - 1689 11632 4563  Other Operating Expenses, Total -27592 -26575 -24277 -","Selling/General/Admin. Expenses, Total 141262 106279 100243 106133  Research & Development - 17213 16338 17179  Depreciation / Amortization 39098 33721 32163 3362  Interest Expense (Income) - Net Operating -6334 -3375 -3586 -  Unusual Expense (Income) - 1689 11632 4563  Other Operating Expenses, Total -27592 -26575 -24277 -","Selling/General/Admin. Expenses, Total 141262 106279 100243 106133  Research & Development - 17213 16338 17179  Depreciation / Amortization 39098 33721 32163 3362  Interest Expense (Income) - Net Operating -6334 -3375 -3586 -  Unusual Expense (Income) - 1689 11632 4563  Other Operating Expenses, Total -27592 -26575 -24277 -","Selling/General/Admin. Expenses, Total 141262 106279 100243 106133  Research & Development - 17213 16338 17179  Depreciation / Amortization 39098 33721 32163 3362  Interest Expense (Income) - Net Operating -6334 -3375 -3586 -  Unusual Expense (Income) - 1689 11632 4563  Other Operating Expenses, Total -27592 -26575 -24277 -"
"Selling/General/Admin. Expenses, Total",141262,106279,100243,106133
Research & Development,-,17213,16338,17179
Depreciation / Amortization,39098,33721,32163,3362
Interest Expense (Income) - Net Operating,-6334,-3375,-3586,-
Unusual Expense (Income),-,1689,11632,4563
"Other Operating Expenses, Total",-27592,-26575,-24277,-
Operating Income,15442,11429,8431,19002
"Interest Income (Expense), Net Non-Operating",-,11185,7845,7263
Gain (Loss) on Sale of Assets,12928,2645,29872,5050
"Other, Net",-27788,-11644,-42756,-564
Net Income Before Taxes,30302,20428,21315,30751
Provision for Income Taxes,10654,7190,9219,11754
Net Income After Taxes,19648,13238,12096,18997
Minority Interest,27442,34843,31747,-1357
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,17911,10093,10001,17640
Total Extraordinary Items,-,-,-,-
Net Income,17911,10093,10001,17640
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,17911,10093,10001,17639
Dilution Adjustment,-,-,-,-
Diluted Net Income,17911,10093,10001,17639
Diluted Weighted Average Shares,70.39,70.39,70.49,70.49
Diluted EPS Excluding Extraordinary Items,254.44,143.38,141.87,250.24
DPS - Common Stock Primary Issue,-,60,60,85
Diluted Normalized EPS,149.69,129.28,26.62,245.98
